,five_prime_transcript,peak,five_prime_start,five_prime_end,peak_start,peak_end
54,R10E4.2f.2,ham-1,4280118.0,4280219.0,4280208,4281324
55,R10E4.2i.1,ham-1,4280118.0,4280219.0,4280208,4281324
56,R10E4.2g.2,ham-1,4280118.0,4280219.0,4280214,4281244
57,R10E4.2a.1,ham-1,4280118.0,4280217.0,4280214,4281244
58,R10E4.2f.2,ham-1,4280118.0,4280219.0,4280214,4281244
59,R10E4.2g.1,ham-1,4280118.0,4280219.0,4280214,4281244
60,R10E4.2i.1,ham-1,4280118.0,4280219.0,4280214,4281244
61,F10F2.1a.1,ham-1,4612335.0,4612384.0,4612353,4612983
62,F10F2.1a.1,ham-1,4612335.0,4612384.0,4612363,4612973
63,F26F4.7.1,ham-1,4898958.0,4899085.0,4899066,4900802
64,C26E6.9a.1,ham-1,4930132.0,4930204.0,4930198,4930585
65,C26E6.9a.1,ham-1,4930132.0,4930204.0,4930203,4930586
66,C45G9.7.1,ham-1,5047143.0,5047161.0,5047148,5047577
67,C45G9.7.2,ham-1,5047143.0,5047161.0,5047148,5047577
68,F09F7.7a.1,ham-1,5554917.0,5554934.0,5554919,5555263
69,F09F7.7a.1,ham-1,5554917.0,5554934.0,5554922,5555262
70,F01F1.3.1,ham-1,5871938.0,5873054.0,5872344,5872543
71,F01F1.3.1,ham-1,5871938.0,5873054.0,5872344,5872543
72,Y42G9A.4c.2,ham-1,6136115.0,6136278.0,6136155,6136321
73,Y42G9A.4b.2,ham-1,6136115.0,6136278.0,6136155,6136321
74,Y42G9A.4a.1,ham-1,6136140.0,6136276.0,6136155,6136321
75,C13B9.4a.2,ham-1,6651774.0,6652083.0,6651845,6652235
76,C13B9.4c.2,ham-1,6651774.0,6652083.0,6651845,6652235
77,C13B9.4b.3,ham-1,6651774.0,6652083.0,6651845,6652235
78,C13B9.4a.2,ham-1,6651774.0,6652083.0,6651916,6652250
79,C13B9.4c.2,ham-1,6651774.0,6652083.0,6651916,6652250
80,F37A4.8.1,ham-1,6710001.0,6710100.0,6710021,6710301
81,C13B9.4b.3,ham-1,6651774.0,6652083.0,6651916,6652250
82,C13B9.4a.2,ham-1,6651774.0,6652083.0,6651939,6652082
83,C13B9.4c.2,ham-1,6651774.0,6652083.0,6651939,6652082
84,C13B9.4b.3,ham-1,6651774.0,6652083.0,6651939,6652082
85,C13B9.4a.2,ham-1,6651774.0,6652083.0,6651845,6652235
86,C13B9.4c.2,ham-1,6651774.0,6652083.0,6651845,6652235
87,C13B9.4a.2,ham-1,6651774.0,6652083.0,6651916,6652250
88,C13B9.4b.3,ham-1,6651774.0,6652083.0,6651845,6652235
89,C13B9.4c.2,ham-1,6651774.0,6652083.0,6651916,6652250
90,C13B9.4a.2,ham-1,6651774.0,6652083.0,6651939,6652082
91,C13B9.4c.2,ham-1,6651774.0,6652083.0,6651939,6652082
92,C13B9.4b.3,ham-1,6651774.0,6652083.0,6651916,6652250
93,C13B9.4b.3,ham-1,6651774.0,6652083.0,6651939,6652082
94,F11H8.1.2,ham-1,7021206.0,7021439.0,7021244,7021608
95,F11H8.1.2,ham-1,7021206.0,7021439.0,7021246,7021599
96,F11H8.1.2,ham-1,7021206.0,7021439.0,7021265,7021583
97,F37C12.9.1,ham-1,7179580.0,7179588.0,7179581,7180060
98,B0361.5a.1,ham-1,7271032.0,7271143.0,7271111,7271360
99,R13A5.8.1,ham-1,7572816.0,7572831.0,7572829,7573197
100,R13A5.8.1,ham-1,7572816.0,7572831.0,7572830,7573206
101,C02F5.7b.1,ham-1,8227830.0,8229872.0,8228382,8229321
102,C02F5.7b.1,ham-1,8227830.0,8229872.0,8228815,8229299
103,C02F5.7b.1,ham-1,8227830.0,8229872.0,8228863,8229294
104,C02F5.7b.1,ham-1,8227830.0,8229872.0,8228382,8229321
105,C02F5.7b.1,ham-1,8227830.0,8229872.0,8228815,8229299
106,C02F5.7b.1,ham-1,8227830.0,8229872.0,8228863,8229294
107,F22B7.6b.1,ham-1,8628296.0,8628540.0,8628318,8628596
108,F22B7.6b.1,ham-1,8628296.0,8628540.0,8628364,8628595
109,PAR2.4a.3,ham-1,8767210.0,8767342.0,8767327,8768201
110,PAR2.4a.2,ham-1,8767275.0,8767342.0,8767327,8768201
111,PAR2.4b.2,ham-1,8767275.0,8767337.0,8767327,8768201
112,PAR2.4a.3,ham-1,8767210.0,8767342.0,8767335,8768193
113,PAR2.4a.1,ham-1,8767275.0,8767335.0,8767327,8768201
114,PAR2.4b.1,ham-1,8767275.0,8767341.0,8767327,8768201
115,PAR2.4a.2,ham-1,8767275.0,8767342.0,8767335,8768193
116,PAR2.4b.2,ham-1,8767275.0,8767337.0,8767335,8768193
117,PAR2.4b.1,ham-1,8767275.0,8767341.0,8767335,8768193
118,F54F2.2a.7,ham-1,8794409.0,8794824.0,8794661,8795187
119,F54F2.2c.1,ham-1,8799533.0,8799645.0,8799619,8800953
120,F54F2.2c.1,ham-1,8799533.0,8799645.0,8799626,8800936
121,ZK507.4.1,ham-1,9103943.0,9104077.0,9104023,9104437
122,ZK632.10.1,ham-1,9827152.0,9827178.0,9827158,9827824
123,ZK632.10.2,ham-1,9827152.0,9827722.0,9827158,9827824
124,F40F12.9b.1,ham-1,9911328.0,9913020.0,9911874,9912155
125,F40F12.9b.1,ham-1,9911328.0,9913020.0,9911874,9912213
126,F40F12.9b.1,ham-1,9911328.0,9913020.0,9911874,9912155
127,F40F12.9b.1,ham-1,9911328.0,9913020.0,9911874,9912213
128,K08E5.5.1,ham-1,10160346.0,10160485.0,10160479,10160541
129,T07C4.9b.1,ham-1,10329712.0,10329792.0,10329732,10330289
130,T07C4.9b.1,ham-1,10329712.0,10329792.0,10329738,10330239
131,F43D9.4.1,ham-1,10506708.0,10506801.0,10506744,10507151
132,F43D9.4.1,ham-1,10506708.0,10506801.0,10506749,10507138
133,F43D9.4.1,ham-1,10506708.0,10506801.0,10506785,10507148
134,W09D10.5b.1,ham-1,10710519.0,10711334.0,10711100,10711598
135,Y39A1C.1.2,ham-1,10855448.0,10856826.0,10855475,10855782
136,R17.1.1,ham-1,10848668.0,10848963.0,10848721,10849140
137,C44B9.4.2,ham-1,10881766.0,10881963.0,10881847,10882292
138,Y39A1C.1.2,ham-1,10855448.0,10856826.0,10855475,10855782
139,R17.1.1,ham-1,10848668.0,10848963.0,10848722,10849147
140,C44B9.4.2,ham-1,10881766.0,10881963.0,10881908,10882265
141,R17.1.1,ham-1,10848668.0,10848963.0,10848756,10849125
142,C44B9.4.2,ham-1,10881766.0,10881963.0,10881920,10882263
143,Y48A6C.3.1,ham-1,11119200.0,11119226.0,11119201,11119669
144,Y47D3A.1.1,ham-1,11141636.0,11141841.0,11141648,11142381
145,Y47D3A.1.1,ham-1,11141636.0,11141841.0,11141667,11142357
146,Y47D3A.23b.1,ham-1,11290413.0,11290580.0,11290465,11290858
147,Y47D3A.23b.1,ham-1,11290413.0,11290580.0,11290473,11290804
148,Y47D3A.23b.1,ham-1,11290413.0,11290580.0,11290482,11290857
149,Y49E10.6a.1,ham-1,12368158.0,12368164.0,12368161,12370283
150,Y49E10.11c.1,ham-1,12421474.0,12421570.0,12421489,12421865
151,Y49E10.11a.1,ham-1,12421474.0,12421718.0,12421489,12421865
152,Y49E10.19.1,ham-1,12453185.0,12453202.0,12453199,12453980
153,Y49E10.19.2,ham-1,12453185.0,12453202.0,12453199,12453980
154,Y111B2A.10b.1,ham-1,12597935.0,12599729.0,12598206,12599967
155,Y111B2A.10b.3,ham-1,12597868.0,12598585.0,12598206,12599967
156,Y111B2A.10b.1,ham-1,12597935.0,12599729.0,12598239,12599944
157,Y111B2A.10b.3,ham-1,12597868.0,12598585.0,12598239,12599944
158,Y111B2A.10b.1,ham-1,12597935.0,12599729.0,12598259,12599247
159,Y111B2A.10b.3,ham-1,12597868.0,12598585.0,12598259,12599247
160,Y111B2A.10b.1,ham-1,12597935.0,12599729.0,12598206,12599967
161,Y111B2A.10b.1,ham-1,12597935.0,12599729.0,12598239,12599944
162,Y111B2A.10b.1,ham-1,12597935.0,12599729.0,12598259,12599247
163,Y37D8A.17b.1,ham-1,12925866.0,12925996.0,12925970,12926412
164,Y37D8A.17b.1,ham-1,12925866.0,12925996.0,12925975,12926394
