,five_prime_transcript,peak,five_prime_start,peak_start (used to compare),peak_end,nearest_three_prime_end,three_prime_transcript
25,B0348.4f.1,ham-1,20825.0,8022,9347,6935.0,B0348.6a.1
26,B0348.4b.1,ham-1,20825.0,8022,9347,6935.0,B0348.6a.1
27,B0348.4m.1,ham-1,20819.0,16630,16786,6935.0,B0348.6a.1
28,B0348.4a.1,ham-1,20825.0,8022,9347,6935.0,B0348.6a.1
29,B0348.4s.1,ham-1,20837.0,16630,16786,6935.0,B0348.6a.1
30,B0348.4l.1,ham-1,20819.0,16630,16786,6935.0,B0348.6a.1
31,B0348.4v.1,ham-1,20825.0,8070,9235,6935.0,B0348.6a.1
32,B0348.4m.1,ham-1,20819.0,8070,9235,6935.0,B0348.6a.1
33,B0348.4s.1,ham-1,20837.0,8070,9235,6935.0,B0348.6a.1
34,B0348.4l.1,ham-1,20819.0,8070,9235,6935.0,B0348.6a.1
35,B0348.4m.1,ham-1,20819.0,8022,9347,6935.0,B0348.6a.1
36,B0348.4v.1,ham-1,20825.0,8022,9347,6935.0,B0348.6a.1
37,Y38C9B.1.1,ham-1,59239.0,53334,53648,46924.0,B0348.2a.1
38,B0348.4u.1,ham-1,20844.0,16630,16786,6935.0,B0348.6a.1
39,Y38C9B.1.1,ham-1,59239.0,53323,53650,46924.0,B0348.2a.1
40,B0348.4l.1,ham-1,20819.0,8022,9347,6935.0,B0348.6a.1
41,B0348.4u.1,ham-1,20844.0,8070,9235,6935.0,B0348.6a.1
42,B0348.4n.1,ham-1,20872.0,16630,16786,6935.0,B0348.6a.1
43,B0348.4n.1,ham-1,20872.0,8070,9235,6935.0,B0348.6a.1
44,B0348.4k.1,ham-1,20821.0,16630,16786,6935.0,B0348.6a.1
45,B0348.4o.1,ham-1,20823.0,16630,16786,6935.0,B0348.6a.1
46,B0348.4n.1,ham-1,20872.0,8022,9347,6935.0,B0348.6a.1
47,B0348.4k.1,ham-1,20821.0,8070,9235,6935.0,B0348.6a.1
48,B0348.4o.1,ham-1,20823.0,8070,9235,6935.0,B0348.6a.1
49,B0348.4k.1,ham-1,20821.0,8022,9347,6935.0,B0348.6a.1
50,B0348.4s.1,ham-1,20837.0,8022,9347,6935.0,B0348.6a.1
51,B0348.4o.1,ham-1,20823.0,8022,9347,6935.0,B0348.6a.1
52,B0348.4u.1,ham-1,20844.0,8022,9347,6935.0,B0348.6a.1
53,Y108G3AL.1a.1,ham-1,177579.0,176889,177353,176823.0,Y108G3AL.2.1
54,Y108G3AL.7a.1,ham-1,186169.0,185717,186102,185100.0,Y108G3AL.1d.1
55,Y108G3AL.7b.1,ham-1,186167.0,185717,186102,185100.0,Y108G3AL.1d.1
56,Y108G3AL.1a.2,ham-1,177417.0,176889,177353,176823.0,Y108G3AL.2.1
57,DC2.2.1,ham-1,217147.0,212561,212833,210236.0,DC2.5a.1
58,Y108G3AL.1a.1,ham-1,177579.0,176849,177360,176823.0,Y108G3AL.2.1
59,Y108G3AL.7b.1,ham-1,186167.0,185696,186193,185100.0,Y108G3AL.1d.1
60,Y108G3AL.7a.1,ham-1,186169.0,185696,186193,185100.0,Y108G3AL.1d.1
61,DC2.2.1,ham-1,217147.0,212561,212813,210236.0,DC2.5a.1
62,Y108G3AL.1a.2,ham-1,177417.0,176849,177360,176823.0,Y108G3AL.2.1
63,Y108G3AL.7b.1,ham-1,186167.0,185634,186242,185100.0,Y108G3AL.1d.1
64,Y108G3AL.7a.1,ham-1,186169.0,185634,186242,185100.0,Y108G3AL.1d.1
65,Y108G3AL.1a.2,ham-1,177579.0,176889,177353,176823.0,Y108G3AL.2.1
66,Y108G3AL.1a.2,ham-1,177579.0,176849,177360,176823.0,Y108G3AL.2.1
67,Y58G8A.1.1,ham-1,268307.0,264948,266009,254976.0,R02C2.4b.1
68,Y58G8A.1.1,ham-1,268307.0,264907,266009,254976.0,R02C2.4b.1
69,ZK6.8.1,ham-1,381908.0,381266,381489,363685.0,T22H9.1a.1
70,M02H5.5.1,ham-1,459795.0,456970,457035,456958.0,M02H5.6a.1
71,M02H5.4a.1,ham-1,462588.0,462290,462652,461899.0,M02H5.5.1
72,M02H5.5.1,ham-1,459795.0,456967,457025,456958.0,M02H5.6a.1
73,M02H5.4a.1,ham-1,462588.0,462289,462650,461899.0,M02H5.5.1
74,M02H5.3.1,ham-1,464828.0,462290,462652,461899.0,M02H5.5.1
75,R11G11.2.1,ham-1,532259.0,532069,532459,521811.0,R11G11.14.1
76,F48G7.2b.1,ham-1,636581.0,635690,636016,634141.0,F48G7.10.1
77,M02H5.3.1,ham-1,464828.0,462289,462650,461899.0,M02H5.5.1
78,C05E4.14b.1,ham-1,728301.0,727860,728257,724456.0,C05E4.9a.1
79,F48G7.4.1,ham-1,619453.0,618978,619536,617166.0,F48G7.13.1
80,C05E4.14b.2,ham-1,731403.0,731293,731761,724456.0,C05E4.9a.1
81,C05E4.14b.3,ham-1,731409.0,731293,731761,724456.0,C05E4.9a.1
82,R11G11.2.1,ham-1,532259.0,532022,532457,521811.0,R11G11.14.1
83,R11G11.1.1,ham-1,534446.0,534202,534602,534070.0,R11G11.2.1
84,H25P19.1.1,ham-1,687684.0,687544,687709,687260.0,F31F4.1a.1
85,F48G7.2b.1,ham-1,636581.0,635630,636024,634141.0,F48G7.10.1
86,C05E4.14b.2,ham-1,731403.0,731286,731681,724456.0,C05E4.9a.1
87,R11G11.2.1,ham-1,532259.0,532014,532533,521811.0,R11G11.14.1
88,C05E4.14b.3,ham-1,731409.0,731286,731681,724456.0,C05E4.9a.1
89,C05E4.14b.2,ham-1,731403.0,731281,731817,724456.0,C05E4.9a.1
90,R11G11.1.1,ham-1,534446.0,534202,534594,534070.0,R11G11.2.1
91,H25P19.1.1,ham-1,687684.0,687540,687604,687260.0,F31F4.1a.1
92,C05E4.14a.1,ham-1,731437.0,731293,731761,724456.0,C05E4.9a.1
93,C05E4.14b.1,ham-1,728301.0,727807,728402,724456.0,C05E4.9a.1
94,C05E4.14b.2,ham-1,731403.0,730149,730767,724456.0,C05E4.9a.1
95,C05E4.14b.3,ham-1,731409.0,731281,731817,724456.0,C05E4.9a.1
96,C05E4.14a.1,ham-1,731572.0,731293,731761,724456.0,C05E4.9a.1
97,C05E4.14b.2,ham-1,731572.0,731293,731761,724456.0,C05E4.9a.1
98,C05E4.14a.1,ham-1,731437.0,731286,731681,724456.0,C05E4.9a.1
99,C05E4.14a.1,ham-1,728312.0,727860,728257,724456.0,C05E4.9a.1
100,C05E4.14b.2,ham-1,731403.0,730143,730763,724456.0,C05E4.9a.1
101,C05E4.14b.1,ham-1,728301.0,725998,728396,724456.0,C05E4.9a.1
102,C05E4.14a.1,ham-1,731572.0,731286,731681,724456.0,C05E4.9a.1
103,C05E4.14b.2,ham-1,731841.0,731293,731761,724456.0,C05E4.9a.1
104,C05E4.14b.3,ham-1,731409.0,730149,730767,724456.0,C05E4.9a.1
105,C05E4.14b.2,ham-1,731572.0,731286,731681,724456.0,C05E4.9a.1
106,C05E4.14b.3,ham-1,731572.0,731293,731761,724456.0,C05E4.9a.1
107,C05E4.14a.1,ham-1,731437.0,731281,731817,724456.0,C05E4.9a.1
108,C05E4.14b.2,ham-1,731841.0,731286,731681,724456.0,C05E4.9a.1
109,C05E4.14b.3,ham-1,731409.0,730143,730763,724456.0,C05E4.9a.1
110,C05E4.14b.3,ham-1,731841.0,731293,731761,724456.0,C05E4.9a.1
111,C05E4.14b.2,ham-1,731403.0,727860,728257,724456.0,C05E4.9a.1
112,C05E4.14a.1,ham-1,731437.0,730149,730767,724456.0,C05E4.9a.1
113,C05E4.14b.3,ham-1,731572.0,731286,731681,724456.0,C05E4.9a.1
114,C05E4.14a.1,ham-1,731572.0,731281,731817,724456.0,C05E4.9a.1
115,C05E4.14a.1,ham-1,728312.0,727807,728402,724456.0,C05E4.9a.1
116,C05E4.14b.3,ham-1,731572.0,731281,731817,724456.0,C05E4.9a.1
117,C05E4.14b.2,ham-1,731403.0,727807,728402,724456.0,C05E4.9a.1
118,C05E4.14b.3,ham-1,731841.0,731286,731681,724456.0,C05E4.9a.1
119,C05E4.14b.2,ham-1,731572.0,731281,731817,724456.0,C05E4.9a.1
120,C05E4.14b.3,ham-1,731409.0,727860,728257,724456.0,C05E4.9a.1
121,C05E4.14b.2,ham-1,731841.0,731281,731817,724456.0,C05E4.9a.1
122,C05E4.14b.3,ham-1,731572.0,730149,730767,724456.0,C05E4.9a.1
123,C05E4.14b.2,ham-1,731572.0,730149,730767,724456.0,C05E4.9a.1
124,C05E4.14a.1,ham-1,728312.0,725998,728396,724456.0,C05E4.9a.1
125,C05E4.14b.3,ham-1,731409.0,727807,728402,724456.0,C05E4.9a.1
126,C05E4.14b.2,ham-1,731403.0,725998,728396,724456.0,C05E4.9a.1
127,C05E4.14a.1,ham-1,731572.0,730149,730767,724456.0,C05E4.9a.1
128,C05E4.14b.2,ham-1,731841.0,730149,730767,724456.0,C05E4.9a.1
129,C05E4.14b.3,ham-1,731409.0,725998,728396,724456.0,C05E4.9a.1
130,C05E4.14b.2,ham-1,731572.0,730143,730763,724456.0,C05E4.9a.1
131,C05E4.14b.3,ham-1,731572.0,730143,730763,724456.0,C05E4.9a.1
132,C05E4.14b.3,ham-1,731841.0,731281,731817,724456.0,C05E4.9a.1
133,C05E4.14a.1,ham-1,731572.0,730143,730763,724456.0,C05E4.9a.1
134,C05E4.14b.4,ham-1,732038.0,731293,731761,724456.0,C05E4.9a.1
135,C05E4.14b.3,ham-1,731572.0,727860,728257,724456.0,C05E4.9a.1
136,C05E4.14b.2,ham-1,731841.0,730143,730763,724456.0,C05E4.9a.1
137,C05E4.14a.1,ham-1,731437.0,730143,730763,724456.0,C05E4.9a.1
138,C05E4.14b.2,ham-1,732039.0,731293,731761,724456.0,C05E4.9a.1
139,C05E4.14b.3,ham-1,731841.0,730149,730767,724456.0,C05E4.9a.1
140,C05E4.14b.3,ham-1,733352.0,731293,731761,724456.0,C05E4.9a.1
141,C05E4.14b.2,ham-1,731841.0,727860,728257,724456.0,C05E4.9a.1
142,C05E4.14b.3,ham-1,732061.0,731293,731761,724456.0,C05E4.9a.1
143,C05E4.14b.3,ham-1,731572.0,727807,728402,724456.0,C05E4.9a.1
144,C05E4.14b.4,ham-1,732038.0,731286,731681,724456.0,C05E4.9a.1
145,C05E4.14b.2,ham-1,731572.0,727860,728257,724456.0,C05E4.9a.1
146,C05E4.14a.1,ham-1,731437.0,727860,728257,724456.0,C05E4.9a.1
147,C05E4.14b.3,ham-1,733352.0,731286,731681,724456.0,C05E4.9a.1
148,C05E4.14a.1,ham-1,731572.0,727860,728257,724456.0,C05E4.9a.1
149,C05E4.14b.2,ham-1,732039.0,731286,731681,724456.0,C05E4.9a.1
150,C05E4.14b.3,ham-1,731841.0,730143,730763,724456.0,C05E4.9a.1
151,C05E4.14b.2,ham-1,731841.0,727807,728402,724456.0,C05E4.9a.1
152,C05E4.14b.3,ham-1,732061.0,731286,731681,724456.0,C05E4.9a.1
153,C05E4.14b.3,ham-1,731572.0,725998,728396,724456.0,C05E4.9a.1
154,C05E4.14a.1,ham-1,731572.0,727807,728402,724456.0,C05E4.9a.1
155,C05E4.14b.2,ham-1,731572.0,727807,728402,724456.0,C05E4.9a.1
156,C05E4.14b.2,ham-1,732039.0,731281,731817,724456.0,C05E4.9a.1
157,C05E4.14b.4,ham-1,732038.0,731281,731817,724456.0,C05E4.9a.1
158,C05E4.14b.2,ham-1,731841.0,725998,728396,724456.0,C05E4.9a.1
159,C05E4.14b.3,ham-1,731841.0,727860,728257,724456.0,C05E4.9a.1
160,C05E4.14b.2,ham-1,732039.0,730149,730767,724456.0,C05E4.9a.1
161,C05E4.14b.3,ham-1,732061.0,731281,731817,724456.0,C05E4.9a.1
162,C05E4.14b.3,ham-1,733352.0,731281,731817,724456.0,C05E4.9a.1
163,C05E4.14b.2,ham-1,731572.0,725998,728396,724456.0,C05E4.9a.1
164,C05E4.14b.4,ham-1,733352.0,731293,731761,724456.0,C05E4.9a.1
165,C05E4.14a.1,ham-1,731572.0,725998,728396,724456.0,C05E4.9a.1
166,C05E4.14a.1,ham-1,731437.0,727807,728402,724456.0,C05E4.9a.1
167,C05E4.14b.3,ham-1,733352.0,730149,730767,724456.0,C05E4.9a.1
168,C05E4.14b.3,ham-1,731841.0,727807,728402,724456.0,C05E4.9a.1
169,C05E4.14b.3,ham-1,732061.0,730149,730767,724456.0,C05E4.9a.1
170,C05E4.14b.2,ham-1,732039.0,730143,730763,724456.0,C05E4.9a.1
171,C05E4.14a.1,ham-1,731437.0,725998,728396,724456.0,C05E4.9a.1
172,C05E4.14b.3,ham-1,733352.0,730143,730763,724456.0,C05E4.9a.1
173,C05E4.14b.1,ham-1,733352.0,731293,731761,724456.0,C05E4.9a.1
174,C05E4.14b.2,ham-1,732039.0,727860,728257,724456.0,C05E4.9a.1
175,C05E4.14b.4,ham-1,733352.0,731286,731681,724456.0,C05E4.9a.1
176,C05E4.14b.3,ham-1,732061.0,730143,730763,724456.0,C05E4.9a.1
177,C05E4.14b.2,ham-1,733352.0,731293,731761,724456.0,C05E4.9a.1
178,C05E4.14b.1,ham-1,733352.0,731286,731681,724456.0,C05E4.9a.1
179,C05E4.14b.2,ham-1,732039.0,727807,728402,724456.0,C05E4.9a.1
180,C05E4.14b.3,ham-1,731841.0,725998,728396,724456.0,C05E4.9a.1
181,C05E4.14b.3,ham-1,733352.0,727860,728257,724456.0,C05E4.9a.1
182,C05E4.14b.3,ham-1,732061.0,727860,728257,724456.0,C05E4.9a.1
183,C05E4.14b.1,ham-1,733352.0,731281,731817,724456.0,C05E4.9a.1
184,C05E4.14b.3,ham-1,732061.0,727807,728402,724456.0,C05E4.9a.1
185,R09E12.9.1,ham-1,777600.0,774925,775287,774775.0,R09E12.3.1
186,C05E4.14b.1,ham-1,733352.0,730149,730767,724456.0,C05E4.9a.1
187,C05E4.14b.2,ham-1,732039.0,725998,728396,724456.0,C05E4.9a.1
188,C05E4.14b.3,ham-1,733352.0,727807,728402,724456.0,C05E4.9a.1
189,C05E4.14b.4,ham-1,732038.0,730149,730767,724456.0,C05E4.9a.1
190,R09E12.9.1,ham-1,777600.0,774875,775338,774775.0,R09E12.3.1
191,C05E4.14b.2,ham-1,733352.0,731286,731681,724456.0,C05E4.9a.1
192,C05E4.14b.3,ham-1,733352.0,725998,728396,724456.0,C05E4.9a.1
193,C05E4.14b.4,ham-1,733352.0,731281,731817,724456.0,C05E4.9a.1
194,R09E12.3.1,ham-1,773518.0,773269,773722,764590.0,C05E4.1.1
195,C05E4.14b.1,ham-1,733352.0,730143,730763,724456.0,C05E4.9a.1
196,C05E4.14b.4,ham-1,732038.0,730143,730763,724456.0,C05E4.9a.1
197,C05E4.14b.3,ham-1,732061.0,725998,728396,724456.0,C05E4.9a.1
198,H24K24.4a.1,ham-1,904963.0,904630,904963,899379.0,H24K24.5a.1
199,R09E12.9.1,ham-1,777600.0,774867,775338,774775.0,R09E12.3.1
200,R09E12.3.1,ham-1,773518.0,773263,773860,764590.0,C05E4.1.1
201,C05E4.14b.4,ham-1,733352.0,730149,730767,724456.0,C05E4.9a.1
202,H24K24.4a.1,ham-1,904963.0,904623,905149,899379.0,H24K24.5a.1
203,C05E4.14b.2,ham-1,733352.0,731281,731817,724456.0,C05E4.9a.1
204,R09E12.3.1,ham-1,773518.0,773251,773869,764590.0,C05E4.1.1
205,C05E4.14b.4,ham-1,732038.0,727860,728257,724456.0,C05E4.9a.1
206,C05E4.14b.1,ham-1,733352.0,727860,728257,724456.0,C05E4.9a.1
207,R09A1.1a.1,ham-1,1008803.0,1003713,1004191,998445.0,Y50D4C.5a.1
208,C05E4.14b.4,ham-1,733352.0,730143,730763,724456.0,C05E4.9a.1
209,H24K24.4a.1,ham-1,904963.0,904620,905152,899379.0,H24K24.5a.1
210,C05E4.14b.4,ham-1,732038.0,727807,728402,724456.0,C05E4.9a.1
211,R09A1.1a.1,ham-1,1008803.0,1003688,1004184,998445.0,Y50D4C.5a.1
212,T21H3.3a.1,ham-1,1156271.0,1155993,1156249,1146501.0,T21H3.4a.1
213,C05E4.14b.2,ham-1,733352.0,730149,730767,724456.0,C05E4.9a.1
214,C05E4.14b.1,ham-1,733352.0,727807,728402,724456.0,C05E4.9a.1
215,C05E4.14b.4,ham-1,733352.0,727860,728257,724456.0,C05E4.9a.1
216,C05E4.14b.4,ham-1,732038.0,725998,728396,724456.0,C05E4.9a.1
217,C05E4.14b.1,ham-1,733352.0,725998,728396,724456.0,C05E4.9a.1
218,C39F7.1a.1,ham-1,1260370.0,1243221,1243374,1224045.0,C39F7.2a.1
219,C39F7.1b.1,ham-1,1260342.0,1243221,1243374,1224045.0,C39F7.2a.1
220,R09A1.1a.1,ham-1,1008803.0,1003677,1004193,998445.0,Y50D4C.5a.1
221,C05E4.14b.4,ham-1,733352.0,727807,728402,724456.0,C05E4.9a.1
222,C39F7.1b.1,ham-1,1260342.0,1243151,1243482,1224045.0,C39F7.2a.1
223,C39F7.5.1,ham-1,1264773.0,1264037,1264741,1263073.0,C39F7.4.1
224,T21H3.3a.1,ham-1,1156271.0,1155953,1156305,1146501.0,T21H3.4a.1
225,C05E4.14b.2,ham-1,733352.0,730143,730763,724456.0,C05E4.9a.1
226,C39F7.5.1,ham-1,1264773.0,1263795,1264962,1263073.0,C39F7.4.1
227,F53E2.1a.1,ham-1,1467744.0,1466926,1467326,1466360.0,R09B5.5.1
228,C05E4.14b.4,ham-1,733352.0,725998,728396,724456.0,C05E4.9a.1
229,C38C3.5.1,ham-1,1475086.0,1474313,1475054,1471105.0,F53E2.1a.1
230,F53E2.1a.1,ham-1,1467744.0,1466899,1467332,1466360.0,R09B5.5.1
231,F53E2.2.1,ham-1,1475086.0,1474313,1475054,1471105.0,F53E2.1a.1
232,C05E4.14b.2,ham-1,733352.0,727860,728257,724456.0,C05E4.9a.1
233,T21H3.3a.1,ham-1,1156271.0,1155950,1156340,1146501.0,T21H3.4a.1
234,C39F7.1b.1,ham-1,1260342.0,1243151,1243491,1224045.0,C39F7.2a.1
235,C38C3.5.1,ham-1,1475086.0,1474050,1475186,1471105.0,F53E2.1a.1
236,C39F7.1a.1,ham-1,1260370.0,1243151,1243482,1224045.0,C39F7.2a.1
237,F53E2.2.1,ham-1,1475086.0,1474050,1475186,1471105.0,F53E2.1a.1
238,C05E4.14b.2,ham-1,733352.0,727807,728402,724456.0,C05E4.9a.1
239,F16B4.8a.1,ham-1,1577691.0,1561359,1561384,1551043.0,F52F10.5b.1
240,C38C3.5.1,ham-1,1475086.0,1474025,1475186,1471105.0,F53E2.1a.1
241,C39F7.1a.1,ham-1,1260370.0,1243151,1243491,1224045.0,C39F7.2a.1
242,C39F7.5.1,ham-1,1264773.0,1263508,1264944,1263073.0,C39F7.4.1
243,F53E2.2.1,ham-1,1475086.0,1474025,1475186,1471105.0,F53E2.1a.1
244,C05E4.14b.2,ham-1,733352.0,725998,728396,724456.0,C05E4.9a.1
245,F16B4.2a.1,ham-1,1601038.0,1599180,1599355,1594673.0,F16B4.4.1
246,C38C3.5.1,ham-1,1475086.0,1472623,1473018,1471105.0,F53E2.1a.1
247,Y46H3D.1.1,ham-1,1642499.0,1638755,1639174,1628128.0,Y46H3D.7a.1
248,T21H3.3a.1,ham-1,1156271.0,1153958,1155337,1146501.0,T21H3.4a.1
249,F16B4.2a.1,ham-1,1601038.0,1599175,1599377,1594673.0,F16B4.4.1
250,F53E2.2.1,ham-1,1475086.0,1472623,1473018,1471105.0,F53E2.1a.1
251,C38C3.5.1,ham-1,1475086.0,1472415,1473036,1471105.0,F53E2.1a.1
252,T21H3.3a.1,ham-1,1156271.0,1153898,1155355,1146501.0,T21H3.4a.1
253,Y46H3D.1.1,ham-1,1642499.0,1638566,1639173,1628128.0,Y46H3D.7a.1
254,C38C3.5.1,ham-1,1475086.0,1471173,1472330,1471105.0,F53E2.1a.1
255,F16B4.1a.1,ham-1,1610263.0,1610062,1610406,1603954.0,F16B4.2b.1
256,ZK697.2a.1,ham-1,1743771.0,1743527,1743869,1738926.0,ZK697.7a.1
257,F53E2.2.1,ham-1,1475086.0,1472415,1473036,1471105.0,F53E2.1a.1
258,T21H3.3a.1,ham-1,1156271.0,1151194,1152066,1146501.0,T21H3.4a.1
259,C38C3.5.1,ham-1,1475086.0,1471138,1472176,1471105.0,F53E2.1a.1
260,ZK697.2a.1,ham-1,1743771.0,1743448,1743942,1738926.0,ZK697.7a.1
261,T21H3.3a.1,ham-1,1156271.0,1151118,1152089,1146501.0,T21H3.4a.1
262,T10B5.5a.1,ham-1,1872246.0,1871684,1872124,1870919.0,T10B5.4b.1
263,T10B5.6.1,ham-1,1869213.0,1868637,1868966,1864481.0,T10B5.3a.2
264,Y32G9A.6d.1,ham-1,1895783.0,1892995,1893344,1876200.0,Y32G9A.8a.1
265,T21H3.3a.1,ham-1,1156271.0,1151116,1152092,1146501.0,T21H3.4a.1
266,F53E2.2.1,ham-1,1475086.0,1471173,1472330,1471105.0,F53E2.1a.1
267,F16B4.1a.1,ham-1,1610263.0,1610058,1610431,1603954.0,F16B4.2b.1
268,Y32G9A.6a.1,ham-1,1895784.0,1892995,1893344,1876200.0,Y32G9A.8a.1
269,Y32G9A.6d.1,ham-1,1895783.0,1892818,1893367,1876200.0,Y32G9A.8a.1
270,T10B5.6.1,ham-1,1869213.0,1868550,1869032,1864481.0,T10B5.3a.2
271,F53E2.2.1,ham-1,1475086.0,1471138,1472176,1471105.0,F53E2.1a.1
272,T10B5.5a.1,ham-1,1872246.0,1871636,1872185,1870919.0,T10B5.4b.1
273,ZK697.2a.1,ham-1,1743771.0,1743448,1743947,1738926.0,ZK697.7a.1
274,Y32G9A.2a.1,ham-1,1918509.0,1918000,1918347,1913619.0,Y32G9A.3a.1
275,T10B5.6.1,ham-1,1869213.0,1868477,1869016,1864481.0,T10B5.3a.2
276,Y32G9A.2a.1,ham-1,1920542.0,1918000,1918347,1913619.0,Y32G9A.3a.1
277,Y32G9A.6d.1,ham-1,1895783.0,1892779,1893354,1876200.0,Y32G9A.8a.1
278,T06A1.4a.1,ham-1,1944955.0,1943435,1943939,1931413.0,T06A1.5.1
279,Y32G9A.6a.1,ham-1,1895784.0,1892818,1893367,1876200.0,Y32G9A.8a.1
280,Y32G9A.2a.1,ham-1,1918509.0,1917993,1918362,1913619.0,Y32G9A.3a.1
281,T10B5.5a.1,ham-1,1872246.0,1871611,1872185,1870919.0,T10B5.4b.1
282,T06A1.4a.2,ham-1,1944955.0,1943435,1943939,1931413.0,T06A1.5.1
283,F59A7.7.1,ham-1,2012077.0,2008475,2008758,2006805.0,F59A7.9.2
284,T06A1.4a.1,ham-1,1944955.0,1943393,1943959,1931413.0,T06A1.5.1
285,Y32G9A.6a.1,ham-1,1895784.0,1892779,1893354,1876200.0,Y32G9A.8a.1
286,Y32G9A.2a.1,ham-1,1920542.0,1917993,1918362,1913619.0,Y32G9A.3a.1
287,Y40B10A.2a.1,ham-1,2057537.0,2055907,2056303,2052285.0,Y40B10A.7.1
288,F59A7.7.1,ham-1,2012077.0,2008422,2008706,2006805.0,F59A7.9.2
289,T06A1.4a.1,ham-1,1944955.0,1940560,1940737,1931413.0,T06A1.5.1
290,Y40B10A.1b.1,ham-1,2068564.0,2067632,2068587,2061241.0,Y40B10A.8a.1
291,T06A1.4a.1,ham-1,1944955.0,1940545,1940791,1931413.0,T06A1.5.1
292,F59A7.7.1,ham-1,2012077.0,2008410,2008759,2006805.0,F59A7.9.2
293,Y40B10A.1b.1,ham-1,2068564.0,2066772,2070091,2061241.0,Y40B10A.8a.1
294,T06A1.4a.1,ham-1,1944955.0,1940538,1940791,1931413.0,T06A1.5.1
295,T06A1.4a.2,ham-1,1944955.0,1943393,1943959,1931413.0,T06A1.5.1
296,T06A1.4a.2,ham-1,1944955.0,1940560,1940737,1931413.0,T06A1.5.1
297,F22F7.2.1,ham-1,2122782.0,2122603,2122952,2121072.0,F22F7.8.2
298,F22F7.3.1,ham-1,2110668.0,2109273,2109658,2106499.0,F22F7.5a.1
299,Y40B10A.1b.1,ham-1,2068564.0,2066717,2070102,2061241.0,Y40B10A.8a.1
300,C45H4.17a.1,ham-1,2183488.0,2183225,2183557,2181938.0,C45H4.2.1
301,F44C8.7.1,ham-1,2215652.0,2214735,2215031,2212932.0,F44C8.9a.1
302,F44C8.6a.1,ham-1,2219004.0,2218855,2219273,2218161.0,F44C8.7.1
303,F22F7.2.1,ham-1,2122782.0,2122602,2122966,2121072.0,F22F7.8.2
304,F44C8.6a.2,ham-1,2219004.0,2218855,2219273,2218161.0,F44C8.7.1
305,F22F7.3.1,ham-1,2110668.0,2109267,2109661,2106499.0,F22F7.5a.1
306,C45H4.17a.1,ham-1,2183488.0,2183196,2183557,2181938.0,C45H4.2.1
307,T06A1.4a.2,ham-1,1944955.0,1940545,1940791,1931413.0,T06A1.5.1
308,F44C8.6a.1,ham-1,2219004.0,2218753,2219249,2218161.0,F44C8.7.1
309,F44C8.7.1,ham-1,2215652.0,2214735,2215019,2212932.0,F44C8.9a.1
310,F41B5.12a.1,ham-1,2260960.0,2259809,2260143,2257474.0,F41B5.9.2
311,T27B7.6a.1,ham-1,2281759.0,2281502,2281950,2281401.0,T27B7.7a.1
312,F41B5.2.1,ham-1,2250540.0,2250180,2250491,2247471.0,F41B5.7a.1
313,F44C8.6a.2,ham-1,2219004.0,2218753,2219249,2218161.0,F44C8.7.1
314,F41B5.12a.1,ham-1,2260960.0,2259627,2260159,2257474.0,F41B5.9.2
