,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
58,Y65B4A.8.1,ham-1,663610.0,663502,663867,664387.0,Y65B4A.9a.1
59,Y18H1A.3a.1,ham-1,713648.0,716639,716945,717890.0,Y18H1A.7a.1
60,Y18H1A.3a.1,ham-1,715642.0,716580,716949,717890.0,Y18H1A.7a.1
61,Y65B4BL.6a.1,ham-1,521554.0,534085,534592,531886.0,Y65B4BL.1.1
62,Y18H1A.3e.1,ham-1,715875.0,716580,716949,717890.0,Y18H1A.7a.1
63,C53D5.4a.1,ham-1,289185.0,314906,315666,305081.0,C53D5.1c.1
64,Y18H1A.3a.1,ham-1,715642.0,716639,716945,717890.0,Y18H1A.7a.1
65,Y18H1A.3a.1,ham-1,713648.0,780175,780208,717890.0,Y18H1A.7a.1
66,Y65B4A.8.1,ham-1,663610.0,716580,716949,664387.0,Y65B4A.9a.1
67,R119.5b.1,ham-1,394415.0,397354,398344,412511.0,Y50C1A.1a.1
68,Y18H1A.3e.1,ham-1,715875.0,716639,716945,717890.0,Y18H1A.7a.1
69,Y18H1A.3a.1,ham-1,715642.0,780175,780208,717890.0,Y18H1A.7a.1
70,R119.5a.1,ham-1,394415.0,394976,395586,412511.0,Y50C1A.1a.1
71,Y18H1A.3e.1,ham-1,715875.0,780175,780208,717890.0,Y18H1A.7a.1
72,Y18H1A.3a.1,ham-1,715874.0,716639,716945,717890.0,Y18H1A.7a.1
73,R119.5b.1,ham-1,394415.0,397446,398415,412511.0,Y50C1A.1a.1
74,ZC123.4b.1,ham-1,845969.0,849155,849216,871819.0,Y95B8A.8.1
75,Y18H1A.3a.1,ham-1,715874.0,780175,780208,717890.0,Y18H1A.7a.1
76,ZC123.4b.1,ham-1,845969.0,849162,849199,871819.0,Y95B8A.8.1
77,R119.5a.1,ham-1,394415.0,397354,398344,412511.0,Y50C1A.1a.1
78,ZC123.4a.1,ham-1,846763.0,849155,849216,871819.0,Y95B8A.8.1
79,R119.5b.1,ham-1,394415.0,397691,398348,412511.0,Y50C1A.1a.1
80,ZC123.4b.1,ham-1,845969.0,851639,851655,871819.0,Y95B8A.8.1
81,Y95B8A.12c.1,ham-1,926915.0,939447,939604,941409.0,Y95B8A.1b.1
82,Y95B8A.12b.1,ham-1,919180.0,939447,939604,941409.0,Y95B8A.1b.1
83,R119.5a.1,ham-1,394415.0,397446,398415,412511.0,Y50C1A.1a.1
84,Y95B8A.12a.1,ham-1,919147.0,939447,939604,941409.0,Y95B8A.1b.1
85,ZC123.4b.1,ham-1,845969.0,853140,853555,871819.0,Y95B8A.8.1
86,Y95B8A.12c.1,ham-1,926915.0,989025,989182,941409.0,Y95B8A.1b.1
87,Y95B8A.12b.1,ham-1,919180.0,989025,989182,941409.0,Y95B8A.1b.1
88,R119.5b.1,ham-1,394415.0,400094,400096,412511.0,Y50C1A.1a.1
89,Y95B8A.12a.1,ham-1,919147.0,989025,989182,941409.0,Y95B8A.1b.1
90,ZC123.4a.1,ham-1,846763.0,849162,849199,871819.0,Y95B8A.8.1
91,Y95B8A.12e.1,ham-1,926649.0,939447,939604,941409.0,Y95B8A.1b.1
92,ZC123.4b.1,ham-1,845969.0,853151,853555,871819.0,Y95B8A.8.1
93,R119.5a.1,ham-1,394415.0,397691,398348,412511.0,Y50C1A.1a.1
94,ZC123.4a.1,ham-1,846763.0,851639,851655,871819.0,Y95B8A.8.1
95,Y95B8A.12f.1,ham-1,926916.0,939447,939604,941409.0,Y95B8A.1b.1
96,ZC123.4b.1,ham-1,845969.0,871859,872054,871819.0,Y95B8A.8.1
97,Y95B8A.12e.1,ham-1,926649.0,989025,989182,941409.0,Y95B8A.1b.1
98,R119.5a.1,ham-1,394415.0,400094,400096,412511.0,Y50C1A.1a.1
99,R119.5b.1,ham-1,394415.0,424600,424718,412511.0,Y50C1A.1a.1
100,Y95B8A.12f.1,ham-1,926916.0,989025,989182,941409.0,Y95B8A.1b.1
101,ZC123.4a.1,ham-1,846763.0,853140,853555,871819.0,Y95B8A.8.1
102,R119.5a.1,ham-1,394415.0,424600,424718,412511.0,Y50C1A.1a.1
103,F54A5.3b.1,ham-1,972003.0,989025,989182,991793.0,F54A5.1.1
104,F54A5.2b.1,ham-1,969395.0,989025,989182,991793.0,F54A5.1.1
105,F54A5.3b.1,ham-1,972003.0,998979,999525,991793.0,F54A5.1.1
106,F54A5.2a.1,ham-1,969457.0,989025,989182,991793.0,F54A5.1.1
107,F54A5.2b.1,ham-1,969395.0,998979,999525,991793.0,F54A5.1.1
108,F54A5.3b.2,ham-1,972086.0,989025,989182,991793.0,F54A5.1.1
109,F54A5.2a.1,ham-1,969457.0,998979,999525,991793.0,F54A5.1.1
110,F54A5.3b.3,ham-1,972721.0,989025,989182,991793.0,F54A5.1.1
111,F54A5.3b.1,ham-1,972937.0,989025,989182,991793.0,F54A5.1.1
112,F54A5.3b.2,ham-1,972086.0,998979,999525,991793.0,F54A5.1.1
113,F54A5.3b.3,ham-1,971950.0,989025,989182,991793.0,F54A5.1.1
114,F54A5.3b.2,ham-1,972937.0,989025,989182,991793.0,F54A5.1.1
115,F54A5.3b.2,ham-1,973123.0,989025,989182,991793.0,F54A5.1.1
116,F54A5.3b.1,ham-1,972937.0,998979,999525,991793.0,F54A5.1.1
117,F54A5.3a.1,ham-1,973133.0,989025,989182,991793.0,F54A5.1.1
118,F54A5.3b.2,ham-1,972720.0,989025,989182,991793.0,F54A5.1.1
119,F54A5.3b.1,ham-1,976560.0,989025,989182,991793.0,F54A5.1.1
120,F54A5.3b.2,ham-1,973123.0,998979,999525,991793.0,F54A5.1.1
121,F54A5.3b.2,ham-1,972937.0,998979,999525,991793.0,F54A5.1.1
122,F54A5.3a.1,ham-1,973133.0,998979,999525,991793.0,F54A5.1.1
123,ZC123.4a.1,ham-1,846763.0,853151,853555,871819.0,Y95B8A.8.1
124,F54A5.3b.3,ham-1,971950.0,998979,999525,991793.0,F54A5.1.1
125,F54A5.3b.3,ham-1,972721.0,998979,999525,991793.0,F54A5.1.1
126,Y34D9A.10.1,ham-1,1066899.0,1066912,1067419,1088452.0,R06A10.1b.1
127,F54A5.3b.1,ham-1,976560.0,998979,999525,991793.0,F54A5.1.1
128,ZC123.4a.1,ham-1,846763.0,871859,872054,871819.0,Y95B8A.8.1
129,F54A5.3b.2,ham-1,972720.0,998979,999525,991793.0,F54A5.1.1
130,Y34D9A.4.1,ham-1,1033436.0,1034174,1034608,1040764.0,Y34D9A.3a.1
131,Y34D9A.10.1,ham-1,1066899.0,1066921,1067348,1088452.0,R06A10.1b.1
132,Y48G8AL.13a.3,ham-1,1226812.0,1227741,1228351,1254500.0,Y48G8AL.1a.1
133,Y48G8AL.13a.2,ham-1,1229322.0,1228843,1230099,1254500.0,Y48G8AL.1a.1
134,Y34D9A.4.1,ham-1,1033436.0,1034179,1034598,1040764.0,Y34D9A.3a.1
135,Y48G8AL.13a.3,ham-1,1227882.0,1227741,1228351,1254500.0,Y48G8AL.1a.1
136,Y48G8AL.13a.2,ham-1,1226812.0,1227741,1228351,1254500.0,Y48G8AL.1a.1
137,Y34D9A.10.1,ham-1,1066899.0,1066927,1067407,1088452.0,R06A10.1b.1
138,Y92H12BR.2.1,ham-1,1415807.0,1415753,1416404,1424609.0,Y92H12BR.3a.1
139,Y48G8AL.13a.1,ham-1,1226812.0,1227741,1228351,1254500.0,Y48G8AL.1a.1
140,Y48G8AL.13a.3,ham-1,1227882.0,1227741,1228328,1254500.0,Y48G8AL.1a.1
141,Y48G8AL.13a.3,ham-1,1226812.0,1227741,1228328,1254500.0,Y48G8AL.1a.1
142,Y92H12BR.2.1,ham-1,1415807.0,1415803,1416402,1424609.0,Y92H12BR.3a.1
143,Y34D9A.4.1,ham-1,1033436.0,1049006,1049947,1040764.0,Y34D9A.3a.1
144,Y48G8AL.13a.2,ham-1,1226812.0,1227741,1228328,1254500.0,Y48G8AL.1a.1
145,Y48G8AL.13a.2,ham-1,1229322.0,1228861,1229652,1254500.0,Y48G8AL.1a.1
146,Y48G8AR.1a.1,ham-1,1268155.0,1269092,1269319,1273030.0,Y48G8AR.8.1
147,Y48G8AL.13a.3,ham-1,1227882.0,1228843,1230099,1254500.0,Y48G8AL.1a.1
148,Y34D9A.10.1,ham-1,1066899.0,1068037,1068748,1088452.0,R06A10.1b.1
149,Y48G8AL.13a.3,ham-1,1226812.0,1228843,1230099,1254500.0,Y48G8AL.1a.1
150,Y92H12BR.2.1,ham-1,1415807.0,1435053,1435890,1424609.0,Y92H12BR.3a.1
151,Y48G8AL.13a.2,ham-1,1226812.0,1228843,1230099,1254500.0,Y48G8AL.1a.1
152,F37F2.2.2,ham-1,1443944.0,1444001,1444683,1451081.0,F37F2.3.1
153,Y34D9A.10.1,ham-1,1066899.0,1068059,1068728,1088452.0,R06A10.1b.1
154,Y48G8AL.13a.1,ham-1,1226812.0,1227741,1228328,1254500.0,Y48G8AL.1a.1
155,Y48G8AL.13a.2,ham-1,1229322.0,1230384,1230682,1254500.0,Y48G8AL.1a.1
156,Y48G8AR.1a.1,ham-1,1268155.0,1269100,1269281,1273030.0,Y48G8AR.8.1
157,Y48G8AL.13a.3,ham-1,1227882.0,1228861,1229652,1254500.0,Y48G8AL.1a.1
158,Y48G8AL.13a.3,ham-1,1226812.0,1228861,1229652,1254500.0,Y48G8AL.1a.1
159,Y48G8AL.13a.1,ham-1,1226812.0,1228843,1230099,1254500.0,Y48G8AL.1a.1
160,Y34D9A.10.1,ham-1,1066899.0,1069224,1070384,1088452.0,R06A10.1b.1
161,Y48G8AL.13a.2,ham-1,1226812.0,1228861,1229652,1254500.0,Y48G8AL.1a.1
162,Y48G8AL.13a.2,ham-1,1229322.0,1230384,1230715,1254500.0,Y48G8AL.1a.1
163,F37F2.2.2,ham-1,1443944.0,1444029,1444671,1451081.0,F37F2.3.1
164,Y48G8AL.13a.3,ham-1,1227882.0,1230384,1230682,1254500.0,Y48G8AL.1a.1
165,Y48G8AL.13a.3,ham-1,1226812.0,1230384,1230682,1254500.0,Y48G8AL.1a.1
166,Y48G8AR.1a.1,ham-1,1268155.0,1273508,1274279,1273030.0,Y48G8AR.8.1
167,Y34D9A.10.1,ham-1,1066899.0,1069663,1070384,1088452.0,R06A10.1b.1
168,F37F2.2.2,ham-1,1443944.0,1446798,1447308,1451081.0,F37F2.3.1
169,Y48G8AL.13a.2,ham-1,1226812.0,1230384,1230682,1254500.0,Y48G8AL.1a.1
170,Y48G8AL.13a.1,ham-1,1226812.0,1228861,1229652,1254500.0,Y48G8AL.1a.1
171,Y48G8AL.13a.3,ham-1,1227882.0,1230384,1230715,1254500.0,Y48G8AL.1a.1
172,Y48G8AL.13a.2,ham-1,1229322.0,1251413,1251831,1254500.0,Y48G8AL.1a.1
173,Y48G8AL.13a.3,ham-1,1226812.0,1230384,1230715,1254500.0,Y48G8AL.1a.1
174,Y73E7A.4.1,ham-1,1596216.0,1598467,1598783,1606773.0,Y73E7A.2.1
175,Y48G8AL.13a.3,ham-1,1227882.0,1251413,1251831,1254500.0,Y48G8AL.1a.1
176,Y34D9A.10.1,ham-1,1066899.0,1069720,1070277,1088452.0,R06A10.1b.1
177,Y48G8AL.13a.3,ham-1,1226812.0,1251413,1251831,1254500.0,Y48G8AL.1a.1
178,Y48G8AL.13a.1,ham-1,1226812.0,1230384,1230682,1254500.0,Y48G8AL.1a.1
179,Y48G8AL.13a.2,ham-1,1226812.0,1230384,1230715,1254500.0,Y48G8AL.1a.1
180,Y73E7A.4.1,ham-1,1596216.0,1598476,1598781,1606773.0,Y73E7A.2.1
181,Y73E7A.7a.1,ham-1,1626629.0,1628563,1628967,1633365.0,Y73E7A.1a.1
182,Y48G8AL.13a.3,ham-1,1226812.0,1251414,1251834,1254500.0,Y48G8AL.1a.1
183,Y34D9A.10.1,ham-1,1066899.0,1155925,1156540,1088452.0,R06A10.1b.1
184,Y48G8AL.13a.2,ham-1,1226812.0,1251413,1251831,1254500.0,Y48G8AL.1a.1
185,Y73E7A.7a.1,ham-1,1626629.0,1628586,1628977,1633365.0,Y73E7A.1a.1
186,Y73E7A.7b.1,ham-1,1623884.0,1628563,1628967,1633365.0,Y73E7A.1a.1
187,F37F2.2.2,ham-1,1443944.0,1446818,1447309,1451081.0,F37F2.3.1
188,Y48G8AL.13a.2,ham-1,1226812.0,1251414,1251834,1254500.0,Y48G8AL.1a.1
189,Y48G8AL.13a.2,ham-1,1229322.0,1251414,1251834,1254500.0,Y48G8AL.1a.1
190,Y73E7A.4.1,ham-1,1596216.0,1601504,1601786,1606773.0,Y73E7A.2.1
191,Y48G8AL.13a.3,ham-1,1227882.0,1251414,1251834,1254500.0,Y48G8AL.1a.1
192,Y48G8AL.13a.3,ham-1,1226812.0,1269092,1269319,1254500.0,Y48G8AL.1a.1
193,Y48G8AL.13a.1,ham-1,1226812.0,1230384,1230715,1254500.0,Y48G8AL.1a.1
194,F37F2.2.2,ham-1,1443944.0,1446820,1447282,1451081.0,F37F2.3.1
195,Y73E7A.7a.1,ham-1,1626629.0,1628607,1628949,1633365.0,Y73E7A.1a.1
196,Y48G8AL.13a.2,ham-1,1226812.0,1269092,1269319,1254500.0,Y48G8AL.1a.1
197,Y73E7A.7a.2,ham-1,1626639.0,1628563,1628967,1633365.0,Y73E7A.1a.1
198,Y73E7A.4.1,ham-1,1596216.0,1601508,1601763,1606773.0,Y73E7A.2.1
199,Y48G8AL.13a.2,ham-1,1229322.0,1269092,1269319,1254500.0,Y48G8AL.1a.1
200,Y73E7A.7a.1,ham-1,1628486.0,1628563,1628967,1633365.0,Y73E7A.1a.1
201,Y73E7A.7a.1,ham-1,1628486.0,1628586,1628977,1633365.0,Y73E7A.1a.1
202,F37F2.2.2,ham-1,1443944.0,1481467,1481977,1451081.0,F37F2.3.1
203,Y73E7A.4.1,ham-1,1596216.0,1628563,1628967,1606773.0,Y73E7A.2.1
204,Y73E7A.7a.2,ham-1,1626639.0,1628586,1628977,1633365.0,Y73E7A.1a.1
205,Y73E7A.7b.1,ham-1,1623884.0,1628586,1628977,1633365.0,Y73E7A.1a.1
206,Y73E7A.7a.1,ham-1,1628486.0,1628607,1628949,1633365.0,Y73E7A.1a.1
207,Y48G8AL.13a.1,ham-1,1226812.0,1251413,1251831,1254500.0,Y48G8AL.1a.1
208,Y73E7A.7b.1,ham-1,1623884.0,1628607,1628949,1633365.0,Y73E7A.1a.1
209,Y73E7A.7a.1,ham-1,1626629.0,1651106,1651745,1633365.0,Y73E7A.1a.1
210,Y48G8AL.13a.1,ham-1,1226812.0,1251414,1251834,1254500.0,Y48G8AL.1a.1
211,Y73E7A.7a.2,ham-1,1626639.0,1628607,1628949,1633365.0,Y73E7A.1a.1
212,Y73E7A.7a.1,ham-1,1628486.0,1651106,1651745,1633365.0,Y73E7A.1a.1
213,Y71G12B.20a.1,ham-1,1651457.0,1651106,1651745,1655334.0,Y71G12B.18a.1
214,Y73E7A.7b.1,ham-1,1623884.0,1651106,1651745,1633365.0,Y73E7A.1a.1
215,Y48G8AL.13a.1,ham-1,1226812.0,1269092,1269319,1254500.0,Y48G8AL.1a.1
216,Y73E7A.7a.2,ham-1,1626639.0,1651106,1651745,1633365.0,Y73E7A.1a.1
217,Y48G8AL.13a.3,ham-1,1227882.0,1269092,1269319,1254500.0,Y48G8AL.1a.1
218,Y71G12B.20a.1,ham-1,1651457.0,1651126,1651745,1655334.0,Y71G12B.18a.1
219,Y71G12B.24b.1,ham-1,1743308.0,1751012,1751338,1754316.0,Y71G12B.10.1
220,Y71G12B.20a.1,ham-1,1651457.0,1651282,1651677,1655334.0,Y71G12B.18a.1
221,Y71G12B.30a.1,ham-1,1822948.0,1823039,1823489,1825906.0,Y71G12B.1b.1
222,Y71G12B.20a.1,ham-1,1651457.0,1676474,1676842,1655334.0,Y71G12B.18a.1
223,Y71G12B.24b.1,ham-1,1743308.0,1751015,1751345,1754316.0,Y71G12B.10.1
224,Y71G12B.30a.1,ham-1,1822948.0,1823071,1823453,1825906.0,Y71G12B.1b.1
225,Y71G12B.35.1,ham-1,1676438.0,1676474,1676842,1685064.0,Y71G12B.16.1
226,Y71G12A.4.1,ham-1,1894910.0,1894985,1895306,1900366.0,Y71G12A.2a.1
227,Y71G12B.30a.1,ham-1,1822948.0,1835304,1837499,1825906.0,Y71G12B.1b.1
228,Y20F4.4a.1,ham-1,2043805.0,2044881,2045290,2061667.0,Y37E3.1.1
229,Y20F4.3a.1,ham-1,2010525.0,2011121,2011646,2033401.0,Y20F4.2.1
230,Y71G12B.24b.1,ham-1,1743308.0,1751092,1751308,1754316.0,Y71G12B.10.1
231,Y71G12B.35.1,ham-1,1676438.0,1676481,1676844,1685064.0,Y71G12B.16.1
232,Y71G12A.4.1,ham-1,1894910.0,2011121,2011646,1900366.0,Y71G12A.2a.1
233,Y20F4.3a.1,ham-1,2010525.0,2011128,2011642,2033401.0,Y20F4.2.1
234,M01D7.2a.1,ham-1,1872306.0,1873578,1874288,1883473.0,Y71G12A.3a.1
235,Y71G12B.24b.1,ham-1,1743308.0,1792592,1792925,1754316.0,Y71G12B.10.1
236,Y37E3.8a.1,ham-1,2070607.0,2070694,2071131,2072299.0,Y37E3.9.1
237,Y20F4.3a.1,ham-1,2010525.0,2011138,2011578,2033401.0,Y20F4.2.1
238,Y71G12B.35.1,ham-1,1676438.0,1676482,1676803,1685064.0,Y71G12B.16.1
239,M01D7.2a.1,ham-1,1872306.0,1873578,1874299,1883473.0,Y71G12A.3a.1
240,Y20F4.4a.1,ham-1,2043805.0,2070694,2071131,2061667.0,Y37E3.1.1
241,Y37E3.8a.1,ham-1,2070607.0,2070703,2071191,2072299.0,Y37E3.9.1
242,M01D7.2a.1,ham-1,1872306.0,1873616,1874283,1883473.0,Y71G12A.3a.1
243,Y20F4.3a.1,ham-1,2010525.0,2021228,2021531,2033401.0,Y20F4.2.1
244,Y71G12B.35.1,ham-1,1676438.0,1691081,1691824,1685064.0,Y71G12B.16.1
245,Y37E3.8a.1,ham-1,2070607.0,2076913,2077353,2072299.0,Y37E3.9.1
246,Y20F4.3a.1,ham-1,2010525.0,2021249,2021525,2033401.0,Y20F4.2.1
247,M01D7.2a.1,ham-1,1872306.0,1894985,1895306,1883473.0,Y71G12A.3a.1
248,Y20F4.3a.1,ham-1,2010525.0,2024571,2024980,2033401.0,Y20F4.2.1
249,Y20F4.3a.1,ham-1,2010525.0,2024572,2025026,2033401.0,Y20F4.2.1
250,Y20F4.3a.1,ham-1,2010525.0,2044881,2045290,2033401.0,Y20F4.2.1
251,Y39G10AL.3.1,ham-1,2289753.0,2290968,2291665,2296602.0,Y39G10AR.11.1
252,Y39G10AL.3.3,ham-1,2291091.0,2290968,2291665,2296602.0,Y39G10AR.11.1
253,Y39G10AL.3.1,ham-1,2289753.0,2290971,2291698,2296602.0,Y39G10AR.11.1
254,Y39G10AL.3.3,ham-1,2289753.0,2290968,2291665,2296602.0,Y39G10AR.11.1
255,Y39G10AL.3.2,ham-1,2291205.0,2290968,2291665,2296602.0,Y39G10AR.11.1
256,Y39G10AL.3.2,ham-1,2289753.0,2290968,2291665,2296602.0,Y39G10AR.11.1
257,Y39G10AL.3.3,ham-1,2289753.0,2290971,2291698,2296602.0,Y39G10AR.11.1
258,Y39G10AL.3.2,ham-1,2291205.0,2290971,2291698,2296602.0,Y39G10AR.11.1
259,Y39G10AL.3.1,ham-1,2289753.0,2291023,2291626,2296602.0,Y39G10AR.11.1
260,Y39G10AL.3.3,ham-1,2291091.0,2290971,2291698,2296602.0,Y39G10AR.11.1
261,Y39G10AL.3.3,ham-1,2289753.0,2291023,2291626,2296602.0,Y39G10AR.11.1
262,Y39G10AL.3.2,ham-1,2289753.0,2290971,2291698,2296602.0,Y39G10AR.11.1
263,Y39G10AR.13a.1,ham-1,2306790.0,2306782,2307089,2308783.0,Y39G10AR.9a.1
264,Y39G10AL.3.1,ham-1,2289753.0,2292686,2293255,2296602.0,Y39G10AR.11.1
265,Y39G10AL.3.3,ham-1,2289753.0,2292686,2293255,2296602.0,Y39G10AR.11.1
266,Y39G10AL.3.2,ham-1,2289753.0,2291023,2291626,2296602.0,Y39G10AR.11.1
267,Y39G10AL.3.3,ham-1,2291091.0,2291023,2291626,2296602.0,Y39G10AR.11.1
268,Y39G10AL.3.2,ham-1,2291205.0,2291023,2291626,2296602.0,Y39G10AR.11.1
269,Y39G10AR.13a.1,ham-1,2306790.0,2321762,2322213,2308783.0,Y39G10AR.9a.1
270,Y39G10AL.3.1,ham-1,2289753.0,2306782,2307089,2296602.0,Y39G10AR.11.1
271,Y39G10AL.3.2,ham-1,2289753.0,2292686,2293255,2296602.0,Y39G10AR.11.1
272,Y39G10AL.3.3,ham-1,2291091.0,2292686,2293255,2296602.0,Y39G10AR.11.1
273,Y39G10AL.3.3,ham-1,2289753.0,2306782,2307089,2296602.0,Y39G10AR.11.1
274,Y39G10AL.3.2,ham-1,2291205.0,2292686,2293255,2296602.0,Y39G10AR.11.1
275,Y39G10AL.3.3,ham-1,2291091.0,2306782,2307089,2296602.0,Y39G10AR.11.1
276,Y39G10AL.3.2,ham-1,2289753.0,2306782,2307089,2296602.0,Y39G10AR.11.1
277,Y39G10AL.3.2,ham-1,2291205.0,2306782,2307089,2296602.0,Y39G10AR.11.1
278,F23C8.6.1,ham-1,2421816.0,2421551,2422118,2422153.0,F23C8.7.1
279,Y39G10AR.18b.1,ham-1,2393415.0,2401429,2401838,2409853.0,Y39G10AR.2b.1
280,Y39G10AR.18a.1,ham-1,2401492.0,2401429,2401838,2409853.0,Y39G10AR.2b.1
281,Y39G10AR.16.1,ham-1,2332652.0,2335156,2335213,2338617.0,Y39G10AR.6.1
282,F23C8.6.1,ham-1,2421816.0,2421569,2422086,2422153.0,F23C8.7.1
283,Y39G10AR.18b.2,ham-1,2393415.0,2401429,2401838,2409853.0,Y39G10AR.2b.1
284,Y39G10AR.18b.1,ham-1,2393415.0,2401439,2401855,2409853.0,Y39G10AR.2b.1
285,Y39G10AR.16.1,ham-1,2332652.0,2401429,2401838,2338617.0,Y39G10AR.6.1
286,Y39G10AR.18a.1,ham-1,2401492.0,2401439,2401855,2409853.0,Y39G10AR.2b.1
287,F23C8.6.1,ham-1,2421816.0,2433548,2433936,2422153.0,F23C8.7.1
288,Y39G10AR.18b.1,ham-1,2393415.0,2401457,2401839,2409853.0,Y39G10AR.2b.1
289,Y39G10AR.18b.2,ham-1,2393415.0,2401439,2401855,2409853.0,Y39G10AR.2b.1
