,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
32,K01A2.10a.1,ham-1,323098.0,323245,323807,328171.0,K01A2.1.1
33,B0432.10.1,ham-1,285688.0,285620,286001,288474.0,B0432.4.1
34,D1069.3b.1,ham-1,347891.0,347700,348118,348173.0,D1069.4a.2
35,K01A2.10a.1,ham-1,323098.0,323245,323819,328171.0,K01A2.1.1
36,B0432.10.1,ham-1,285688.0,301048,301676,288474.0,B0432.4.1
37,B0432.10.2,ham-1,285688.0,285558,286112,288474.0,B0432.4.1
38,C41D7.2.2,ham-1,367426.0,371594,371949,382042.0,C03H5.7a.1
39,C41D7.2.1,ham-1,367426.0,371594,371949,382042.0,C03H5.7a.1
40,K01A2.10a.1,ham-1,323098.0,343178,343243,328171.0,K01A2.1.1
41,C41D7.2.2,ham-1,367426.0,385929,386308,382042.0,C03H5.7a.1
42,C41D7.2.1,ham-1,367553.0,371594,371949,382042.0,C03H5.7a.1
43,B0432.10.2,ham-1,285688.0,285566,286112,288474.0,B0432.4.1
44,D1069.3b.1,ham-1,347891.0,347717,348110,348173.0,D1069.4a.2
45,D1069.4a.1,ham-1,357069.0,359586,359774,362484.0,C41D7.2.1
46,C41D7.2.1,ham-1,367553.0,385929,386308,382042.0,C03H5.7a.1
47,C41D7.2.2,ham-1,367555.0,371594,371949,382042.0,C03H5.7a.1
48,D1069.3b.1,ham-1,347891.0,359586,359774,348173.0,D1069.4a.2
49,C03H5.5.1,ham-1,385358.0,385929,386308,387822.0,C03H5.3a.1
50,C03H5.6.1,ham-1,398753.0,401170,401572,404121.0,C03H5.1.1
51,C41D7.2.2,ham-1,367555.0,385929,386308,382042.0,C03H5.7a.1
52,C41D7.2.1,ham-1,367426.0,385929,386308,382042.0,C03H5.7a.1
53,D1069.3b.2,ham-1,347861.0,347700,348118,348173.0,D1069.4a.2
54,D1069.4a.2,ham-1,350598.0,359586,359774,362484.0,C41D7.2.1
55,B0432.10.2,ham-1,285688.0,285620,286001,288474.0,B0432.4.1
56,D1069.4a.1,ham-1,357069.0,371594,371949,362484.0,C41D7.2.1
57,C03H5.6.1,ham-1,398753.0,401174,401555,404121.0,C03H5.1.1
58,C03H5.5.1,ham-1,385358.0,385929,386314,387822.0,C03H5.3a.1
59,C24H12.5c.1,ham-1,410928.0,410845,411341,416530.0,C24H12.4a.1
60,D1069.3b.2,ham-1,347861.0,347717,348110,348173.0,D1069.4a.2
61,D1069.4a.1,ham-1,350592.0,359586,359774,362484.0,C41D7.2.1
62,C24H12.5b.1,ham-1,410932.0,410845,411341,416530.0,C24H12.4a.1
63,C03H5.6.1,ham-1,398753.0,401303,401572,404121.0,C03H5.1.1
64,C03H5.6.1,ham-1,399421.0,401170,401572,404121.0,C03H5.1.1
65,C03H5.5.1,ham-1,385358.0,385995,386300,387822.0,C03H5.3a.1
66,D1069.4a.1,ham-1,350592.0,371594,371949,362484.0,C41D7.2.1
67,B0432.10.2,ham-1,285688.0,301048,301676,288474.0,B0432.4.1
68,D1069.3b.2,ham-1,347861.0,359586,359774,348173.0,D1069.4a.2
69,C24H12.5c.1,ham-1,410928.0,410854,411289,416530.0,C24H12.4a.1
70,C03H5.6.1,ham-1,399421.0,401174,401555,404121.0,C03H5.1.1
71,C03H5.5.1,ham-1,385358.0,401170,401572,387822.0,C03H5.3a.1
72,C03H5.6.1,ham-1,398753.0,410845,411341,404121.0,C03H5.1.1
73,C24H12.5b.1,ham-1,410932.0,410854,411289,416530.0,C24H12.4a.1
74,C24H12.5c.1,ham-1,410928.0,410862,411274,416530.0,C24H12.4a.1
75,C03H5.6.1,ham-1,399421.0,401303,401572,404121.0,C03H5.1.1
76,C24H12.5b.1,ham-1,410932.0,410862,411274,416530.0,C24H12.4a.1
77,D1069.4a.2,ham-1,350598.0,371594,371949,362484.0,C41D7.2.1
78,C24H12.5c.1,ham-1,410928.0,506105,506492,416530.0,C24H12.4a.1
79,C24H12.5b.1,ham-1,410932.0,506105,506492,416530.0,C24H12.4a.1
80,C03H5.6.1,ham-1,399421.0,410845,411341,404121.0,C03H5.1.1
81,W08F4.6.1,ham-1,572110.0,574132,574526,574923.0,W08F4.7.1
82,W08F4.6.1,ham-1,572110.0,574146,574513,574923.0,W08F4.7.1
83,W04H10.3a.1,ham-1,602120.0,602794,603472,605807.0,W04H10.2.1
84,W08F4.6.1,ham-1,572110.0,601318,601702,574923.0,W08F4.7.1
85,T04B8.5a.1,ham-1,624543.0,625921,626370,628511.0,T04B8.3a.1
86,W04H10.3a.1,ham-1,602120.0,602834,603433,605807.0,W04H10.2.1
87,T04B8.5a.1,ham-1,624543.0,625929,626374,628511.0,T04B8.3a.1
88,T02H6.11.1,ham-1,701125.0,715620,715729,721338.0,T02H6.1b.1
89,K07E8.7a.1,ham-1,650367.0,650362,650690,653919.0,K07E8.5.1
90,T04B8.5a.1,ham-1,624543.0,625962,626323,628511.0,T04B8.3a.1
91,T04B8.5b.1,ham-1,621330.0,622449,622779,628511.0,T04B8.3a.1
92,T02H6.11.1,ham-1,701125.0,732555,732741,721338.0,T02H6.1b.1
93,K07E8.7a.1,ham-1,650367.0,650372,650655,653919.0,K07E8.5.1
94,C08G5.7c.1,ham-1,756918.0,759790,760293,772033.0,C08G5.6.1
95,K07E8.7b.1,ham-1,650367.0,650362,650690,653919.0,K07E8.5.1
96,C08G5.7c.3,ham-1,756920.0,759790,760293,772033.0,C08G5.6.1
97,K07E8.7a.1,ham-1,650367.0,650377,650845,653919.0,K07E8.5.1
98,C08G5.7c.2,ham-1,756918.0,759790,760293,772033.0,C08G5.6.1
99,C08G5.7c.1,ham-1,762454.0,762990,763395,772033.0,C08G5.6.1
100,T04B8.5b.1,ham-1,621330.0,622490,622742,628511.0,T04B8.3a.1
101,T04B8.5a.1,ham-1,624543.0,650362,650690,628511.0,T04B8.3a.1
102,C08G5.7c.3,ham-1,756920.0,759805,760233,772033.0,C08G5.6.1
103,C08G5.7c.2,ham-1,762456.0,762990,763395,772033.0,C08G5.6.1
104,C08G5.7c.1,ham-1,762454.0,763012,763413,772033.0,C08G5.6.1
105,C08G5.7c.1,ham-1,756918.0,759805,760233,772033.0,C08G5.6.1
106,T04B8.5b.1,ham-1,621330.0,625921,626370,628511.0,T04B8.3a.1
107,C08G5.7c.3,ham-1,756920.0,762990,763395,772033.0,C08G5.6.1
108,K07E8.7b.1,ham-1,650367.0,650372,650655,653919.0,K07E8.5.1
109,C08G5.7c.2,ham-1,756918.0,759805,760233,772033.0,C08G5.6.1
110,C08G5.7c.1,ham-1,762454.0,848481,849023,772033.0,C08G5.6.1
111,T04B8.5b.1,ham-1,621330.0,625929,626374,628511.0,T04B8.3a.1
112,C08G5.7c.3,ham-1,756920.0,763012,763413,772033.0,C08G5.6.1
113,C08G5.7c.1,ham-1,756918.0,762990,763395,772033.0,C08G5.6.1
114,C08G5.7c.2,ham-1,756918.0,762990,763395,772033.0,C08G5.6.1
115,W04H10.3a.1,ham-1,602120.0,602966,603425,605807.0,W04H10.2.1
116,K07E8.7a.1,ham-1,650367.0,715620,715729,653919.0,K07E8.5.1
117,C08G5.7c.2,ham-1,762456.0,763012,763413,772033.0,C08G5.6.1
118,C08G5.7c.1,ham-1,756918.0,763012,763413,772033.0,C08G5.6.1
119,C08G5.7c.2,ham-1,756918.0,763012,763413,772033.0,C08G5.6.1
120,T04B8.5b.1,ham-1,621330.0,625962,626323,628511.0,T04B8.3a.1
121,C08G5.7c.3,ham-1,756920.0,848481,849023,772033.0,C08G5.6.1
122,C08G5.7c.1,ham-1,756918.0,848481,849023,772033.0,C08G5.6.1
123,T04B8.5b.1,ham-1,621330.0,650362,650690,628511.0,T04B8.3a.1
124,C08G5.7c.2,ham-1,762456.0,848481,849023,772033.0,C08G5.6.1
125,C08G5.7c.2,ham-1,756918.0,848481,849023,772033.0,C08G5.6.1
126,W04H10.3a.1,ham-1,602120.0,622449,622779,605807.0,W04H10.2.1
127,K07E8.7b.1,ham-1,650367.0,650377,650845,653919.0,K07E8.5.1
128,K07E8.7b.1,ham-1,650367.0,715620,715729,653919.0,K07E8.5.1
129,F28A10.6.1,ham-1,848603.0,848481,849023,849211.0,F28A10.13.1
130,F28A10.6.1,ham-1,848603.0,848510,849027,849211.0,F28A10.13.1
131,F28A10.6.1,ham-1,848603.0,873024,873793,849211.0,F28A10.13.1
132,C32B5.10.1,ham-1,948191.0,953150,953317,956338.0,C32B5.9.1
133,C32B5.10.1,ham-1,948191.0,1084909,1085384,956338.0,C32B5.9.1
134,W09B6.4a.1,ham-1,1134150.0,1134732,1135552,1152376.0,W09B6.1a.1
135,W09B6.4a.2,ham-1,1134150.0,1134732,1135552,1152376.0,W09B6.1a.1
136,W09B6.4a.2,ham-1,1140459.0,1141690,1142740,1152376.0,W09B6.1a.1
137,W09B6.4c.1,ham-1,1134152.0,1134732,1135552,1152376.0,W09B6.1a.1
138,W09B6.4a.1,ham-1,1134150.0,1134736,1135382,1152376.0,W09B6.1a.1
139,W09B6.4a.2,ham-1,1134150.0,1134736,1135382,1152376.0,W09B6.1a.1
140,W09B6.4a.2,ham-1,1134150.0,1134739,1135552,1152376.0,W09B6.1a.1
141,W09B6.4a.2,ham-1,1140459.0,1141744,1142587,1152376.0,W09B6.1a.1
142,W09B6.4a.1,ham-1,1134150.0,1134739,1135552,1152376.0,W09B6.1a.1
143,W09B6.4c.1,ham-1,1134152.0,1134736,1135382,1152376.0,W09B6.1a.1
144,W09B6.4a.2,ham-1,1140839.0,1141690,1142740,1152376.0,W09B6.1a.1
145,W09B6.4a.2,ham-1,1140459.0,1143152,1143575,1152376.0,W09B6.1a.1
146,W09B6.4a.2,ham-1,1134150.0,1141690,1142740,1152376.0,W09B6.1a.1
147,W09B6.4c.1,ham-1,1134152.0,1134739,1135552,1152376.0,W09B6.1a.1
148,W09B6.4a.1,ham-1,1134150.0,1141690,1142740,1152376.0,W09B6.1a.1
149,W09B6.4a.2,ham-1,1140459.0,1188071,1188479,1152376.0,W09B6.1a.1
150,W09B6.4a.2,ham-1,1134150.0,1141744,1142587,1152376.0,W09B6.1a.1
151,W09B6.4a.2,ham-1,1140839.0,1141744,1142587,1152376.0,W09B6.1a.1
152,W09B6.4c.1,ham-1,1134152.0,1141690,1142740,1152376.0,W09B6.1a.1
153,W09B6.4a.1,ham-1,1134150.0,1141744,1142587,1152376.0,W09B6.1a.1
154,W09B6.4a.2,ham-1,1134150.0,1143152,1143575,1152376.0,W09B6.1a.1
155,F47F6.1b.1,ham-1,1244035.0,1245561,1245898,1258340.0,F47F6.5.1
156,W09B6.4a.2,ham-1,1140839.0,1143152,1143575,1152376.0,W09B6.1a.1
157,T23F4.4.1,ham-1,1179323.0,1188071,1188479,1230466.0,F53A10.2b.5
158,W09B6.4c.1,ham-1,1134152.0,1141744,1142587,1152376.0,W09B6.1a.1
159,F47F6.1b.1,ham-1,1244035.0,1245569,1245898,1258340.0,F47F6.5.1
160,W09B6.4a.2,ham-1,1134150.0,1188071,1188479,1152376.0,W09B6.1a.1
161,F47F6.1c.1,ham-1,1244035.0,1245561,1245898,1258340.0,F47F6.5.1
162,W09B6.4a.1,ham-1,1134150.0,1143152,1143575,1152376.0,W09B6.1a.1
163,F47F6.1c.1,ham-1,1244035.0,1245569,1245898,1258340.0,F47F6.5.1
164,W09B6.4c.1,ham-1,1134152.0,1143152,1143575,1152376.0,W09B6.1a.1
165,F47F6.1b.1,ham-1,1244035.0,1246616,1247341,1258340.0,F47F6.5.1
166,T23F4.4.1,ham-1,1179323.0,1188095,1188692,1230466.0,F53A10.2b.5
167,W09B6.4a.1,ham-1,1134150.0,1188071,1188479,1152376.0,W09B6.1a.1
168,W09B6.4c.1,ham-1,1134152.0,1188071,1188479,1152376.0,W09B6.1a.1
169,F47F6.1b.1,ham-1,1244035.0,1246843,1247309,1258340.0,F47F6.5.1
170,W09B6.4a.2,ham-1,1140839.0,1188071,1188479,1152376.0,W09B6.1a.1
171,F47F6.1c.1,ham-1,1244035.0,1246616,1247341,1258340.0,F47F6.5.1
172,F47F6.1b.1,ham-1,1244035.0,1297294,1297677,1258340.0,F47F6.5.1
173,T23F4.4.1,ham-1,1179323.0,1188144,1188701,1230466.0,F53A10.2b.5
174,F47F6.1c.1,ham-1,1244035.0,1246843,1247309,1258340.0,F47F6.5.1
175,T23F4.4.1,ham-1,1179323.0,1242540,1242889,1230466.0,F53A10.2b.5
176,F47F6.1c.1,ham-1,1244035.0,1297294,1297677,1258340.0,F47F6.5.1
177,ZC204.14.1,ham-1,1662949.0,1663292,1663904,1665707.0,ZC204.2.1
178,ZC204.14.1,ham-1,1662949.0,1736412,1736735,1665707.0,ZC204.2.1
179,F45C12.15.2,ham-1,1736533.0,1736412,1736735,1736806.0,F45C12.16.1
180,F45C12.15.2,ham-1,1736443.0,1736412,1736735,1736806.0,F45C12.16.1
181,F45C12.15.2,ham-1,1736533.0,1819921,1820319,1736806.0,F45C12.16.1
182,F45C12.15.2,ham-1,1736443.0,1819921,1820319,1736806.0,F45C12.16.1
183,F45C12.15.1,ham-1,1736443.0,1736412,1736735,1736806.0,F45C12.16.1
184,F45C12.15.1,ham-1,1736443.0,1819921,1820319,1736806.0,F45C12.16.1
185,F07E5.5.1,ham-1,2059070.0,2058991,2059405,2060140.0,F07E5.13.1
186,F07E5.5.1,ham-1,2059070.0,2058999,2059375,2060140.0,F07E5.13.1
187,F07E5.5.1,ham-1,2059070.0,2197551,2197858,2060140.0,F07E5.13.1
188,Y59C2A.2b.1,ham-1,2194114.0,2197551,2197858,2212726.0,Y59C2A.1.1
189,Y59C2A.2b.1,ham-1,2194114.0,2335109,2335313,2212726.0,Y59C2A.1.1
190,F43C11.9.2,ham-1,2340746.0,2340935,2341399,2343866.0,F43C11.6.1
191,F42G2.8.1,ham-1,2415531.0,2415486,2415806,2415997.0,F42G2.5.1
192,F43C11.9.2,ham-1,2340746.0,2415486,2415806,2343866.0,F43C11.6.1
193,F42G2.8.1,ham-1,2415531.0,2434492,2434690,2415997.0,F42G2.5.1
194,F43C11.9.1,ham-1,2340746.0,2340935,2341399,2343866.0,F43C11.6.1
195,F43C11.9.1,ham-1,2340746.0,2415486,2415806,2343866.0,F43C11.6.1
196,F42G2.6.2,ham-1,2430018.0,2434492,2434690,2450913.0,T22D2.1.1
197,F42G2.6.2,ham-1,2430018.0,2436749,2437155,2450913.0,T22D2.1.1
198,F42G2.6.2,ham-1,2430018.0,2436751,2437135,2450913.0,T22D2.1.1
199,F42G2.6.2,ham-1,2430018.0,2441813,2442786,2450913.0,T22D2.1.1
200,F42G2.6.1,ham-1,2429945.0,2434492,2434690,2450913.0,T22D2.1.1
201,F42G2.6.2,ham-1,2430018.0,2442190,2442746,2450913.0,T22D2.1.1
202,F42G2.6.1,ham-1,2432072.0,2434492,2434690,2450913.0,T22D2.1.1
203,F42G2.6.2,ham-1,2430018.0,2448821,2448954,2450913.0,T22D2.1.1
204,F42G2.6.2,ham-1,2430018.0,2448833,2448913,2450913.0,T22D2.1.1
205,F42G2.6.1,ham-1,2429945.0,2436749,2437155,2450913.0,T22D2.1.1
206,F42G2.6.1,ham-1,2432072.0,2436749,2437155,2450913.0,T22D2.1.1
207,F42G2.6.2,ham-1,2430018.0,2451032,2451397,2450913.0,T22D2.1.1
208,F42G2.6.1,ham-1,2432072.0,2436751,2437135,2450913.0,T22D2.1.1
209,F42G2.6.1,ham-1,2429945.0,2436751,2437135,2450913.0,T22D2.1.1
210,F42G2.6.1,ham-1,2432072.0,2441813,2442786,2450913.0,T22D2.1.1
211,F42G2.6.1,ham-1,2429945.0,2441813,2442786,2450913.0,T22D2.1.1
212,F42G2.6.1,ham-1,2432072.0,2442190,2442746,2450913.0,T22D2.1.1
213,F42G2.6.1,ham-1,2429945.0,2442190,2442746,2450913.0,T22D2.1.1
214,F42G2.6.1,ham-1,2432072.0,2448821,2448954,2450913.0,T22D2.1.1
215,F42G2.6.1,ham-1,2429945.0,2448821,2448954,2450913.0,T22D2.1.1
216,F42G2.6.1,ham-1,2432072.0,2448833,2448913,2450913.0,T22D2.1.1
217,F42G2.6.1,ham-1,2429945.0,2448833,2448913,2450913.0,T22D2.1.1
218,F42G2.6.1,ham-1,2432072.0,2451032,2451397,2450913.0,T22D2.1.1
219,F42G2.6.1,ham-1,2429945.0,2451032,2451397,2450913.0,T22D2.1.1
220,K02F6.9.1,ham-1,2564073.0,2564816,2565343,2575808.0,F09D1.1.1
221,K02F6.9.1,ham-1,2563837.0,2564816,2565343,2575808.0,F09D1.1.1
222,K02F6.9.2,ham-1,2563849.0,2564816,2565343,2575808.0,F09D1.1.1
223,K02F6.9.2,ham-1,2563992.0,2564816,2565343,2575808.0,F09D1.1.1
224,K02F6.9.1,ham-1,2563837.0,2564838,2565357,2575808.0,F09D1.1.1
225,K02F6.9.2,ham-1,2563849.0,2564838,2565357,2575808.0,F09D1.1.1
226,K02F6.9.1,ham-1,2564073.0,2564838,2565357,2575808.0,F09D1.1.1
227,K02F6.9.2,ham-1,2563992.0,2564838,2565357,2575808.0,F09D1.1.1
228,K02F6.9.1,ham-1,2563837.0,2564944,2565302,2575808.0,F09D1.1.1
229,K02F6.9.2,ham-1,2563849.0,2564944,2565302,2575808.0,F09D1.1.1
230,K02F6.9.1,ham-1,2564073.0,2564944,2565302,2575808.0,F09D1.1.1
231,K02F6.9.2,ham-1,2563992.0,2564944,2565302,2575808.0,F09D1.1.1
232,K02F6.9.2,ham-1,2563849.0,2570269,2571076,2575808.0,F09D1.1.1
233,K02F6.9.1,ham-1,2563837.0,2570269,2571076,2575808.0,F09D1.1.1
234,K02F6.9.1,ham-1,2564073.0,2570269,2571076,2575808.0,F09D1.1.1
235,K02F6.9.2,ham-1,2563992.0,2570269,2571076,2575808.0,F09D1.1.1
236,K02F6.9.2,ham-1,2563849.0,2570275,2571078,2575808.0,F09D1.1.1
237,K02F6.9.1,ham-1,2564073.0,2570275,2571078,2575808.0,F09D1.1.1
238,K02F6.9.2,ham-1,2563992.0,2570275,2571078,2575808.0,F09D1.1.1
239,K02F6.9.2,ham-1,2563849.0,2648450,2649443,2575808.0,F09D1.1.1
240,K02F6.9.1,ham-1,2564073.0,2648450,2649443,2575808.0,F09D1.1.1
241,K02F6.9.2,ham-1,2563992.0,2648450,2649443,2575808.0,F09D1.1.1
242,K02F6.9.1,ham-1,2563837.0,2570275,2571078,2575808.0,F09D1.1.1
243,F22E5.13.4,ham-1,2648590.0,2648450,2649443,2650716.0,F22E5.6.1
244,F22E5.13.2,ham-1,2648590.0,2648450,2649443,2650716.0,F22E5.6.1
245,F22E5.13.3,ham-1,2648802.0,2648450,2649443,2650716.0,F22E5.6.1
246,F22E5.13.1,ham-1,2648590.0,2648450,2649443,2650716.0,F22E5.6.1
247,F22E5.13.2,ham-1,2648802.0,2648450,2649443,2650716.0,F22E5.6.1
248,F22E5.13.4,ham-1,2648590.0,2648452,2649442,2650716.0,F22E5.6.1
249,F22E5.13.2,ham-1,2648590.0,2648452,2649442,2650716.0,F22E5.6.1
250,F22E5.13.3,ham-1,2648802.0,2648452,2649442,2650716.0,F22E5.6.1
251,F22E5.13.1,ham-1,2648590.0,2648452,2649442,2650716.0,F22E5.6.1
252,F22E5.13.2,ham-1,2648802.0,2648452,2649442,2650716.0,F22E5.6.1
253,K02F6.9.1,ham-1,2563837.0,2648450,2649443,2575808.0,F09D1.1.1
254,F22E5.13.4,ham-1,2648590.0,2707949,2708216,2650716.0,F22E5.6.1
255,F22E5.13.2,ham-1,2648802.0,2707949,2708216,2650716.0,F22E5.6.1
256,F22E5.13.2,ham-1,2648590.0,2707949,2708216,2650716.0,F22E5.6.1
257,F22E5.13.3,ham-1,2648802.0,2707949,2708216,2650716.0,F22E5.6.1
258,F22E5.13.1,ham-1,2648590.0,2707949,2708216,2650716.0,F22E5.6.1
259,F22E5.13.4,ham-1,2648805.0,2648450,2649443,2650716.0,F22E5.6.1
260,F22E5.13.1,ham-1,2648802.0,2648450,2649443,2650716.0,F22E5.6.1
261,F22E5.13.1,ham-1,2648991.0,2648450,2649443,2650716.0,F22E5.6.1
262,F22E5.13.1,ham-1,2648802.0,2648452,2649442,2650716.0,F22E5.6.1
263,F22E5.13.3,ham-1,2648992.0,2648450,2649443,2650716.0,F22E5.6.1
264,F22E5.13.1,ham-1,2648991.0,2648452,2649442,2650716.0,F22E5.6.1
265,F22E5.13.2,ham-1,2648991.0,2648450,2649443,2650716.0,F22E5.6.1
266,F22E5.13.1,ham-1,2648802.0,2707949,2708216,2650716.0,F22E5.6.1
267,F22E5.13.4,ham-1,2648805.0,2648452,2649442,2650716.0,F22E5.6.1
268,F22E5.13.1,ham-1,2648991.0,2707949,2708216,2650716.0,F22E5.6.1
269,F22E5.13.3,ham-1,2648992.0,2648452,2649442,2650716.0,F22E5.6.1
270,F22E5.13.2,ham-1,2648991.0,2648452,2649442,2650716.0,F22E5.6.1
271,F22E5.13.4,ham-1,2648805.0,2707949,2708216,2650716.0,F22E5.6.1
272,F22E5.13.3,ham-1,2648992.0,2707949,2708216,2650716.0,F22E5.6.1
273,F22E5.13.2,ham-1,2648991.0,2707949,2708216,2650716.0,F22E5.6.1
274,Y47G7B.2.1,ham-1,2708014.0,2707949,2708216,2708438.0,T05A8.1.1
275,T05A8.3.1,ham-1,2717435.0,2726963,2726974,2731105.0,T05A8.5.1
276,T05A8.7.1,ham-1,2742351.0,2748215,2748752,2751574.0,F29A7.4.1
277,F29A7.6.1,ham-1,2752611.0,2752538,2752948,2761857.0,F29A7.2.1
278,Y47G7B.2.1,ham-1,2708014.0,2707967,2708212,2708438.0,T05A8.1.1
279,F08D12.7.1,ham-1,2769121.0,2769211,2769292,2769509.0,F08D12.8.1
280,T05A8.7.1,ham-1,2742351.0,2748229,2748752,2751574.0,F29A7.4.1
281,Y47G7B.2.1,ham-1,2708014.0,2726963,2726974,2708438.0,T05A8.1.1
282,F29A7.6.1,ham-1,2752611.0,2752541,2752948,2761857.0,F29A7.2.1
283,F08D12.7.1,ham-1,2769121.0,2800759,2801221,2769509.0,F08D12.8.1
284,K12H6.1.1,ham-1,2800600.0,2800759,2801221,2812818.0,K12H6.2.1
285,T05A8.4.1,ham-1,2725752.0,2726963,2726974,2731105.0,T05A8.5.1
286,T05A8.7.1,ham-1,2742351.0,2748273,2748652,2751574.0,F29A7.4.1
287,T05A8.3.1,ham-1,2717435.0,2748215,2748752,2731105.0,T05A8.5.1
288,F29A7.6.1,ham-1,2752611.0,2752603,2752906,2761857.0,F29A7.2.1
289,K12H6.1.1,ham-1,2800600.0,2800759,2801230,2812818.0,K12H6.2.1
290,T05A8.4.1,ham-1,2725752.0,2748215,2748752,2731105.0,T05A8.5.1
291,Y110A2AL.8a.1,ham-1,2852593.0,2854786,2855218,2865971.0,Y110A2AL.9.1
292,K12H6.6a.1,ham-1,2831233.0,2832084,2832510,2834933.0,K12H6.7.1
293,Y110A2AL.8b.1,ham-1,2852593.0,2854786,2855218,2865971.0,Y110A2AL.9.1
294,K12H6.1.1,ham-1,2800600.0,2803727,2803866,2812818.0,K12H6.2.1
295,K12H6.6a.1,ham-1,2831233.0,2832089,2832911,2834933.0,K12H6.7.1
296,T05A8.7.1,ham-1,2742351.0,2751332,2751401,2751574.0,F29A7.4.1
297,Y110A2AL.8a.1,ham-1,2852593.0,2861474,2861732,2865971.0,Y110A2AL.9.1
298,K12H6.6a.1,ham-1,2831233.0,2854786,2855218,2834933.0,K12H6.7.1
299,K12H6.1.1,ham-1,2800600.0,2803748,2803873,2812818.0,K12H6.2.1
300,Y110A2AL.8b.1,ham-1,2852593.0,2861474,2861732,2865971.0,Y110A2AL.9.1
301,T05A8.7.1,ham-1,2742351.0,2751359,2751407,2751574.0,F29A7.4.1
302,F29A7.6.1,ham-1,2752611.0,2769211,2769292,2761857.0,F29A7.2.1
303,Y110A2AL.8b.1,ham-1,2852593.0,2861508,2861732,2865971.0,Y110A2AL.9.1
304,Y110A2AL.8a.1,ham-1,2852593.0,2861508,2861732,2865971.0,Y110A2AL.9.1
305,K12H6.1.1,ham-1,2800600.0,2804245,2804618,2812818.0,K12H6.2.1
306,Y110A2AL.8a.1,ham-1,2852593.0,2888752,2889792,2865971.0,Y110A2AL.9.1
307,T05A8.7.1,ham-1,2742351.0,2752538,2752948,2751574.0,F29A7.4.1
308,Y25C1A.8b.2,ham-1,3075908.0,3076887,3077408,3087391.0,Y25C1A.5.1
309,Y110A2AL.8b.1,ham-1,2852593.0,2888752,2889792,2865971.0,Y110A2AL.9.1
310,K12H6.1.1,ham-1,2800600.0,2804281,2804604,2812818.0,K12H6.2.1
311,Y25C1A.8b.1,ham-1,3076767.0,3076887,3077408,3087391.0,Y25C1A.5.1
312,Y25C1A.8b.1,ham-1,3075908.0,3076887,3077408,3087391.0,Y25C1A.5.1
313,Y25C1A.8b.2,ham-1,3075908.0,3076898,3077362,3087391.0,Y25C1A.5.1
