,five_prime_transcript,peak,five_prime_start,peak_start (used to compare),peak_end,nearest_three_prime_end,three_prime_transcript
59,T07A9.12.2,ham-1,413091.0,410220,411108,405947.0,T07A9.3.2
60,T07A9.9.1,ham-1,394017.0,393374,394034,393233.0,T07A9.15.1
61,T07A9.12.1,ham-1,414241.0,410284,410887,405947.0,T07A9.3.2
62,T07A9.12.3,ham-1,413736.0,410220,411108,405947.0,T07A9.3.2
63,T07A9.12.4,ham-1,413799.0,410284,410887,405947.0,T07A9.3.2
64,T07A9.12.2,ham-1,413091.0,410193,411070,405947.0,T07A9.3.2
65,T07A9.12.4,ham-1,414249.0,410284,410887,405947.0,T07A9.3.2
66,T07A9.12.4,ham-1,413799.0,410220,411108,405947.0,T07A9.3.2
67,Y66H1A.4.1,ham-1,426168.0,425596,425985,420425.0,T07A9.6.1
68,T07A9.9.1,ham-1,394017.0,393334,394183,393233.0,T07A9.15.1
69,T07A9.12.3,ham-1,414241.0,410284,410887,405947.0,T07A9.3.2
70,T07A9.12.4,ham-1,413799.0,410193,411070,405947.0,T07A9.3.2
71,T07A9.12.1,ham-1,414241.0,410220,411108,405947.0,T07A9.3.2
72,T07A9.12.3,ham-1,413736.0,410193,411070,405947.0,T07A9.3.2
73,F56A11.3.1,ham-1,559234.0,559064,559152,553299.0,F56A11.4a.1
74,T07A9.12.3,ham-1,414241.0,410220,411108,405947.0,T07A9.3.2
75,T07A9.12.4,ham-1,414249.0,410220,411108,405947.0,T07A9.3.2
76,T21D12.9a.2,ham-1,274602.0,274280,274620,272314.0,T21D12.5.1
77,Y66H1A.4.1,ham-1,426168.0,425565,425986,420425.0,T07A9.6.1
78,F56A11.3.1,ham-1,559234.0,559040,559127,553299.0,F56A11.4a.1
79,T07A9.12.1,ham-1,414241.0,410193,411070,405947.0,T07A9.3.2
80,T07A9.12.4,ham-1,414249.0,410193,411070,405947.0,T07A9.3.2
81,Y66H1A.4.1,ham-1,426168.0,425559,425931,420425.0,T07A9.6.1
82,F56A11.1.1,ham-1,572769.0,572549,572831,568473.0,F56A11.5a.1
83,T07A9.12.3,ham-1,414241.0,410193,411070,405947.0,T07A9.3.2
84,T21D12.9a.2,ham-1,274602.0,274186,274755,272314.0,T21D12.5.1
85,K11H12.9c.1,ham-1,649665.0,644623,644624,633963.0,C05G6.1.1
86,F56A11.1.1,ham-1,572769.0,572529,572822,568473.0,F56A11.5a.1
87,K11H12.9a.1,ham-1,649665.0,644623,644624,633963.0,C05G6.1.1
88,K11H12.9d.2,ham-1,650468.0,644623,644624,633963.0,C05G6.1.1
89,K11H12.9c.1,ham-1,649665.0,639340,639404,633963.0,C05G6.1.1
90,K11H12.9d.1,ham-1,651322.0,644623,644624,633963.0,C05G6.1.1
91,K11H12.9d.1,ham-1,649665.0,644623,644624,633963.0,C05G6.1.1
92,K11H12.9d.3,ham-1,651320.0,644623,644624,633963.0,C05G6.1.1
93,K11H12.9a.1,ham-1,649665.0,639340,639404,633963.0,C05G6.1.1
94,K11H12.9d.1,ham-1,650469.0,644623,644624,633963.0,C05G6.1.1
95,K11H12.9d.2,ham-1,650468.0,639340,639404,633963.0,C05G6.1.1
96,K11H12.9c.1,ham-1,649665.0,639282,639433,633963.0,C05G6.1.1
97,K11H12.9d.1,ham-1,649665.0,639340,639404,633963.0,C05G6.1.1
98,K11H12.9d.3,ham-1,651320.0,639340,639404,633963.0,C05G6.1.1
99,K11H12.8a.1,ham-1,655390.0,654736,655289,653537.0,K11H12.2.1
100,K11H12.9a.1,ham-1,649665.0,639282,639433,633963.0,C05G6.1.1
101,K11H12.9d.2,ham-1,650468.0,639282,639433,633963.0,C05G6.1.1
102,K11H12.9d.1,ham-1,650469.0,639340,639404,633963.0,C05G6.1.1
103,K11H12.8a.1,ham-1,655390.0,654650,655462,653537.0,K11H12.2.1
104,K11H12.9d.2,ham-1,651322.0,644623,644624,633963.0,C05G6.1.1
105,K11H12.9d.2,ham-1,650468.0,638629,638679,633963.0,C05G6.1.1
106,K11H12.9d.1,ham-1,651322.0,639340,639404,633963.0,C05G6.1.1
107,K11H12.9d.1,ham-1,649665.0,639282,639433,633963.0,C05G6.1.1
108,K11H12.9c.1,ham-1,649665.0,638629,638679,633963.0,C05G6.1.1
109,K11H12.9d.3,ham-1,651320.0,639282,639433,633963.0,C05G6.1.1
110,K11H12.9d.1,ham-1,649665.0,638629,638679,633963.0,C05G6.1.1
111,K11H12.9d.1,ham-1,650469.0,639282,639433,633963.0,C05G6.1.1
112,K11H12.8b.1,ham-1,655391.0,654736,655289,653537.0,K11H12.2.1
113,K11H12.9d.1,ham-1,651322.0,639282,639433,633963.0,C05G6.1.1
114,K11H12.9d.3,ham-1,651320.0,638629,638679,633963.0,C05G6.1.1
115,K11H12.9c.1,ham-1,649665.0,638600,638679,633963.0,C05G6.1.1
116,K11H12.9d.2,ham-1,651322.0,639340,639404,633963.0,C05G6.1.1
117,K11H12.9a.1,ham-1,649665.0,638629,638679,633963.0,C05G6.1.1
118,K11H12.9d.1,ham-1,650469.0,638629,638679,633963.0,C05G6.1.1
119,K11H12.8b.1,ham-1,655391.0,654650,655462,653537.0,K11H12.2.1
120,K11H12.9d.1,ham-1,649665.0,638600,638679,633963.0,C05G6.1.1
121,K11H12.8a.1,ham-1,655390.0,654650,655459,653537.0,K11H12.2.1
122,K11H12.9d.1,ham-1,651322.0,638629,638679,633963.0,C05G6.1.1
123,K11H12.9a.1,ham-1,649665.0,638600,638679,633963.0,C05G6.1.1
124,K11H12.9d.3,ham-1,651320.0,638600,638679,633963.0,C05G6.1.1
125,K11H12.8b.1,ham-1,655391.0,654650,655459,653537.0,K11H12.2.1
126,K11H12.9d.1,ham-1,650469.0,638600,638679,633963.0,C05G6.1.1
127,K11H12.9d.1,ham-1,651322.0,638600,638679,633963.0,C05G6.1.1
128,K11H12.9d.2,ham-1,651322.0,639282,639433,633963.0,C05G6.1.1
129,K11H12.9d.2,ham-1,650468.0,638600,638679,633963.0,C05G6.1.1
130,F56B3.10.1,ham-1,760502.0,760188,760580,753295.0,Y55F3C.3g.1
131,F41A4.1.1,ham-1,684497.0,682874,683333,679230.0,K11H12.5.1
132,K11H12.9d.2,ham-1,651322.0,638629,638679,633963.0,C05G6.1.1
133,F56B3.5.1,ham-1,797023.0,796607,797066,795948.0,F56B3.11b.1
134,Y55F3BR.4b.1,ham-1,845498.0,842679,843110,835776.0,Y55F3BR.6a.2
135,Y55F3BR.4a.1,ham-1,845498.0,842679,843110,835776.0,Y55F3BR.6a.2
136,Y55F3BR.4b.1,ham-1,845498.0,842634,843113,835776.0,Y55F3BR.6a.2
137,F41A4.1.1,ham-1,684497.0,682853,683321,679230.0,K11H12.5.1
138,Y55F3BR.4b.1,ham-1,845847.0,842679,843110,835776.0,Y55F3BR.6a.2
139,C44C8.6.2,ham-1,885344.0,884740,885067,881910.0,Y55F3BR.1.1
140,Y55F3BR.4a.1,ham-1,845847.0,842679,843110,835776.0,Y55F3BR.6a.2
141,Y55F3BR.4b.1,ham-1,845847.0,842634,843113,835776.0,Y55F3BR.6a.2
142,Y55F3BR.4a.1,ham-1,845498.0,842634,843113,835776.0,Y55F3BR.6a.2
143,F41A4.1.1,ham-1,684497.0,682849,683345,679230.0,K11H12.5.1
144,Y55F3BR.11.1,ham-1,855219.0,854358,854917,849405.0,Y55F3BR.8b.1
145,Y55F3BR.4b.1,ham-1,845498.0,837397,837443,835776.0,Y55F3BR.6a.2
146,Y55F3BR.4b.1,ham-1,845847.0,837397,837443,835776.0,Y55F3BR.6a.2
147,C44C8.6.2,ham-1,885344.0,884700,885102,881910.0,Y55F3BR.1.1
148,Y55F3BR.4a.1,ham-1,845498.0,837397,837443,835776.0,Y55F3BR.6a.2
149,K11H12.9d.2,ham-1,651322.0,638600,638679,633963.0,C05G6.1.1
150,Y55F3BR.11.1,ham-1,855219.0,854325,854843,849405.0,Y55F3BR.8b.1
151,Y55F3BR.4a.1,ham-1,845847.0,842634,843113,835776.0,Y55F3BR.6a.2
152,F56B3.5.1,ham-1,797023.0,796520,797115,795948.0,F56B3.11b.1
153,C44C8.6.2,ham-1,885344.0,884699,885111,881910.0,Y55F3BR.1.1
154,Y55F3BR.4a.1,ham-1,845847.0,837397,837443,835776.0,Y55F3BR.6a.2
155,Y55F3AM.6a.1,ham-1,992289.0,992056,992353,984753.0,Y55F3AM.7e.1
156,F56B3.5.1,ham-1,797023.0,796519,797139,795948.0,F56B3.11b.1
157,C44C8.6.2,ham-1,886442.0,884740,885067,881910.0,Y55F3BR.1.1
158,Y55F3BR.11.1,ham-1,855219.0,854325,854927,849405.0,Y55F3BR.8b.1
159,C44C8.6.1,ham-1,886496.0,884740,885067,881910.0,Y55F3BR.1.1
160,Y55F3AM.6b.1,ham-1,992283.0,992056,992353,984753.0,Y55F3AM.7e.1
161,Y55F3AM.6a.1,ham-1,992289.0,992014,992351,984753.0,Y55F3AM.7e.1
162,C44C8.6.1,ham-1,885346.0,884740,885067,881910.0,Y55F3BR.1.1
163,C44C8.6.1,ham-1,886496.0,884700,885102,881910.0,Y55F3BR.1.1
164,C44C8.6.2,ham-1,886442.0,884700,885102,881910.0,Y55F3BR.1.1
165,Y55F3AM.6b.1,ham-1,992283.0,992014,992351,984753.0,Y55F3AM.7e.1
166,C44C8.6.1,ham-1,885346.0,884700,885102,881910.0,Y55F3BR.1.1
167,C44C8.6.1,ham-1,886496.0,884699,885111,881910.0,Y55F3BR.1.1
168,C44C8.6.2,ham-1,886442.0,884699,885111,881910.0,Y55F3BR.1.1
169,C44C8.6.1,ham-1,885346.0,884699,885111,881910.0,Y55F3BR.1.1
170,Y55F3AR.2.1,ham-1,1094541.0,1094133,1094545,1087811.0,Y55F3AR.3a.1
171,Y55F3AR.2.1,ham-1,1094541.0,1094048,1094566,1087811.0,Y55F3AR.3a.1
172,Y55F3AR.2.1,ham-1,1094541.0,1093964,1094594,1087811.0,Y55F3AR.3a.1
173,W09G12.9.1,ham-1,1216590.0,1213281,1213455,1207254.0,W09G12.4.1
174,C09E9.1d.2,ham-1,1275895.0,1274575,1275094,1274425.0,F38A1.1.1
175,C09E9.1d.1,ham-1,1274868.0,1274575,1275094,1274425.0,F38A1.1.1
176,C09E9.1a.1,ham-1,1275897.0,1274575,1275094,1274425.0,F38A1.1.1
177,W09G12.9.1,ham-1,1216590.0,1213260,1213524,1207254.0,W09G12.4.1
178,F53H1.3a.1,ham-1,1329162.0,1328477,1329154,1328242.0,F53H1.4b.1
179,C09E9.1d.2,ham-1,1275895.0,1274563,1275144,1274425.0,F38A1.1.1
180,Y104H12BR.1a.1,ham-1,1289627.0,1284899,1285219,1277055.0,C09E9.1a.1
181,C09E9.1a.1,ham-1,1275897.0,1274563,1275144,1274425.0,F38A1.1.1
182,F53H1.3b.1,ham-1,1338304.0,1328477,1329154,1328242.0,F53H1.4b.1
183,F53H1.3a.1,ham-1,1329162.0,1328457,1329156,1328242.0,F53H1.4b.1
184,Y104H12BR.1a.1,ham-1,1289627.0,1284827,1285155,1277055.0,C09E9.1a.1
185,C09E9.1d.2,ham-1,1275895.0,1274554,1275180,1274425.0,F38A1.1.1
186,F53H1.3b.1,ham-1,1338304.0,1328457,1329156,1328242.0,F53H1.4b.1
187,Y104H12BR.1b.1,ham-1,1289627.0,1284899,1285219,1277055.0,C09E9.1a.1
188,C09E9.1d.1,ham-1,1274868.0,1274563,1275144,1274425.0,F38A1.1.1
189,Y77E11A.16.1,ham-1,1485424.0,1477974,1478126,1462040.0,Y77E11A.12b.1
190,Y77E11A.4.1,ham-1,1420929.0,1420093,1420530,1411095.0,Y77E11A.7a.1
191,F53H1.4b.1,ham-1,1310598.0,1309806,1310937,1297399.0,F53H1.1b.1
192,Y77E11A.1a.3,ham-1,1497626.0,1497422,1497894,1490872.0,Y77E11A.13b.1
193,C09E9.1d.1,ham-1,1274868.0,1274554,1275180,1274425.0,F38A1.1.1
194,Y104H12BR.1b.1,ham-1,1289627.0,1284827,1285155,1277055.0,C09E9.1a.1
195,Y77E11A.2.1,ham-1,1457075.0,1454741,1455576,1435626.0,Y77E11A.11a.1
196,Y77E11A.1a.3,ham-1,1497626.0,1497369,1497919,1490872.0,Y77E11A.13b.1
197,Y77E11A.4.1,ham-1,1420929.0,1420073,1420487,1411095.0,Y77E11A.7a.1
198,F53H1.4b.1,ham-1,1310598.0,1309806,1310720,1297399.0,F53H1.1b.1
199,F53H1.4a.1,ham-1,1310166.0,1309806,1310937,1297399.0,F53H1.1b.1
200,Y77E11A.2.1,ham-1,1457075.0,1454270,1454520,1435626.0,Y77E11A.11a.1
201,Y77E11A.1a.1,ham-1,1499862.0,1497422,1497894,1490872.0,Y77E11A.13b.1
202,C09E9.1a.1,ham-1,1275897.0,1274554,1275180,1274425.0,F38A1.1.1
203,Y77E11A.1a.3,ham-1,1499862.0,1497422,1497894,1490872.0,Y77E11A.13b.1
204,Y77E11A.1a.3,ham-1,1497626.0,1497369,1497898,1490872.0,Y77E11A.13b.1
205,Y77E11A.4.1,ham-1,1420929.0,1420059,1420539,1411095.0,Y77E11A.7a.1
206,Y77E11A.1a.2,ham-1,1497626.0,1497422,1497894,1490872.0,Y77E11A.13b.1
207,Y77E11A.1a.1,ham-1,1499862.0,1497369,1497919,1490872.0,Y77E11A.13b.1
208,Y77E11A.1a.2,ham-1,1499862.0,1497422,1497894,1490872.0,Y77E11A.13b.1
209,Y77E11A.1a.3,ham-1,1497626.0,1495931,1496545,1490872.0,Y77E11A.13b.1
210,Y77E11A.1a.1,ham-1,1499862.0,1497369,1497898,1490872.0,Y77E11A.13b.1
211,Y77E11A.2.1,ham-1,1457075.0,1454239,1454509,1435626.0,Y77E11A.11a.1
212,Y41D4B.17.1,ham-1,1560104.0,1560092,1560180,1558065.0,C34H4.1a.2
213,F53H1.4a.1,ham-1,1310166.0,1309806,1310720,1297399.0,F53H1.1b.1
214,Y77E11A.1a.2,ham-1,1499862.0,1497369,1497919,1490872.0,Y77E11A.13b.1
215,Y77E11A.1a.1,ham-1,1499862.0,1495931,1496545,1490872.0,Y77E11A.13b.1
216,Y77E11A.1a.2,ham-1,1497626.0,1497369,1497919,1490872.0,Y77E11A.13b.1
217,Y77E11A.1a.3,ham-1,1499862.0,1497369,1497919,1490872.0,Y77E11A.13b.1
218,Y77E11A.1a.2,ham-1,1499862.0,1497369,1497898,1490872.0,Y77E11A.13b.1
219,Y41D4B.13a.1,ham-1,1597318.0,1595811,1596176,1590893.0,Y41D4B.19a.1
220,Y77E11A.1a.3,ham-1,1497626.0,1495906,1496959,1490872.0,Y77E11A.13b.1
221,Y77E11A.2.1,ham-1,1457075.0,1454233,1454526,1435626.0,Y77E11A.11a.1
222,Y77E11A.1a.1,ham-1,1499862.0,1495906,1496959,1490872.0,Y77E11A.13b.1
223,Y77E11A.1a.3,ham-1,1497626.0,1495899,1496954,1490872.0,Y77E11A.13b.1
224,Y77E11A.1a.2,ham-1,1499862.0,1495931,1496545,1490872.0,Y77E11A.13b.1
225,Y41D4B.13a.1,ham-1,1597318.0,1595806,1596208,1590893.0,Y41D4B.19a.1
226,Y77E11A.2.1,ham-1,1457075.0,1446008,1446398,1435626.0,Y77E11A.11a.1
227,Y77E11A.1a.1,ham-1,1499862.0,1495899,1496954,1490872.0,Y77E11A.13b.1
228,Y41D4B.7.1,ham-1,1624029.0,1623757,1624110,1623753.0,Y41D4B.8.1
229,Y77E11A.1a.2,ham-1,1497626.0,1497369,1497898,1490872.0,Y77E11A.13b.1
230,Y77E11A.1a.3,ham-1,1499862.0,1497369,1497898,1490872.0,Y77E11A.13b.1
231,Y77E11A.1a.2,ham-1,1499862.0,1495906,1496959,1490872.0,Y77E11A.13b.1
232,Y41D4B.13a.1,ham-1,1597318.0,1595791,1596222,1590893.0,Y41D4B.19a.1
233,Y41D4B.5.1,ham-1,1659691.0,1659008,1659453,1638658.0,Y41D4B.21b.1
234,K08D12.3a.1,ham-1,1710265.0,1709756,1710185,1708903.0,K08D12.1.1
235,Y41D4B.1.1,ham-1,1672698.0,1672476,1672478,1670294.0,Y41D4B.4b.1
236,Y77E11A.1a.2,ham-1,1497626.0,1495931,1496545,1490872.0,Y77E11A.13b.1
237,Y41D4A.4a.1,ham-1,1746001.0,1745618,1745994,1741095.0,Y41D4A.6d.1
238,Y41D4B.5.1,ham-1,1659691.0,1658455,1659513,1638658.0,Y41D4B.21b.1
239,Y77E11A.1a.2,ham-1,1499862.0,1495899,1496954,1490872.0,Y77E11A.13b.1
240,Y77E11A.1a.3,ham-1,1499862.0,1495931,1496545,1490872.0,Y77E11A.13b.1
241,Y41D4A.2.1,ham-1,1768588.0,1766044,1766265,1755766.0,Y41D4A.3.1
242,K07A9.2.1,ham-1,1824481.0,1823926,1824441,1817657.0,Y38C1BA.3.1
243,Y41D4A.4a.1,ham-1,1746001.0,1745531,1746034,1741095.0,Y41D4A.6d.1
244,K08D12.3a.1,ham-1,1710265.0,1709710,1710143,1708903.0,K08D12.1.1
245,F55A8.2f.1,ham-1,1873310.0,1857820,1858413,1847961.0,K07A9.3.1
246,Y41D4B.5.1,ham-1,1659691.0,1658432,1659507,1638658.0,Y41D4B.21b.1
247,Y77E11A.1a.3,ham-1,1499862.0,1495906,1496959,1490872.0,Y77E11A.13b.1
248,K08D12.3a.1,ham-1,1710265.0,1709707,1710215,1708903.0,K08D12.1.1
249,F55A8.1a.2,ham-1,1902322.0,1900926,1901399,1880562.0,F55A8.2a.2
250,Y41D4A.4a.1,ham-1,1746001.0,1745425,1746046,1741095.0,Y41D4A.6d.1
251,Y41D4A.2.1,ham-1,1768588.0,1766011,1766296,1755766.0,Y41D4A.3.1
252,K07A9.2.1,ham-1,1824481.0,1823923,1824486,1817657.0,Y38C1BA.3.1
253,F55A8.2f.1,ham-1,1873310.0,1857736,1858479,1847961.0,K07A9.3.1
254,Y77E11A.1a.2,ham-1,1497626.0,1495906,1496959,1490872.0,Y77E11A.13b.1
255,Y77E11A.1a.3,ham-1,1499862.0,1495899,1496954,1490872.0,Y77E11A.13b.1
256,F55A8.1a.2,ham-1,1902322.0,1900900,1901412,1880562.0,F55A8.2a.2
257,F55A8.1b.1,ham-1,1913446.0,1911337,1911648,1880562.0,F55A8.2a.2
258,F55A8.1a.2,ham-1,1913454.0,1911337,1911648,1880562.0,F55A8.2a.2
259,F55A8.1a.1,ham-1,1913454.0,1911337,1911648,1880562.0,F55A8.2a.2
260,F52C12.4g.1,ham-1,1924002.0,1923754,1924125,1921643.0,F52C12.5.1
261,F52C12.4b.1,ham-1,1924001.0,1923754,1924125,1921643.0,F52C12.5.1
262,F55A8.1a.2,ham-1,1902322.0,1900857,1901380,1880562.0,F55A8.2a.2
263,Y41D4B.5.1,ham-1,1659691.0,1657101,1657407,1638658.0,Y41D4B.21b.1
264,F55A8.1a.2,ham-1,1913454.0,1911307,1911710,1880562.0,F55A8.2a.2
265,F52C12.4e.1,ham-1,1924001.0,1923754,1924125,1921643.0,F52C12.5.1
266,F55A8.1a.1,ham-1,1913454.0,1911307,1911710,1880562.0,F55A8.2a.2
267,F55A8.2f.1,ham-1,1873310.0,1857725,1858513,1847961.0,K07A9.3.1
268,F55A8.1a.2,ham-1,1902322.0,1891530,1891943,1880562.0,F55A8.2a.2
269,Y77E11A.1a.2,ham-1,1497626.0,1495899,1496954,1490872.0,Y77E11A.13b.1
270,F55A8.1a.1,ham-1,1913454.0,1900926,1901399,1880562.0,F55A8.2a.2
271,F55A8.1a.2,ham-1,1902322.0,1891493,1891936,1880562.0,F55A8.2a.2
272,F55A8.1a.2,ham-1,1913454.0,1900926,1901399,1880562.0,F55A8.2a.2
273,F55A8.1b.1,ham-1,1913446.0,1911307,1911710,1880562.0,F55A8.2a.2
274,Y76B12C.6b.1,ham-1,1981404.0,1980910,1981323,1980357.0,Y76B12C.8.1
275,F55A8.1a.1,ham-1,1913454.0,1900900,1901412,1880562.0,F55A8.2a.2
276,Y76B12C.6a.1,ham-1,1981396.0,1980910,1981323,1980357.0,Y76B12C.8.1
277,F55A8.1b.1,ham-1,1913446.0,1900926,1901399,1880562.0,F55A8.2a.2
278,Y41D4B.5.1,ham-1,1659691.0,1657101,1657401,1638658.0,Y41D4B.21b.1
279,F55A8.1a.2,ham-1,1913454.0,1900900,1901412,1880562.0,F55A8.2a.2
280,R05C11.4a.1,ham-1,2051495.0,2048682,2049359,2043549.0,Y76B12C.1a.1
281,R05C11.3.1,ham-1,2084034.0,2083202,2083529,2072019.0,R05C11.1.1
282,F55A8.1a.1,ham-1,1913454.0,1900857,1901380,1880562.0,F55A8.2a.2
283,F55A8.1b.1,ham-1,1913446.0,1900900,1901412,1880562.0,F55A8.2a.2
284,R05C11.4a.1,ham-1,2051495.0,2048663,2049276,2043549.0,Y76B12C.1a.1
285,T04C4.1b.1,ham-1,2222828.0,2220187,2220497,2216635.0,T04C4.3.1
286,T04C4.1a.1,ham-1,2222830.0,2220187,2220497,2216635.0,T04C4.3.1
287,R05C11.3.1,ham-1,2084034.0,2083151,2083512,2072019.0,R05C11.1.1
288,T04C4.1a.1,ham-1,2222956.0,2220187,2220497,2216635.0,T04C4.3.1
289,F55A8.1a.1,ham-1,1913454.0,1891530,1891943,1880562.0,F55A8.2a.2
290,R05C11.3.1,ham-1,2084034.0,2083151,2083533,2072019.0,R05C11.1.1
291,R05C11.4a.1,ham-1,2051495.0,2048633,2049379,2043549.0,Y76B12C.1a.1
292,F55A8.1b.1,ham-1,1913446.0,1900857,1901380,1880562.0,F55A8.2a.2
293,Y41D4B.5.1,ham-1,1659691.0,1655385,1655687,1638658.0,Y41D4B.21b.1
294,T04C4.1a.1,ham-1,2222830.0,2219097,2219966,2216635.0,T04C4.3.1
295,T04C4.1c.1,ham-1,2222830.0,2220187,2220497,2216635.0,T04C4.3.1
296,T04C4.1b.1,ham-1,2222828.0,2219097,2219966,2216635.0,T04C4.3.1
297,F55A8.1a.1,ham-1,1913454.0,1891493,1891936,1880562.0,F55A8.2a.2
298,Y41D4B.5.1,ham-1,1659691.0,1655334,1655694,1638658.0,Y41D4B.21b.1
299,T04C4.1a.1,ham-1,2222830.0,2219091,2220547,2216635.0,T04C4.3.1
300,T04C4.1a.1,ham-1,2222956.0,2219097,2219966,2216635.0,T04C4.3.1
301,T04C4.1b.1,ham-1,2223715.0,2220187,2220497,2216635.0,T04C4.3.1
302,T04C4.1c.1,ham-1,2222956.0,2220187,2220497,2216635.0,T04C4.3.1
303,F55A8.1b.1,ham-1,1913446.0,1891530,1891943,1880562.0,F55A8.2a.2
304,Y41D4B.5.1,ham-1,1659691.0,1655317,1655717,1638658.0,Y41D4B.21b.1
