,five_prime_transcript,peak,five_prime_start,peak_start (used to compare),peak_end,nearest_three_prime_end,three_prime_transcript
144,Y92C3B.1.1,ham-1,1080901.0,1080534,1080983,1079681.0,Y92C3B.3b.1
145,Y119D3B.12b.1,ham-1,1202546.0,1202173,1202513,1197445.0,Y119D3B.16.1
146,Y119D3B.12a.2,ham-1,1202546.0,1202173,1202513,1197445.0,Y119D3B.16.1
147,Y119D3B.12a.3,ham-1,1202546.0,1202103,1202571,1197445.0,Y119D3B.16.1
148,Y119D3B.12b.2,ham-1,1202547.0,1202173,1202513,1197445.0,Y119D3B.16.1
149,Y119D3B.12a.5,ham-1,1202546.0,1202103,1202571,1197445.0,Y119D3B.16.1
150,Y92C3B.1.1,ham-1,1080901.0,1080533,1080943,1079681.0,Y92C3B.3b.1
151,Y119D3B.12a.4,ham-1,1202546.0,1202095,1202626,1197445.0,Y119D3B.16.1
152,BE0003N10.1.1,ham-1,1037492.0,1037117,1037565,1031715.0,BE0003N10.2.1
153,Y119D3B.12b.1,ham-1,1202546.0,1202103,1202571,1197445.0,Y119D3B.16.1
154,Y119D3B.12a.3,ham-1,1202546.0,1202095,1202626,1197445.0,Y119D3B.16.1
155,Y119D3B.12a.2,ham-1,1202546.0,1202103,1202571,1197445.0,Y119D3B.16.1
156,Y119D3B.12a.5,ham-1,1202546.0,1202095,1202626,1197445.0,Y119D3B.16.1
157,Y119D3B.12b.3,ham-1,1202549.0,1202173,1202513,1197445.0,Y119D3B.16.1
158,Y119D3B.11.1,ham-1,1208133.0,1207821,1208230,1207264.0,Y119D3B.12a.5
159,Y119D3B.12b.2,ham-1,1202547.0,1202103,1202571,1197445.0,Y119D3B.16.1
160,Y119D3B.12b.1,ham-1,1202546.0,1202095,1202626,1197445.0,Y119D3B.16.1
161,Y119D3B.8.2,ham-1,1239260.0,1218280,1218531,1216686.0,Y119D3B.17.1
162,Y119D3B.8.1,ham-1,1239048.0,1218280,1218531,1216686.0,Y119D3B.17.1
163,Y119D3B.11.1,ham-1,1208133.0,1207812,1208224,1207264.0,Y119D3B.12a.5
164,Y119D3B.12a.2,ham-1,1202546.0,1202095,1202626,1197445.0,Y119D3B.16.1
165,Y119D3B.12a.1,ham-1,1202548.0,1202173,1202513,1197445.0,Y119D3B.16.1
166,Y119D3B.12b.2,ham-1,1202547.0,1202095,1202626,1197445.0,Y119D3B.16.1
167,Y119D3B.8.1,ham-1,1239309.0,1218280,1218531,1216686.0,Y119D3B.17.1
168,Y119D3B.8.2,ham-1,1239260.0,1218267,1218542,1216686.0,Y119D3B.17.1
169,Y119D3B.12b.3,ham-1,1202549.0,1202103,1202571,1197445.0,Y119D3B.16.1
170,ZC47.14.1,ham-1,1284996.0,1284638,1284961,1274513.0,ZC47.4.1
171,Y119D3B.8.1,ham-1,1239048.0,1218267,1218542,1216686.0,Y119D3B.17.1
172,Y119D3B.12a.1,ham-1,1202548.0,1202103,1202571,1197445.0,Y119D3B.16.1
173,Y119D3B.8.1,ham-1,1239309.0,1218267,1218542,1216686.0,Y119D3B.17.1
174,Y119D3B.12b.3,ham-1,1202549.0,1202095,1202626,1197445.0,Y119D3B.16.1
175,ZC47.14.1,ham-1,1284996.0,1284634,1284956,1274513.0,ZC47.4.1
176,Y119D3B.12a.1,ham-1,1202548.0,1202095,1202626,1197445.0,Y119D3B.16.1
177,Y82E9BR.3.2,ham-1,1419202.0,1418710,1419083,1415678.0,Y82E9BR.15.1
178,Y67D2.4b.1,ham-1,1533827.0,1533045,1533950,1520223.0,M01G5.5.1
179,Y82E9BR.3.1,ham-1,1419196.0,1418710,1419083,1415678.0,Y82E9BR.15.1
180,Y67D2.4a.1,ham-1,1533774.0,1533045,1533950,1520223.0,M01G5.5.1
181,Y67D2.4b.2,ham-1,1533830.0,1533045,1533950,1520223.0,M01G5.5.1
182,M01G5.1.1,ham-1,1496401.0,1495872,1496271,1495521.0,M01G5.6.1
183,Y82E9BR.3.2,ham-1,1419202.0,1418682,1419162,1415678.0,Y82E9BR.15.1
184,Y82E9BR.3.1,ham-1,1419196.0,1418682,1419162,1415678.0,Y82E9BR.15.1
185,Y67D2.4b.3,ham-1,1533886.0,1533045,1533950,1520223.0,M01G5.5.1
186,Y67D2.4b.1,ham-1,1533827.0,1533009,1533970,1520223.0,M01G5.5.1
187,Y67D2.4a.1,ham-1,1533774.0,1533009,1533970,1520223.0,M01G5.5.1
188,M01G5.1.1,ham-1,1496401.0,1495870,1496381,1495521.0,M01G5.6.1
189,Y82E9BR.3.2,ham-1,1419202.0,1418680,1419162,1415678.0,Y82E9BR.15.1
190,Y82E9BR.3.1,ham-1,1419196.0,1418680,1419162,1415678.0,Y82E9BR.15.1
191,Y67D2.4b.3,ham-1,1533886.0,1533009,1533970,1520223.0,M01G5.5.1
192,Y67D2.4b.4,ham-1,1533975.0,1533045,1533950,1520223.0,M01G5.5.1
193,Y67D2.4b.1,ham-1,1534001.0,1533045,1533950,1520223.0,M01G5.5.1
194,Y67D2.4b.6,ham-1,1533998.0,1533045,1533950,1520223.0,M01G5.5.1
195,Y67D2.4b.2,ham-1,1533830.0,1533009,1533970,1520223.0,M01G5.5.1
196,Y67D2.4b.4,ham-1,1533975.0,1533009,1533970,1520223.0,M01G5.5.1
197,Y67D2.4b.6,ham-1,1534303.0,1533045,1533950,1520223.0,M01G5.5.1
198,Y67D2.4b.6,ham-1,1533998.0,1533009,1533970,1520223.0,M01G5.5.1
199,Y67D2.4b.1,ham-1,1534001.0,1533009,1533970,1520223.0,M01G5.5.1
200,Y67D2.4b.4,ham-1,1534303.0,1533045,1533950,1520223.0,M01G5.5.1
201,Y67D2.4b.3,ham-1,1534001.0,1533045,1533950,1520223.0,M01G5.5.1
202,Y67D2.4b.5,ham-1,1533995.0,1533045,1533950,1520223.0,M01G5.5.1
203,Y67D2.4b.1,ham-1,1534303.0,1533045,1533950,1520223.0,M01G5.5.1
204,Y67D2.4b.4,ham-1,1534303.0,1533009,1533970,1520223.0,M01G5.5.1
205,Y67D2.4b.6,ham-1,1534303.0,1533009,1533970,1520223.0,M01G5.5.1
206,Y67D2.4b.3,ham-1,1534001.0,1533009,1533970,1520223.0,M01G5.5.1
207,Y67D2.4b.2,ham-1,1534303.0,1533045,1533950,1520223.0,M01G5.5.1
208,Y67D2.4b.2,ham-1,1534001.0,1533045,1533950,1520223.0,M01G5.5.1
209,Y67D2.4b.1,ham-1,1534303.0,1533009,1533970,1520223.0,M01G5.5.1
210,Y67D2.4b.5,ham-1,1534303.0,1533045,1533950,1520223.0,M01G5.5.1
211,Y67D2.4b.7,ham-1,1534802.0,1533045,1533950,1520223.0,M01G5.5.1
212,Y67D2.4b.8,ham-1,1534815.0,1533045,1533950,1520223.0,M01G5.5.1
213,Y67D2.4b.2,ham-1,1534303.0,1533009,1533970,1520223.0,M01G5.5.1
214,Y67D2.4b.5,ham-1,1533995.0,1533009,1533970,1520223.0,M01G5.5.1
215,Y67D2.4b.5,ham-1,1534303.0,1533009,1533970,1520223.0,M01G5.5.1
216,Y67D2.4b.1,ham-1,1534822.0,1533045,1533950,1520223.0,M01G5.5.1
217,Y67D2.4b.8,ham-1,1534815.0,1533009,1533970,1520223.0,M01G5.5.1
218,Y67D2.4b.7,ham-1,1534802.0,1533009,1533970,1520223.0,M01G5.5.1
219,Y67D2.4b.6,ham-1,1534822.0,1533045,1533950,1520223.0,M01G5.5.1
220,Y67D2.4b.9,ham-1,1534820.0,1533045,1533950,1520223.0,M01G5.5.1
221,Y67D2.4b.1,ham-1,1534822.0,1533009,1533970,1520223.0,M01G5.5.1
222,Y67D2.4b.6,ham-1,1534822.0,1533009,1533970,1520223.0,M01G5.5.1
223,Y67D2.4b.2,ham-1,1534001.0,1533009,1533970,1520223.0,M01G5.5.1
224,Y67D2.4b.4,ham-1,1534822.0,1533045,1533950,1520223.0,M01G5.5.1
225,Y67D2.4b.9,ham-1,1534820.0,1533009,1533970,1520223.0,M01G5.5.1
226,Y67D2.4b.3,ham-1,1534822.0,1533045,1533950,1520223.0,M01G5.5.1
227,Y67D2.4b.5,ham-1,1534822.0,1533045,1533950,1520223.0,M01G5.5.1
228,Y67D2.4b.2,ham-1,1534822.0,1533045,1533950,1520223.0,M01G5.5.1
229,Y67D2.4b.4,ham-1,1534822.0,1533009,1533970,1520223.0,M01G5.5.1
230,Y67D2.4b.3,ham-1,1534822.0,1533009,1533970,1520223.0,M01G5.5.1
231,Y67D2.4b.5,ham-1,1534822.0,1533009,1533970,1520223.0,M01G5.5.1
232,Y67D2.4b.8,ham-1,1535345.0,1533045,1533950,1520223.0,M01G5.5.1
233,Y67D2.4b.4,ham-1,1535345.0,1533045,1533950,1520223.0,M01G5.5.1
234,Y67D2.4b.2,ham-1,1534822.0,1533009,1533970,1520223.0,M01G5.5.1
235,Y67D2.4b.8,ham-1,1535345.0,1533009,1533970,1520223.0,M01G5.5.1
236,Y67D2.4b.4,ham-1,1535345.0,1533009,1533970,1520223.0,M01G5.5.1
237,Y67D2.4b.1,ham-1,1535345.0,1533045,1533950,1520223.0,M01G5.5.1
238,Y67D2.4b.8,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
239,Y67D2.4b.3,ham-1,1535345.0,1533045,1533950,1520223.0,M01G5.5.1
240,Y67D2.4b.1,ham-1,1535345.0,1533009,1533970,1520223.0,M01G5.5.1
241,Y67D2.4b.9,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
242,Y67D2.4b.3,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
243,Y67D2.4b.8,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
244,Y67D2.4b.3,ham-1,1535345.0,1533009,1533970,1520223.0,M01G5.5.1
245,Y67D2.4b.9,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
246,Y67D2.4b.3,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
247,Y67D2.4b.6,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
248,Y67D2.4b.7,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
249,Y67D2.4b.2,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
250,Y67D2.4b.4,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
251,Y67D2.2.1,ham-1,1558800.0,1558475,1558817,1555828.0,Y67D2.7.1
252,Y67D2.4b.6,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
253,Y67D2.3.1,ham-1,1540493.0,1540097,1540500,1538509.0,Y67D2.5.1
254,Y67D2.4b.7,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
255,Y67D2.4b.4,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
256,Y67D2.4b.5,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
257,Y67D2.2.1,ham-1,1558800.0,1558436,1558846,1555828.0,Y67D2.7.1
258,Y67D2.4b.1,ham-1,1536469.0,1533045,1533950,1520223.0,M01G5.5.1
259,Y67D2.4b.2,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
260,Y22D7AL.5a.2,ham-1,1619750.0,1618758,1619541,1617374.0,Y22D7AL.10.1
261,Y22D7AL.4.1,ham-1,1626632.0,1626310,1626870,1625803.0,Y22D7AL.5a.1
262,Y22D7AL.5a.1,ham-1,1619742.0,1618758,1619541,1617374.0,Y22D7AL.10.1
263,Y67D2.4b.5,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
264,Y67D2.4b.1,ham-1,1536469.0,1533009,1533970,1520223.0,M01G5.5.1
265,Y22D7AR.2.1,ham-1,1705946.0,1705397,1705716,1703546.0,Y22D7AR.11.2
266,Y67D2.2.1,ham-1,1558800.0,1558436,1558841,1555828.0,Y67D2.7.1
267,Y22D7AL.5a.2,ham-1,1619750.0,1618627,1619500,1617374.0,Y22D7AL.10.1
268,Y39A3CL.2.1,ham-1,1788333.0,1785824,1786155,1778309.0,Y39A3CL.3.1
269,Y22D7AL.6b.1,ham-1,1604926.0,1604453,1605037,1583468.0,Y22D7AL.8a.5
270,Y39A3CL.3.1,ham-1,1777802.0,1777482,1777822,1772645.0,Y39A3CL.4a.1
271,Y22D7AR.2.1,ham-1,1705946.0,1705385,1705726,1703546.0,Y22D7AR.11.2
272,Y39A3CL.2.2,ham-1,1789036.0,1785824,1786155,1778309.0,Y39A3CL.3.1
273,Y39A3CL.2.1,ham-1,1789037.0,1785824,1786155,1778309.0,Y39A3CL.3.1
274,Y22D7AL.5a.1,ham-1,1619742.0,1618627,1619500,1617374.0,Y22D7AL.10.1
275,Y22D7AL.5a.2,ham-1,1619750.0,1617483,1619566,1617374.0,Y22D7AL.10.1
276,Y22D7AL.6b.1,ham-1,1604926.0,1600782,1602071,1583468.0,Y22D7AL.8a.5
277,Y39A3CL.3.1,ham-1,1777802.0,1777476,1777834,1772645.0,Y39A3CL.4a.1
278,Y39A3CR.6.1,ham-1,1855392.0,1853824,1854363,1846760.0,Y39A3CL.1.1
279,F53A3.4d.1,ham-1,1919571.0,1905609,1906010,1901966.0,B0524.6.1
280,Y22D7AL.5a.1,ham-1,1619742.0,1617483,1619566,1617374.0,Y22D7AL.10.1
281,F53A3.4a.1,ham-1,1905958.0,1905609,1906010,1901966.0,B0524.6.1
282,F53A3.4d.2,ham-1,1927671.0,1926448,1926863,1901966.0,B0524.6.1
283,Y22D7AL.6b.1,ham-1,1604926.0,1600742,1602100,1583468.0,Y22D7AL.8a.5
284,F53A3.4d.1,ham-1,1927677.0,1926448,1926863,1901966.0,B0524.6.1
285,F53A3.4d.1,ham-1,1919571.0,1905600,1905979,1901966.0,B0524.6.1
286,Y39A3CR.6.1,ham-1,1855392.0,1853767,1854386,1846760.0,Y39A3CL.1.1
287,F53A3.4d.3,ham-1,1927675.0,1926448,1926863,1901966.0,B0524.6.1
288,F53A3.4d.1,ham-1,1927677.0,1926063,1927102,1901966.0,B0524.6.1
289,F53A3.4a.1,ham-1,1905958.0,1905600,1905979,1901966.0,B0524.6.1
290,F53A3.4d.1,ham-1,1929106.0,1926448,1926863,1901966.0,B0524.6.1
291,F53A3.4a.1,ham-1,1905958.0,1905595,1906014,1901966.0,B0524.6.1
292,F53A3.4d.3,ham-1,1929106.0,1926448,1926863,1901966.0,B0524.6.1
293,Y22D7AL.6b.1,ham-1,1604926.0,1598664,1598813,1583468.0,Y22D7AL.8a.5
294,F53A3.4d.1,ham-1,1919571.0,1905595,1906014,1901966.0,B0524.6.1
295,F53A3.4d.3,ham-1,1927675.0,1926063,1927102,1901966.0,B0524.6.1
296,F53A3.4d.2,ham-1,1929106.0,1926448,1926863,1901966.0,B0524.6.1
297,F53A3.4d.2,ham-1,1927671.0,1926063,1927102,1901966.0,B0524.6.1
298,F53A3.4d.3,ham-1,1927675.0,1924867,1925623,1901966.0,B0524.6.1
299,F53A3.4d.3,ham-1,1930738.0,1926448,1926863,1901966.0,B0524.6.1
300,F53A3.4d.3,ham-1,1929106.0,1926063,1927102,1901966.0,B0524.6.1
301,Y22D7AL.6b.1,ham-1,1604926.0,1591640,1591978,1583468.0,Y22D7AL.8a.5
302,F53A3.4d.1,ham-1,1927677.0,1924867,1925623,1901966.0,B0524.6.1
303,F53A3.4d.2,ham-1,1927671.0,1924867,1925623,1901966.0,B0524.6.1
304,F53A3.4d.3,ham-1,1927675.0,1924774,1925687,1901966.0,B0524.6.1
305,F53A3.4d.2,ham-1,1929106.0,1926063,1927102,1901966.0,B0524.6.1
