,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
66,W07B3.2c.2,ham-1,354800.0,354406,356256,377459.0,K10F12.3b.1
67,W07B3.2c.2,ham-1,348427.0,349388,350309,377459.0,K10F12.3b.1
68,W07B3.2b.2,ham-1,348427.0,354405,356257,377459.0,K10F12.3b.1
69,W07B3.2d.2,ham-1,348433.0,349388,350309,377459.0,K10F12.3b.1
70,W07B3.2c.1,ham-1,348429.0,348405,350378,377459.0,K10F12.3b.1
71,W07B3.2d.1,ham-1,354694.0,354405,356257,377459.0,K10F12.3b.1
72,W07B3.2c.2,ham-1,354800.0,354558,355388,377459.0,K10F12.3b.1
73,W07B3.2b.1,ham-1,348427.0,354405,356257,377459.0,K10F12.3b.1
74,W07B3.2b.2,ham-1,348427.0,354406,356256,377459.0,K10F12.3b.1
75,W07B3.2b.2,ham-1,354752.0,354405,356257,377459.0,K10F12.3b.1
76,W07B3.2c.1,ham-1,348429.0,349388,350309,377459.0,K10F12.3b.1
77,W07B3.2b.1,ham-1,348427.0,354406,356256,377459.0,K10F12.3b.1
78,W07B3.2c.2,ham-1,354800.0,432802,433408,377459.0,K10F12.3b.1
79,W07B3.2b.2,ham-1,348427.0,354558,355388,377459.0,K10F12.3b.1
80,W07B3.2b.1,ham-1,348427.0,354558,355388,377459.0,K10F12.3b.1
81,W07B3.2c.2,ham-1,348427.0,354405,356257,377459.0,K10F12.3b.1
82,W07B3.2b.2,ham-1,348427.0,432802,433408,377459.0,K10F12.3b.1
83,W07B3.2b.2,ham-1,354752.0,354406,356256,377459.0,K10F12.3b.1
84,W07B3.2d.2,ham-1,348433.0,354405,356257,377459.0,K10F12.3b.1
85,W07B3.2b.1,ham-1,348427.0,432802,433408,377459.0,K10F12.3b.1
86,W07B3.2d.1,ham-1,354694.0,354406,356256,377459.0,K10F12.3b.1
87,W07B3.2b.2,ham-1,354752.0,354558,355388,377459.0,K10F12.3b.1
88,T22F7.4.1,ham-1,526924.0,535121,535696,546375.0,T22F7.1.1
89,W07B3.2c.2,ham-1,348427.0,354406,356256,377459.0,K10F12.3b.1
90,W07B3.2d.1,ham-1,354694.0,354558,355388,377459.0,K10F12.3b.1
91,W07B3.2b.2,ham-1,354752.0,432802,433408,377459.0,K10F12.3b.1
92,T22F7.4.1,ham-1,526924.0,535174,535670,546375.0,T22F7.1.1
93,W07B3.2d.2,ham-1,348433.0,354406,356256,377459.0,K10F12.3b.1
94,W07B3.2c.1,ham-1,348429.0,354405,356257,377459.0,K10F12.3b.1
95,W07B3.2d.1,ham-1,354694.0,432802,433408,377459.0,K10F12.3b.1
96,T22F7.4.1,ham-1,526924.0,535177,535526,546375.0,T22F7.1.1
97,W07B3.2d.2,ham-1,348433.0,354558,355388,377459.0,K10F12.3b.1
98,W07B3.2c.2,ham-1,348427.0,354558,355388,377459.0,K10F12.3b.1
99,T22F7.4.1,ham-1,526924.0,558833,559279,546375.0,T22F7.1.1
100,W07B3.2d.2,ham-1,348433.0,432802,433408,377459.0,K10F12.3b.1
101,W07B3.2c.1,ham-1,348429.0,354406,356256,377459.0,K10F12.3b.1
102,W07B3.2c.2,ham-1,348427.0,432802,433408,377459.0,K10F12.3b.1
103,Y55B1AR.2d.1,ham-1,598119.0,598011,598574,599510.0,Y55B1AR.1.1
104,Y55B1AR.2a.1,ham-1,598117.0,598011,598574,599510.0,Y55B1AR.1.1
105,Y55B1AR.2c.1,ham-1,598141.0,598011,598574,599510.0,Y55B1AR.1.1
106,W07B3.2c.1,ham-1,348429.0,354558,355388,377459.0,K10F12.3b.1
107,Y55B1AR.2d.1,ham-1,598119.0,598029,598558,599510.0,Y55B1AR.1.1
108,Y55B1AR.2a.1,ham-1,598117.0,598029,598558,599510.0,Y55B1AR.1.1
109,T19C3.4.1,ham-1,620254.0,621390,621765,624578.0,T19C3.5.1
110,Y55B1AR.2c.1,ham-1,598141.0,598029,598558,599510.0,Y55B1AR.1.1
111,Y55B1AR.2d.1,ham-1,598119.0,598161,598566,599510.0,Y55B1AR.1.1
112,T19C3.4.1,ham-1,620254.0,621390,621765,624578.0,T19C3.5.1
113,Y55B1AR.2a.1,ham-1,598117.0,598161,598566,599510.0,Y55B1AR.1.1
114,T19C3.8.1,ham-1,634626.0,634558,634966,636486.0,W06E11.4.1
115,W06E11.5a.1,ham-1,640226.0,640261,640824,641541.0,W06E11.2.1
116,Y55B1AR.2c.1,ham-1,598141.0,598161,598566,599510.0,Y55B1AR.1.1
117,C09F5.3.1,ham-1,665266.0,668195,668698,680048.0,W02B3.2.1
118,Y55B1AR.2d.1,ham-1,598119.0,621390,621765,599510.0,Y55B1AR.1.1
119,W07B3.2c.1,ham-1,348429.0,432802,433408,377459.0,K10F12.3b.1
120,T19C3.4.1,ham-1,620254.0,623652,624235,624578.0,T19C3.5.1
121,Y55B1AR.2a.1,ham-1,598117.0,621390,621765,599510.0,Y55B1AR.1.1
122,T19C3.8.1,ham-1,634626.0,634561,634938,636486.0,W06E11.4.1
123,Y55B1AR.2c.1,ham-1,598141.0,621390,621765,599510.0,Y55B1AR.1.1
124,W06E11.5a.1,ham-1,640226.0,640303,640834,641541.0,W06E11.2.1
125,T19C3.4.1,ham-1,620254.0,623657,624228,624578.0,T19C3.5.1
126,C09F5.3.1,ham-1,665266.0,668251,668785,680048.0,W02B3.2.1
127,T19C3.8.1,ham-1,634626.0,634574,634958,636486.0,W06E11.4.1
128,W06E11.5a.1,ham-1,640226.0,640379,640809,641541.0,W06E11.2.1
129,C09F5.3.1,ham-1,665266.0,668274,668785,680048.0,W02B3.2.1
130,T19C3.4.1,ham-1,620254.0,623761,624207,624578.0,T19C3.5.1
131,T19C3.8.1,ham-1,634626.0,640261,640824,636486.0,W06E11.4.1
132,W06E11.5a.1,ham-1,640226.0,656662,657045,641541.0,W06E11.2.1
133,C09F5.3.1,ham-1,665266.0,670931,671450,680048.0,W02B3.2.1
134,T19C3.4.1,ham-1,620254.0,634558,634966,624578.0,T19C3.5.1
135,C09F5.3.1,ham-1,665266.0,670933,671420,680048.0,W02B3.2.1
136,C09F5.3.1,ham-1,665266.0,675471,675803,680048.0,W02B3.2.1
137,C09F5.3.1,ham-1,665266.0,675476,675807,680048.0,W02B3.2.1
138,C09F5.3.1,ham-1,665266.0,727027,727295,680048.0,W02B3.2.1
139,T17H7.4g.2,ham-1,743344.0,747974,748366,755298.0,T17H7.7.1
140,T17H7.4g.1,ham-1,743182.0,747974,748366,755298.0,T17H7.7.1
141,T17H7.4k.2,ham-1,743317.0,747974,748366,755298.0,T17H7.7.1
142,T17H7.4k.1,ham-1,743343.0,747974,748366,755298.0,T17H7.7.1
143,T17H7.4g.2,ham-1,743344.0,748764,749151,755298.0,T17H7.7.1
144,T17H7.4a.1,ham-1,746542.0,747974,748366,755298.0,T17H7.7.1
145,T17H7.4g.2,ham-1,743182.0,747974,748366,755298.0,T17H7.7.1
146,T17H7.4k.1,ham-1,743343.0,748764,749151,755298.0,T17H7.7.1
147,T17H7.4g.2,ham-1,743344.0,748780,749133,755298.0,T17H7.7.1
148,T17H7.4g.1,ham-1,743182.0,748764,749151,755298.0,T17H7.7.1
149,T17H7.4g.2,ham-1,743182.0,748764,749151,755298.0,T17H7.7.1
150,T17H7.4g.1,ham-1,746693.0,747974,748366,755298.0,T17H7.7.1
151,T17H7.4k.1,ham-1,743343.0,748780,749133,755298.0,T17H7.7.1
152,T17H7.4k.2,ham-1,743317.0,748764,749151,755298.0,T17H7.7.1
153,T17H7.4g.2,ham-1,743182.0,748780,749133,755298.0,T17H7.7.1
154,T17H7.4g.1,ham-1,746567.0,747974,748366,755298.0,T17H7.7.1
155,T17H7.4g.2,ham-1,743344.0,772722,772999,755298.0,T17H7.7.1
156,T17H7.4k.2,ham-1,743317.0,748780,749133,755298.0,T17H7.7.1
157,T17H7.4g.2,ham-1,743182.0,772722,772999,755298.0,T17H7.7.1
158,T17H7.4k.1,ham-1,743343.0,772722,772999,755298.0,T17H7.7.1
159,T17H7.4g.1,ham-1,746567.0,748764,749151,755298.0,T17H7.7.1
160,F42G9.5b.2,ham-1,778871.0,783202,783662,785626.0,F42G9.1a.1
161,T17H7.4k.2,ham-1,743317.0,772722,772999,755298.0,T17H7.7.1
162,T17H7.4g.1,ham-1,746693.0,748764,749151,755298.0,T17H7.7.1
163,T17H7.4g.1,ham-1,743182.0,748780,749133,755298.0,T17H7.7.1
164,F42G9.6c.1,ham-1,783305.0,783202,783662,785626.0,F42G9.1a.1
165,F42G9.6b.1,ham-1,783305.0,783202,783662,785626.0,F42G9.1a.1
166,T17H7.4a.1,ham-1,746542.0,748764,749151,755298.0,T17H7.7.1
167,T17H7.4g.1,ham-1,746693.0,748780,749133,755298.0,T17H7.7.1
168,F42G9.7.1,ham-1,793733.0,793483,794001,794947.0,B0412.4.1
169,F42G9.6c.1,ham-1,783305.0,783226,783656,785626.0,F42G9.1a.1
170,F42G9.5b.2,ham-1,778871.0,783226,783656,785626.0,F42G9.1a.1
171,F42G9.6b.1,ham-1,783305.0,783226,783656,785626.0,F42G9.1a.1
172,F42G9.6a.1,ham-1,783303.0,783202,783662,785626.0,F42G9.1a.1
173,T17H7.4g.1,ham-1,746567.0,748780,749133,755298.0,T17H7.7.1
174,F42G9.7.1,ham-1,793733.0,793505,793999,794947.0,B0412.4.1
175,F42G9.5b.2,ham-1,778871.0,783246,783653,785626.0,F42G9.1a.1
176,T17H7.4g.1,ham-1,746693.0,772722,772999,755298.0,T17H7.7.1
177,F42G9.6c.1,ham-1,783305.0,783246,783653,785626.0,F42G9.1a.1
178,K02F3.6.1,ham-1,832277.0,832791,834514,835609.0,K02F3.4.1
179,F42G9.5b.2,ham-1,778871.0,793483,794001,785626.0,F42G9.1a.1
180,F42G9.6c.1,ham-1,783305.0,793483,794001,785626.0,F42G9.1a.1
181,T17H7.4g.1,ham-1,746567.0,772722,772999,755298.0,T17H7.7.1
182,T17H7.4g.1,ham-1,743182.0,772722,772999,755298.0,T17H7.7.1
183,F42G9.6b.1,ham-1,783305.0,783246,783653,785626.0,F42G9.1a.1
184,F42G9.6a.1,ham-1,783303.0,783226,783656,785626.0,F42G9.1a.1
185,T17H7.4a.1,ham-1,746542.0,748780,749133,755298.0,T17H7.7.1
186,F42G9.7.1,ham-1,793733.0,793567,793951,794947.0,B0412.4.1
187,F42G9.6b.1,ham-1,783305.0,793483,794001,785626.0,F42G9.1a.1
188,F42G9.6a.1,ham-1,783303.0,783246,783653,785626.0,F42G9.1a.1
189,K02F3.6.1,ham-1,832277.0,832813,834507,835609.0,K02F3.4.1
190,F42G9.7.1,ham-1,793733.0,832791,834514,794947.0,B0412.4.1
191,T17H7.4a.1,ham-1,746542.0,772722,772999,755298.0,T17H7.7.1
192,F42G9.6a.1,ham-1,783303.0,793483,794001,785626.0,F42G9.1a.1
193,T24C4.7.1,ham-1,895712.0,895540,895856,900072.0,F23H11.2.1
194,K02F3.6.1,ham-1,832277.0,832884,834438,835609.0,K02F3.4.1
195,T24C4.6a.2,ham-1,886793.0,886704,887053,889801.0,T24C4.10.1
196,F23H11.3.1,ham-1,901412.0,901757,902219,902287.0,F23H11.4a.1
197,T24C4.6a.1,ham-1,886789.0,886704,887053,889801.0,T24C4.10.1
198,T24C4.7.1,ham-1,895712.0,895558,895856,900072.0,F23H11.2.1
199,T24C4.6b.1,ham-1,886789.0,886704,887053,889801.0,T24C4.10.1
200,T24C4.6a.1,ham-1,886789.0,886728,887009,889801.0,T24C4.10.1
201,F23H11.8b.1,ham-1,924055.0,929086,929131,933422.0,T12B5.6c.1
202,F23H11.8b.1,ham-1,925144.0,929086,929131,933422.0,T12B5.6c.1
203,F23H11.3.1,ham-1,901412.0,907964,908527,902287.0,F23H11.4a.1
204,T24C4.6a.2,ham-1,886793.0,886728,887009,889801.0,T24C4.10.1
205,F23H11.8b.2,ham-1,924055.0,929086,929131,933422.0,T12B5.6c.1
206,T24C4.6a.1,ham-1,886789.0,887552,889470,889801.0,T24C4.10.1
207,F23H11.8b.1,ham-1,924055.0,929086,929152,933422.0,T12B5.6c.1
208,T24C4.6a.2,ham-1,886793.0,887552,889470,889801.0,T24C4.10.1
209,T24C4.7.1,ham-1,895712.0,901757,902219,900072.0,F23H11.2.1
210,T24C4.6a.1,ham-1,886789.0,887558,889468,889801.0,T24C4.10.1
211,F23H11.8b.2,ham-1,924055.0,929086,929152,933422.0,T12B5.6c.1
212,F23H11.8b.1,ham-1,924055.0,950414,950808,933422.0,T12B5.6c.1
213,T24C4.6b.1,ham-1,886789.0,886728,887009,889801.0,T24C4.10.1
214,F23H11.8b.2,ham-1,925495.0,929086,929131,933422.0,T12B5.6c.1
215,T24C4.6b.1,ham-1,886789.0,887552,889470,889801.0,T24C4.10.1
216,T24C4.6a.1,ham-1,886789.0,895540,895856,889801.0,T24C4.10.1
217,F23H11.8b.1,ham-1,925144.0,929086,929152,933422.0,T12B5.6c.1
218,T24C4.6a.2,ham-1,886793.0,887558,889468,889801.0,T24C4.10.1
219,F23H11.8a.1,ham-1,926314.0,929086,929131,933422.0,T12B5.6c.1
220,F23H11.8b.2,ham-1,925495.0,929086,929152,933422.0,T12B5.6c.1
221,K02F3.6.1,ham-1,832277.0,844001,844893,835609.0,K02F3.4.1
222,F23H11.8b.1,ham-1,926316.0,929086,929131,933422.0,T12B5.6c.1
223,F23H11.8b.1,ham-1,925144.0,950414,950808,933422.0,T12B5.6c.1
224,T24C4.6b.1,ham-1,886789.0,887558,889468,889801.0,T24C4.10.1
225,F23H11.8b.2,ham-1,924055.0,950414,950808,933422.0,T12B5.6c.1
226,F23H11.8c.1,ham-1,926314.0,929086,929131,933422.0,T12B5.6c.1
227,F23H11.8a.1,ham-1,926314.0,929086,929152,933422.0,T12B5.6c.1
228,F23H11.8b.2,ham-1,925495.0,950414,950808,933422.0,T12B5.6c.1
229,T24C4.6a.2,ham-1,886793.0,895540,895856,889801.0,T24C4.10.1
230,F23H11.8b.1,ham-1,926316.0,929086,929152,933422.0,T12B5.6c.1
231,F23H11.8a.1,ham-1,926314.0,950414,950808,933422.0,T12B5.6c.1
232,F23H11.8c.1,ham-1,926314.0,929086,929152,933422.0,T12B5.6c.1
233,T24C4.6b.1,ham-1,886789.0,895540,895856,889801.0,T24C4.10.1
234,T12B5.11.1,ham-1,950670.0,950414,950808,952056.0,T12B5.4.1
235,F23H11.8b.1,ham-1,926316.0,950414,950808,933422.0,T12B5.6c.1
236,F23H11.8c.1,ham-1,926314.0,950414,950808,933422.0,T12B5.6c.1
237,T12B5.11.1,ham-1,950670.0,952157,952567,952056.0,T12B5.4.1
238,BE0003N10.2.1,ham-1,1037212.0,1037117,1037565,1046049.0,BE0003N10.1.1
239,Y92C3B.3a.1,ham-1,1080342.0,1080533,1080943,1081259.0,Y92C3B.1.1
240,Y92C3B.3a.2,ham-1,1080342.0,1080533,1080943,1081259.0,Y92C3B.1.1
241,F58B6.1.1,ham-1,1115925.0,1122304,1122590,1125230.0,Y71D11A.5.1
242,Y92C3B.3a.1,ham-1,1080342.0,1080534,1080983,1081259.0,Y92C3B.1.1
243,Y92C3B.3a.2,ham-1,1080483.0,1080533,1080943,1081259.0,Y92C3B.1.1
244,Y92C3B.3a.1,ham-1,1080342.0,1080546,1080962,1081259.0,Y92C3B.1.1
245,Y92C3B.3a.2,ham-1,1080342.0,1080534,1080983,1081259.0,Y92C3B.1.1
246,Y92C3B.3b.2,ham-1,1080775.0,1080533,1080943,1081259.0,Y92C3B.1.1
247,Y92C3B.3a.2,ham-1,1080483.0,1080534,1080983,1081259.0,Y92C3B.1.1
248,F58B6.1.1,ham-1,1115925.0,1122311,1122582,1125230.0,Y71D11A.5.1
249,Y92C3B.3b.2,ham-1,1080775.0,1080534,1080983,1081259.0,Y92C3B.1.1
250,Y92C3B.3a.2,ham-1,1080342.0,1080546,1080962,1081259.0,Y92C3B.1.1
251,BE0003N10.2.1,ham-1,1037212.0,1037118,1037568,1046049.0,BE0003N10.1.1
252,F58B6.1.1,ham-1,1115925.0,1142765,1143190,1125230.0,Y71D11A.5.1
253,Y119D3B.16.1,ham-1,1202008.0,1202095,1202626,1206862.0,Y119D3B.12a.2
254,Y92C3B.3a.1,ham-1,1080342.0,1122304,1122590,1081259.0,Y92C3B.1.1
255,Y92C3B.3a.2,ham-1,1080483.0,1080546,1080962,1081259.0,Y92C3B.1.1
256,Y92C3B.3b.2,ham-1,1080775.0,1080546,1080962,1081259.0,Y92C3B.1.1
257,Y119D3B.16.1,ham-1,1202008.0,1202103,1202571,1206862.0,Y119D3B.12a.2
258,Y92C3B.3a.2,ham-1,1080342.0,1122304,1122590,1081259.0,Y92C3B.1.1
259,ZC47.4.1,ham-1,1275613.0,1284634,1284956,1287052.0,ZC47.14.1
260,Y92C3B.3a.2,ham-1,1080483.0,1122304,1122590,1081259.0,Y92C3B.1.1
261,Y92C3B.3b.2,ham-1,1080775.0,1122304,1122590,1081259.0,Y92C3B.1.1
262,Y82E9BL.13.1,ham-1,1308294.0,1308345,1308576,1311211.0,Y82E9BL.12.1
263,Y119D3B.16.1,ham-1,1202008.0,1202173,1202513,1206862.0,Y119D3B.12a.2
264,BE0003N10.2.1,ham-1,1037212.0,1037177,1037500,1046049.0,BE0003N10.1.1
265,ZC47.4.1,ham-1,1275613.0,1284638,1284961,1287052.0,ZC47.14.1
266,Y82E9BL.13.1,ham-1,1308294.0,1308370,1308568,1311211.0,Y82E9BL.12.1
267,BE0003N10.2.1,ham-1,1037212.0,1080533,1080943,1046049.0,BE0003N10.1.1
268,ZC47.4.1,ham-1,1275613.0,1308345,1308576,1287052.0,ZC47.14.1
269,Y119D3B.16.1,ham-1,1202008.0,1207812,1208224,1206862.0,Y119D3B.12a.2
270,Y82E9BL.13.1,ham-1,1308294.0,1388675,1388783,1311211.0,Y82E9BL.12.1
271,Y82E9BR.25.1,ham-1,1388324.0,1388675,1388783,1390450.0,Y82E9BR.13.1
272,Y82E9BR.16a.1,ham-1,1427226.0,1430001,1430452,1447494.0,Y82E9BR.17a.1
273,Y82E9BR.25.1,ham-1,1388324.0,1418680,1419162,1390450.0,Y82E9BR.13.1
274,Y82E9BR.15.1,ham-1,1417190.0,1418680,1419162,1419637.0,Y82E9BR.3.2
275,Y82E9BR.16a.1,ham-1,1427226.0,1430001,1430451,1447494.0,Y82E9BR.17a.1
276,Y82E9BR.15.1,ham-1,1417190.0,1418682,1419162,1419637.0,Y82E9BR.3.2
277,Y82E9BR.16a.1,ham-1,1427226.0,1430101,1430356,1447494.0,Y82E9BR.17a.1
278,Y82E9BR.15.1,ham-1,1417190.0,1418710,1419083,1419637.0,Y82E9BR.3.2
279,Y82E9BR.16a.1,ham-1,1427226.0,1495870,1496381,1447494.0,Y82E9BR.17a.1
280,Y82E9BR.15.1,ham-1,1417190.0,1424255,1424717,1419637.0,Y82E9BR.3.2
281,M01G5.6.1,ham-1,1495975.0,1495870,1496381,1508540.0,M01G5.1.1
282,Y67D2.7.1,ham-1,1558529.0,1558436,1558841,1569852.0,Y67D2.2.1
283,Y67D2.5.1,ham-1,1540244.0,1540097,1540500,1543305.0,Y67D2.3.1
284,M01G5.6.1,ham-1,1495975.0,1495872,1496271,1508540.0,M01G5.1.1
285,Y22D7AL.8a.2,ham-1,1589444.0,1591640,1591954,1606815.0,Y22D7AL.6a.1
286,Y67D2.7.1,ham-1,1558529.0,1558436,1558846,1569852.0,Y67D2.2.1
287,Y67D2.5.1,ham-1,1540244.0,1558436,1558841,1543305.0,Y67D2.3.1
288,Y22D7AL.8a.5,ham-1,1589446.0,1591640,1591954,1606815.0,Y22D7AL.6a.1
289,Y22D7AL.8a.4,ham-1,1589444.0,1591640,1591954,1606815.0,Y22D7AL.6a.1
290,Y67D2.7.1,ham-1,1558529.0,1558475,1558817,1569852.0,Y67D2.2.1
291,Y22D7AL.8a.3,ham-1,1589444.0,1591640,1591954,1606815.0,Y22D7AL.6a.1
292,M01G5.6.1,ham-1,1495975.0,1519701,1519852,1508540.0,M01G5.1.1
293,Y22D7AL.8a.2,ham-1,1589444.0,1591640,1591978,1606815.0,Y22D7AL.6a.1
294,Y22D7AL.8a.1,ham-1,1589444.0,1591640,1591954,1606815.0,Y22D7AL.6a.1
295,Y22D7AL.8a.4,ham-1,1589444.0,1591640,1591978,1606815.0,Y22D7AL.6a.1
296,Y22D7AL.8a.3,ham-1,1595897.0,1598664,1598813,1606815.0,Y22D7AL.6a.1
297,Y22D7AL.8a.4,ham-1,1590344.0,1591640,1591954,1606815.0,Y22D7AL.6a.1
298,Y67D2.7.1,ham-1,1558529.0,1591640,1591954,1569852.0,Y67D2.2.1
299,Y22D7AL.8a.5,ham-1,1589446.0,1591640,1591978,1606815.0,Y22D7AL.6a.1
300,Y22D7AL.8a.3,ham-1,1589444.0,1591640,1591978,1606815.0,Y22D7AL.6a.1
301,Y22D7AL.8a.2,ham-1,1589444.0,1598664,1598813,1606815.0,Y22D7AL.6a.1
302,M01G5.5.1,ham-1,1532827.0,1533009,1533970,1538129.0,Y67D2.4b.9
303,Y22D7AL.8a.4,ham-1,1590344.0,1591640,1591978,1606815.0,Y22D7AL.6a.1
304,Y22D7AL.8a.3,ham-1,1595897.0,1600742,1602100,1606815.0,Y22D7AL.6a.1
305,Y22D7AL.8a.5,ham-1,1589446.0,1598664,1598813,1606815.0,Y22D7AL.6a.1
306,Y22D7AL.8a.3,ham-1,1589444.0,1598664,1598813,1606815.0,Y22D7AL.6a.1
307,Y22D7AL.8a.1,ham-1,1599472.0,1600742,1602100,1606815.0,Y22D7AL.6a.1
308,Y22D7AL.8a.2,ham-1,1599473.0,1600742,1602100,1606815.0,Y22D7AL.6a.1
309,Y22D7AL.8a.1,ham-1,1589444.0,1591640,1591978,1606815.0,Y22D7AL.6a.1
310,Y22D7AL.8a.3,ham-1,1589444.0,1600742,1602100,1606815.0,Y22D7AL.6a.1
311,Y22D7AL.8a.4,ham-1,1590344.0,1598664,1598813,1606815.0,Y22D7AL.6a.1
