,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
160,K03E6.5b.1,ham-1,1062453.0,1064001,1064576,1066606.0,K03E6.4.1
161,K03E6.5a.1,ham-1,1062447.0,1091184,1091733,1066606.0,K03E6.4.1
162,K03E6.5b.1,ham-1,1062453.0,1091184,1091733,1066606.0,K03E6.4.1
163,F21E9.3.1,ham-1,1336915.0,1338962,1339267,1343758.0,F21E9.4.1
164,F21E9.3.2,ham-1,1337175.0,1338962,1339267,1343758.0,F21E9.4.1
165,F21E9.3.2,ham-1,1336915.0,1338962,1339267,1343758.0,F21E9.4.1
166,F21E9.4.1,ham-1,1344421.0,1344798,1345324,1359594.0,F56C3.4.1
167,K03E6.7.1,ham-1,1088148.0,1092987,1093608,1095545.0,F49E7.2.1
168,F21E9.3.1,ham-1,1336915.0,1338975,1339259,1343758.0,F21E9.4.1
169,F21E9.3.2,ham-1,1337175.0,1338975,1339259,1343758.0,F21E9.4.1
170,F56C3.4.1,ham-1,1360731.0,1370974,1371147,1374553.0,F56C3.2.1
171,K03E6.7.1,ham-1,1088148.0,1092990,1093802,1095545.0,F49E7.2.1
172,F21E9.3.2,ham-1,1336915.0,1338975,1339259,1343758.0,F21E9.4.1
173,F21E9.4.1,ham-1,1344421.0,1344798,1345344,1359594.0,F56C3.4.1
174,F21E9.3.1,ham-1,1336915.0,1344798,1345324,1343758.0,F21E9.4.1
175,F21E9.3.2,ham-1,1337175.0,1344798,1345324,1343758.0,F21E9.4.1
176,F21E9.3.2,ham-1,1336915.0,1344798,1345324,1343758.0,F21E9.4.1
177,F56C3.4.1,ham-1,1360731.0,1379515,1379871,1374553.0,F56C3.2.1
178,F21E9.4.1,ham-1,1344421.0,1344842,1345340,1359594.0,F56C3.4.1
179,W05H7.4c.1,ham-1,1446643.0,1446337,1447206,1452040.0,W05H7.1.1
180,K03E6.7.1,ham-1,1088148.0,1096811,1097157,1095545.0,F49E7.2.1
181,W05H7.4b.1,ham-1,1446643.0,1446337,1447206,1452040.0,W05H7.1.1
182,W05H7.4e.1,ham-1,1446643.0,1446337,1447206,1452040.0,W05H7.1.1
183,W05H7.4c.1,ham-1,1446643.0,1446350,1447530,1452040.0,W05H7.1.1
184,D1005.4.1,ham-1,1485818.0,1486092,1486742,1489130.0,F09E10.3.1
185,D1005.5a.1,ham-1,1472980.0,1477996,1478275,1484853.0,D1005.4.1
186,F21E9.4.1,ham-1,1344421.0,1370974,1371147,1359594.0,F56C3.4.1
187,W05H7.4c.1,ham-1,1446643.0,1446570,1447294,1452040.0,W05H7.1.1
188,W05H7.4b.1,ham-1,1446643.0,1446350,1447530,1452040.0,W05H7.1.1
189,W05H7.4e.1,ham-1,1446643.0,1446350,1447530,1452040.0,W05H7.1.1
190,D1005.4.1,ham-1,1485818.0,1486126,1486702,1489130.0,F09E10.3.1
191,D1005.3.1,ham-1,1453868.0,1453738,1454946,1462688.0,D1005.2.1
192,D1005.5a.1,ham-1,1472980.0,1486092,1486742,1484853.0,D1005.4.1
193,F09E10.8.1,ham-1,1521487.0,1524595,1525002,1534342.0,K06A9.3.2
194,W05H7.4c.1,ham-1,1446643.0,1450225,1450950,1452040.0,W05H7.1.1
195,W05H7.4e.1,ham-1,1446643.0,1446570,1447294,1452040.0,W05H7.1.1
196,W05H7.4b.1,ham-1,1446643.0,1446570,1447294,1452040.0,W05H7.1.1
197,D1005.3.1,ham-1,1453868.0,1453761,1454928,1462688.0,D1005.2.1
198,D1005.4.1,ham-1,1485818.0,1486172,1486728,1489130.0,F09E10.3.1
199,K06A9.3.2,ham-1,1534793.0,1536188,1536565,1540067.0,K06A9.2.1
200,F09E10.8.1,ham-1,1521487.0,1527257,1528262,1534342.0,K06A9.3.2
201,K06A9.3.1,ham-1,1534783.0,1536188,1536565,1540067.0,K06A9.2.1
202,W05H7.4e.1,ham-1,1446643.0,1450225,1450950,1452040.0,W05H7.1.1
203,W05H7.4b.1,ham-1,1446643.0,1450225,1450950,1452040.0,W05H7.1.1
204,K06A9.3.1,ham-1,1535361.0,1536188,1536565,1540067.0,K06A9.2.1
205,F09E10.8.1,ham-1,1521487.0,1527279,1528198,1534342.0,K06A9.3.2
206,D1005.3.1,ham-1,1453868.0,1453791,1454892,1462688.0,D1005.2.1
207,D1005.4.1,ham-1,1485818.0,1503453,1505306,1489130.0,F09E10.3.1
208,W05H7.4c.1,ham-1,1446643.0,1450225,1450979,1452040.0,W05H7.1.1
209,K06A9.3.1,ham-1,1534783.0,1536188,1536599,1540067.0,K06A9.2.1
210,F09E10.8.1,ham-1,1521487.0,1527330,1528269,1534342.0,K06A9.3.2
211,W05H7.4e.1,ham-1,1446643.0,1450225,1450979,1452040.0,W05H7.1.1
212,K06A9.3.1,ham-1,1535361.0,1536188,1536599,1540067.0,K06A9.2.1
213,W05H7.4c.1,ham-1,1446643.0,1453738,1454946,1452040.0,W05H7.1.1
214,D1005.3.1,ham-1,1453868.0,1456125,1457259,1462688.0,D1005.2.1
215,K06A9.3.2,ham-1,1534793.0,1536188,1536599,1540067.0,K06A9.2.1
216,K06A9.3.1,ham-1,1535361.0,1536226,1536487,1540067.0,K06A9.2.1
217,F09E10.8.1,ham-1,1521487.0,1529022,1529299,1534342.0,K06A9.3.2
218,K06A9.3.1,ham-1,1534783.0,1536226,1536487,1540067.0,K06A9.2.1
219,D1005.3.1,ham-1,1453868.0,1456212,1457260,1462688.0,D1005.2.1
220,W05H7.4e.1,ham-1,1446643.0,1453738,1454946,1452040.0,W05H7.1.1
221,K06A9.3.1,ham-1,1535361.0,1578795,1578890,1540067.0,K06A9.2.1
222,W05H7.4b.1,ham-1,1446643.0,1450225,1450979,1452040.0,W05H7.1.1
223,F09E10.8.1,ham-1,1521487.0,1529080,1529219,1534342.0,K06A9.3.2
224,D1005.3.1,ham-1,1453868.0,1456357,1457178,1462688.0,D1005.2.1
225,K06A9.3.1,ham-1,1534783.0,1578795,1578890,1540067.0,K06A9.2.1
226,K06A9.3.2,ham-1,1534793.0,1536226,1536487,1540067.0,K06A9.2.1
227,F09E10.8.1,ham-1,1521487.0,1530841,1530985,1534342.0,K06A9.3.2
228,D1005.3.1,ham-1,1453868.0,1458819,1459124,1462688.0,D1005.2.1
229,W05H7.4b.1,ham-1,1446643.0,1453738,1454946,1452040.0,W05H7.1.1
230,F09E10.8.1,ham-1,1521487.0,1530870,1530968,1534342.0,K06A9.3.2
231,D1005.3.1,ham-1,1453868.0,1458821,1459187,1462688.0,D1005.2.1
232,K06A9.3.2,ham-1,1534793.0,1578795,1578890,1540067.0,K06A9.2.1
233,F09E10.8.1,ham-1,1521487.0,1536188,1536565,1534342.0,K06A9.3.2
234,D1005.3.1,ham-1,1453868.0,1477996,1478275,1462688.0,D1005.2.1
235,T26C11.7.1,ham-1,1856172.0,1855995,1856623,1866465.0,T26C11.1a.1
236,T26C11.7.1,ham-1,1855897.0,1855995,1856623,1866465.0,T26C11.1a.1
237,T26C11.7.1,ham-1,1856172.0,1856072,1856628,1866465.0,T26C11.1a.1
238,ZC53.22.2,ham-1,1922381.0,1938013,1938212,1965668.0,F52D2.7.1
239,ZC53.22.1,ham-1,1922394.0,1938013,1938212,1965668.0,F52D2.7.1
240,T26C11.7.1,ham-1,1855897.0,1856072,1856628,1866465.0,T26C11.1a.1
241,ZC53.22.2,ham-1,1922381.0,1960897,1961681,1965668.0,F52D2.7.1
242,T26C11.7.1,ham-1,1856172.0,1858635,1858953,1866465.0,T26C11.1a.1
243,ZC53.22.1,ham-1,1922394.0,1960897,1961681,1965668.0,F52D2.7.1
244,T26C11.7.1,ham-1,1855897.0,1858635,1858953,1866465.0,T26C11.1a.1
245,ZC53.22.2,ham-1,1922381.0,1960901,1961640,1965668.0,F52D2.7.1
246,T26C11.7.1,ham-1,1856172.0,1880563,1881028,1866465.0,T26C11.1a.1
247,ZC53.22.1,ham-1,1922394.0,1960901,1961640,1965668.0,F52D2.7.1
248,F49H12.6b.1,ham-1,2069588.0,2070718,2071931,2075728.0,F49H12.5.1
249,T26C11.7.1,ham-1,1855897.0,1880563,1881028,1866465.0,T26C11.1a.1
250,F49H12.6b.1,ham-1,2069972.0,2070718,2071931,2075728.0,F49H12.5.1
251,F49H12.6b.2,ham-1,2070440.0,2070718,2071931,2075728.0,F49H12.5.1
252,F49H12.6b.1,ham-1,2068752.0,2070718,2071931,2075728.0,F49H12.5.1
253,ZC53.22.1,ham-1,1922394.0,1964807,1965228,1965668.0,F52D2.7.1
254,ZC53.22.2,ham-1,1922381.0,1964807,1965228,1965668.0,F52D2.7.1
255,F49H12.6b.1,ham-1,2069588.0,2070727,2071931,2075728.0,F49H12.5.1
256,F49H12.6b.1,ham-1,2069972.0,2070727,2071931,2075728.0,F49H12.5.1
257,F49H12.6b.2,ham-1,2069972.0,2070718,2071931,2075728.0,F49H12.5.1
258,ZC53.22.1,ham-1,1922394.0,1964815,1965248,1965668.0,F52D2.7.1
259,F49H12.6b.1,ham-1,2070444.0,2070718,2071931,2075728.0,F49H12.5.1
260,ZC53.22.2,ham-1,1922381.0,1964815,1965248,1965668.0,F52D2.7.1
261,F49H12.6b.1,ham-1,2069972.0,2071151,2071768,2075728.0,F49H12.5.1
262,F49H12.6b.2,ham-1,2070440.0,2070727,2071931,2075728.0,F49H12.5.1
263,F49H12.6b.1,ham-1,2069588.0,2071151,2071768,2075728.0,F49H12.5.1
264,F49H12.6b.2,ham-1,2068752.0,2070718,2071931,2075728.0,F49H12.5.1
265,F49H12.6a.1,ham-1,2070441.0,2070718,2071931,2075728.0,F49H12.5.1
266,F49H12.6b.1,ham-1,2069972.0,2073946,2074502,2075728.0,F49H12.5.1
267,F49H12.6b.1,ham-1,2070444.0,2070727,2071931,2075728.0,F49H12.5.1
268,F49H12.6b.1,ham-1,2068752.0,2070727,2071931,2075728.0,F49H12.5.1
269,ZC53.22.2,ham-1,1922381.0,2041693,2041842,1965668.0,F52D2.7.1
270,F49H12.6b.1,ham-1,2069588.0,2073946,2074502,2075728.0,F49H12.5.1
271,F49H12.6b.1,ham-1,2070444.0,2071151,2071768,2075728.0,F49H12.5.1
272,F49H12.6b.2,ham-1,2068752.0,2070727,2071931,2075728.0,F49H12.5.1
273,F49H12.6b.2,ham-1,2069972.0,2070727,2071931,2075728.0,F49H12.5.1
274,ZC53.22.1,ham-1,1922394.0,2041693,2041842,1965668.0,F52D2.7.1
275,F49H12.6b.2,ham-1,2070440.0,2071151,2071768,2075728.0,F49H12.5.1
276,F49H12.6b.2,ham-1,2068752.0,2071151,2071768,2075728.0,F49H12.5.1
277,F49H12.6b.1,ham-1,2069588.0,2073995,2074502,2075728.0,F49H12.5.1
278,F49H12.6b.1,ham-1,2070444.0,2073946,2074502,2075728.0,F49H12.5.1
279,F49H12.6b.1,ham-1,2069972.0,2073995,2074502,2075728.0,F49H12.5.1
280,F49H12.6a.1,ham-1,2070441.0,2070727,2071931,2075728.0,F49H12.5.1
281,F49H12.6b.2,ham-1,2069972.0,2071151,2071768,2075728.0,F49H12.5.1
282,F49H12.6b.1,ham-1,2069972.0,2074961,2075623,2075728.0,F49H12.5.1
283,F49H12.6b.2,ham-1,2068752.0,2073946,2074502,2075728.0,F49H12.5.1
284,F49H12.6b.1,ham-1,2069588.0,2074961,2075623,2075728.0,F49H12.5.1
285,F49H12.6b.1,ham-1,2070444.0,2073995,2074502,2075728.0,F49H12.5.1
286,F49H12.6a.1,ham-1,2070441.0,2071151,2071768,2075728.0,F49H12.5.1
287,F49H12.6b.1,ham-1,2068752.0,2071151,2071768,2075728.0,F49H12.5.1
288,F53B1.8a.1,ham-1,2130241.0,2140733,2141022,2144605.0,EGAP7.1.1
289,F49H12.6b.1,ham-1,2069972.0,2074982,2075566,2075728.0,F49H12.5.1
290,F49H12.6b.2,ham-1,2068752.0,2073995,2074502,2075728.0,F49H12.5.1
291,F49H12.6b.1,ham-1,2070444.0,2074961,2075623,2075728.0,F49H12.5.1
292,F49H12.6b.2,ham-1,2069972.0,2073946,2074502,2075728.0,F49H12.5.1
293,F49H12.6b.2,ham-1,2070440.0,2073946,2074502,2075728.0,F49H12.5.1
294,F49H12.6b.1,ham-1,2069972.0,2075017,2075506,2075728.0,F49H12.5.1
295,F49H12.6b.1,ham-1,2069588.0,2074982,2075566,2075728.0,F49H12.5.1
296,F49H12.6b.1,ham-1,2070444.0,2074982,2075566,2075728.0,F49H12.5.1
297,F49H12.6b.2,ham-1,2069972.0,2073995,2074502,2075728.0,F49H12.5.1
298,F49H12.6b.2,ham-1,2068752.0,2074961,2075623,2075728.0,F49H12.5.1
299,F53B1.8a.1,ham-1,2130241.0,2215068,2215618,2144605.0,EGAP7.1.1
300,F49H12.6b.1,ham-1,2069972.0,2089064,2089880,2075728.0,F49H12.5.1
301,T14F9.5.1,ham-1,2230122.0,2233873,2234416,2236465.0,T14F9.2.1
302,F49H12.6a.1,ham-1,2070441.0,2073946,2074502,2075728.0,F49H12.5.1
303,F49H12.6b.2,ham-1,2070440.0,2073995,2074502,2075728.0,F49H12.5.1
304,F49H12.6b.1,ham-1,2070444.0,2075017,2075506,2075728.0,F49H12.5.1
305,F49H12.6b.1,ham-1,2069588.0,2075017,2075506,2075728.0,F49H12.5.1
306,F49H12.6b.2,ham-1,2069972.0,2074961,2075623,2075728.0,F49H12.5.1
307,F49H12.6a.1,ham-1,2070441.0,2073995,2074502,2075728.0,F49H12.5.1
308,F49H12.6b.2,ham-1,2070440.0,2074961,2075623,2075728.0,F49H12.5.1
309,F49H12.6b.1,ham-1,2068752.0,2073946,2074502,2075728.0,F49H12.5.1
310,F49H12.6b.2,ham-1,2068752.0,2074982,2075566,2075728.0,F49H12.5.1
311,T14F9.5.1,ham-1,2230122.0,2233875,2234365,2236465.0,T14F9.2.1
312,F49H12.6b.2,ham-1,2069972.0,2074982,2075566,2075728.0,F49H12.5.1
313,F49H12.6b.1,ham-1,2070444.0,2089064,2089880,2075728.0,F49H12.5.1
314,F49H12.6b.1,ham-1,2069588.0,2089064,2089880,2075728.0,F49H12.5.1
