,five_prime_transcript,peak,five_prime_start,five_prime_end,peak_start,peak_end
40,K08F11.4b.1,ham-1,4712455.0,4712624.0,4712484,4712774
41,AC7.2a.1,ham-1,5133771.0,5133857.0,5133799,5134366
42,AC7.2a.1,ham-1,5133771.0,5133857.0,5133807,5134340
43,Y73B6A.5c.1,ham-1,6748425.0,6748572.0,6748526,6748789
44,Y73B6A.5c.1,ham-1,6748425.0,6748572.0,6748540,6748789
45,ZC477.5.1,ham-1,7103252.0,7103261.0,7103260,7103649
46,C42D4.8.1,ham-1,7165715.0,7165748.0,7165716,7166201
47,C42D4.8.1,ham-1,7165715.0,7165748.0,7165723,7166147
48,C42D4.8.1,ham-1,7165715.0,7165748.0,7165723,7166097
49,T12B3.4b.2,ham-1,7386923.0,7387075.0,7386969,7387605
50,T12B3.4b.2,ham-1,7386923.0,7387075.0,7386993,7387552
51,T12B3.4b.2,ham-1,7386923.0,7387075.0,7387009,7387622
52,F45E4.6.1,ham-1,7632529.0,7632548.0,7632535,7633273
53,F33D4.5.2,ham-1,7709679.0,7709701.0,7709681,7710109
54,F33D4.5.2,ham-1,7709679.0,7709701.0,7709698,7710090
55,C07G1.5.3,ham-1,8205141.0,8205272.0,8205264,8205535
56,C07G1.5.3,ham-1,8205141.0,8205272.0,8205264,8205557
57,T09A12.4b.1,ham-1,8229355.0,8231838.0,8229380,8230133
58,T09A12.4j.1,ham-1,8229355.0,8229577.0,8229380,8230133
59,T09A12.4b.1,ham-1,8229355.0,8231838.0,8229395,8230041
60,T09A12.4b.1,ham-1,8229355.0,8231838.0,8229425,8230133
61,T09A12.4j.1,ham-1,8229355.0,8229577.0,8229395,8230041
62,T09A12.4b.1,ham-1,8229355.0,8231838.0,8229380,8230133
63,T09A12.4j.1,ham-1,8229355.0,8229577.0,8229425,8230133
64,T09A12.4b.1,ham-1,8229355.0,8231838.0,8229395,8230041
65,T09A12.4b.1,ham-1,8229355.0,8231838.0,8229425,8230133
66,C33D9.8.2,ham-1,8786715.0,8786750.0,8786725,8786923
67,C33D9.8.1,ham-1,8786651.0,8786752.0,8786696,8786939
68,C33D9.8.1,ham-1,8786651.0,8786752.0,8786725,8786923
69,T28C6.8.1,ham-1,8830582.0,8830727.0,8830587,8830946
70,C01F6.6b.1,ham-1,9121372.0,9121480.0,9121431,9122012
71,T20D3.3a.1,ham-1,9335526.0,9335602.0,9335576,9336277
72,T20D3.3b.1,ham-1,9335526.0,9335599.0,9335576,9336277
73,F38E11.2.1,ham-1,9446975.0,9447228.0,9447169,9447438
74,F58G6.1.1,ham-1,9647747.0,9647873.0,9647809,9648184
75,R11A8.8.1,ham-1,10373786.0,10373822.0,10373795,10374325
76,R11A8.7h.1,ham-1,10380496.0,10380667.0,10380523,10381281
77,R11A8.8.1,ham-1,10373786.0,10373822.0,10373800,10374329
78,R11A8.7h.1,ham-1,10380496.0,10380667.0,10380612,10381074
79,M7.1.1,ham-1,11082208.0,11082253.0,11082244,11083494
80,T12A7.2a.1,ham-1,11760985.0,11761064.0,11761040,11761361
81,T12A7.2b.1,ham-1,11760985.0,11761111.0,11761040,11761361
82,T12A7.2c.1,ham-1,11760985.0,11761061.0,11761040,11761361
83,VZK822L.1a.1,ham-1,11915669.0,11915687.0,11915673,11916376
84,F19B6.1a.2,ham-1,12334085.0,12334101.0,12334087,12335726
85,F19B6.1a.1,ham-1,12334085.0,12334101.0,12334087,12335726
86,F19B6.1a.3,ham-1,12334085.0,12334103.0,12334087,12335726
87,ZK795.2.1,ham-1,12558927.0,12558975.0,12558969,12559437
88,Y55D9A.2a.1,ham-1,12605368.0,12605425.0,12605371,12605725
89,Y55D9A.2b.1,ham-1,12605368.0,12605431.0,12605371,12605725
90,Y55D9A.2a.1,ham-1,12605368.0,12605425.0,12605371,12605735
91,T23F6.3a.1,ham-1,12724591.0,12724760.0,12724610,12725020
92,Y55D9A.2b.1,ham-1,12605368.0,12605431.0,12605371,12605735
93,T23F6.3a.1,ham-1,12724591.0,12724760.0,12724610,12724988
94,Y55D9A.2b.1,ham-1,12605368.0,12605431.0,12605426,12605702
95,T23F6.3a.1,ham-1,12724591.0,12724760.0,12724635,12725006
96,Y57G11A.1a.1,ham-1,14496499.0,14496690.0,14496588,14496797
97,Y57G11A.1a.1,ham-1,14496499.0,14496690.0,14496598,14496753
98,Y57G11C.36.1,ham-1,14773112.0,14773781.0,14773479,14773698
99,Y57G11C.36.1,ham-1,14773112.0,14773781.0,14773479,14773698
100,T06A10.1b.1,ham-1,16863258.0,16863481.0,16863421,16863811
101,T06A10.1b.1,ham-1,16863258.0,16863481.0,16863429,16863804
102,Y116A8C.26b.1,ham-1,17087330.0,17087397.0,17087332,17087952
103,Y116A8C.26a.1,ham-1,17087330.0,17087438.0,17087332,17087952
104,Y116A8C.26b.1,ham-1,17087330.0,17087397.0,17087334,17087857
105,Y116A8C.26a.1,ham-1,17087330.0,17087438.0,17087334,17087857
106,Y116A8C.26b.1,ham-1,17087330.0,17087397.0,17087370,17087818
107,Y116A8C.26a.1,ham-1,17087330.0,17087438.0,17087370,17087818
108,C49C3.9.1,ham-1,17342234.0,17342314.0,17342281,17342390
