,five_prime_transcript,peak,five_prime_start,peak_start (used to compare),peak_end,nearest_three_prime_end,three_prime_transcript
116,T01D1.2f.2,ham-1,163080.0,155906,156582,154945.0,T25D3.3.1
117,T01D1.2l.1,ham-1,163101.0,155922,156357,154945.0,T25D3.3.1
118,T01D1.2f.1,ham-1,163078.0,155922,156357,154945.0,T25D3.3.1
119,K01A2.5a.2,ham-1,301273.0,301051,301681,301002.0,K01A2.6.1
120,T01D1.2e.4,ham-1,163120.0,159275,159771,154945.0,T25D3.3.1
121,T01D1.2l.1,ham-1,163101.0,155906,156582,154945.0,T25D3.3.1
122,K01A2.5a.1,ham-1,302405.0,301051,301681,301002.0,K01A2.6.1
123,T01D1.2f.1,ham-1,163078.0,155906,156582,154945.0,T25D3.3.1
124,K01A2.5a.2,ham-1,301273.0,301048,301676,301002.0,K01A2.6.1
125,K01A2.5a.2,ham-1,302405.0,301051,301681,301002.0,K01A2.6.1
126,B0432.4.1,ham-1,286625.0,285620,286001,283915.0,B0432.10.1
127,T01D1.2g.3,ham-1,163093.0,159277,159755,154945.0,T25D3.3.1
128,B0432.5c.1,ham-1,258397.0,255110,255567,241113.0,Y43H11AL.3a.1
129,K01A2.5a.1,ham-1,302405.0,301048,301676,301002.0,K01A2.6.1
130,K01A2.5a.2,ham-1,302405.0,301048,301676,301002.0,K01A2.6.1
131,K01A2.1.1,ham-1,326300.0,323245,323819,321547.0,K01A2.10a.1
132,T01D1.2g.3,ham-1,163093.0,159275,159771,154945.0,T25D3.3.1
133,B0432.5c.1,ham-1,258397.0,255107,255567,241113.0,Y43H11AL.3a.1
134,T01D1.2e.4,ham-1,163120.0,157128,157224,154945.0,T25D3.3.1
135,K01A2.1.1,ham-1,326300.0,323245,323807,321547.0,K01A2.10a.1
136,T01D1.2g.3,ham-1,163093.0,157128,157224,154945.0,T25D3.3.1
137,C03H5.1.1,ham-1,402678.0,401303,401572,396690.0,C03H5.6.1
138,C03H5.7a.1,ham-1,380235.0,371594,371949,362638.0,C41D7.2.2
139,B0432.4.1,ham-1,286625.0,285566,286112,283915.0,B0432.10.1
140,C03H5.3a.1,ham-1,386088.0,385995,386300,382365.0,C03H5.5.1
141,C03H5.1.1,ham-1,402678.0,401174,401555,396690.0,C03H5.6.1
142,T01D1.2g.3,ham-1,163093.0,155938,156394,154945.0,T25D3.3.1
143,C24H12.4a.1,ham-1,411222.0,410862,411274,406226.0,C24H12.5c.1
144,C03H5.3a.1,ham-1,386088.0,385929,386314,382365.0,C03H5.5.1
145,T01D1.2e.4,ham-1,163120.0,155938,156394,154945.0,T25D3.3.1
146,C24H12.4a.1,ham-1,411222.0,410854,411289,406226.0,C24H12.5c.1
147,T01D1.2g.3,ham-1,163093.0,155922,156357,154945.0,T25D3.3.1
148,C03H5.1.1,ham-1,402678.0,401170,401572,396690.0,C03H5.6.1
149,B0432.4.1,ham-1,286625.0,285558,286112,283915.0,B0432.10.1
150,W04H10.2.1,ham-1,605567.0,602966,603425,595329.0,W04H10.3a.1
151,C24H12.4a.1,ham-1,411222.0,410845,411341,406226.0,C24H12.5c.1
152,T04B8.3a.1,ham-1,627505.0,625962,626323,614952.0,T04B8.5a.1
153,T01D1.2e.4,ham-1,163120.0,155922,156357,154945.0,T25D3.3.1
154,W04H10.2.1,ham-1,605567.0,602834,603433,595329.0,W04H10.3a.1
155,T04B8.3a.1,ham-1,627505.0,625929,626374,614952.0,T04B8.5a.1
156,T01D1.2g.3,ham-1,163093.0,155906,156582,154945.0,T25D3.3.1
157,C03H5.3a.1,ham-1,386088.0,385929,386308,382365.0,C03H5.5.1
158,T04B8.3a.1,ham-1,627505.0,625921,626370,614952.0,T04B8.5a.1
159,T01D1.2e.4,ham-1,163120.0,155906,156582,154945.0,T25D3.3.1
160,K07E8.5.1,ham-1,650955.0,650377,650845,641064.0,K07E8.7b.1
161,W04H10.2.1,ham-1,605567.0,602794,603472,595329.0,W04H10.3a.1
162,T04B8.3a.1,ham-1,627505.0,622490,622742,614952.0,T04B8.5a.1
163,K07E8.5.1,ham-1,650955.0,650372,650655,641064.0,K07E8.7b.1
164,W04H10.2.1,ham-1,605567.0,601335,601679,595329.0,W04H10.3a.1
165,T04B8.3a.1,ham-1,627505.0,622449,622779,614952.0,T04B8.5a.1
166,K07E8.5.1,ham-1,650955.0,650362,650690,641064.0,K07E8.7b.1
167,W04H10.2.1,ham-1,605567.0,601332,601663,595329.0,W04H10.3a.1
168,W04H10.2.1,ham-1,605567.0,601318,601702,595329.0,W04H10.3a.1
169,C08G5.6.1,ham-1,770553.0,763012,763413,756402.0,C08G5.7c.1
170,C08G5.6.1,ham-1,770553.0,762990,763395,756402.0,C08G5.7c.1
171,C08G5.6.1,ham-1,770553.0,759805,760233,756402.0,C08G5.7c.1
172,C08G5.6.1,ham-1,770553.0,759790,760293,756402.0,C08G5.7c.1
173,F28A10.13.1,ham-1,848812.0,848510,849027,846970.0,F28A10.6.1
174,T07D3.7b.1,ham-1,874160.0,873063,873784,871699.0,Y46B2A.1.1
175,F28A10.13.1,ham-1,848812.0,848481,849023,846970.0,F28A10.6.1
176,T07D3.7b.1,ham-1,874160.0,873057,873781,871699.0,Y46B2A.1.1
177,T07D3.7b.1,ham-1,874160.0,873024,873793,871699.0,Y46B2A.1.1
178,R07C3.8.1,ham-1,913672.0,913250,913598,913052.0,R07C3.9.1
179,R07C3.8.1,ham-1,913672.0,913242,913606,913052.0,R07C3.9.1
180,C32B5.9.1,ham-1,954926.0,953150,953317,946559.0,C32B5.10.1
181,T13B5.1.1,ham-1,1092006.0,1088539,1088942,1083994.0,K02E7.1.1
182,T13B5.1.1,ham-1,1092006.0,1088430,1088951,1083994.0,K02E7.1.1
183,T13B5.1.1,ham-1,1092006.0,1084920,1085397,1083994.0,K02E7.1.1
184,T13B5.1.1,ham-1,1092006.0,1084909,1085384,1083994.0,K02E7.1.1
185,W09B6.1a.1,ham-1,1140342.0,1134739,1135552,1132367.0,W09B6.4c.1
186,W09B6.1a.2,ham-1,1143908.0,1143152,1143575,1132367.0,W09B6.4c.1
187,W09B6.1a.3,ham-1,1143908.0,1143152,1143575,1132367.0,W09B6.4c.1
188,W09B6.1a.1,ham-1,1136949.0,1134739,1135552,1132367.0,W09B6.4c.1
189,W09B6.1a.2,ham-1,1143908.0,1141744,1142587,1132367.0,W09B6.4c.1
190,F53A10.2a.1,ham-1,1197374.0,1188144,1188701,1176071.0,T23F4.4.1
191,W09B6.1a.4,ham-1,1143900.0,1143152,1143575,1132367.0,W09B6.4c.1
192,W09B6.1a.1,ham-1,1143908.0,1143152,1143575,1132367.0,W09B6.4c.1
193,W09B6.1a.1,ham-1,1136785.0,1134739,1135552,1132367.0,W09B6.4c.1
194,W09B6.1a.3,ham-1,1140339.0,1134739,1135552,1132367.0,W09B6.4c.1
195,W09B6.1a.2,ham-1,1143908.0,1141690,1142740,1132367.0,W09B6.4c.1
196,W09B6.1a.1,ham-1,1136949.0,1134736,1135382,1132367.0,W09B6.4c.1
197,W09B6.1a.1,ham-1,1140342.0,1134736,1135382,1132367.0,W09B6.4c.1
198,F53A10.2b.1,ham-1,1201465.0,1188144,1188701,1176071.0,T23F4.4.1
199,W09B6.1a.3,ham-1,1140339.0,1134736,1135382,1132367.0,W09B6.4c.1
200,W09B6.1a.1,ham-1,1136785.0,1134736,1135382,1132367.0,W09B6.4c.1
201,W09B6.1a.1,ham-1,1143908.0,1141744,1142587,1132367.0,W09B6.4c.1
202,W09B6.1a.3,ham-1,1143908.0,1141744,1142587,1132367.0,W09B6.4c.1
203,W09B6.1a.2,ham-1,1143908.0,1134739,1135552,1132367.0,W09B6.4c.1
204,W09B6.1a.3,ham-1,1140339.0,1134732,1135552,1132367.0,W09B6.4c.1
205,F53A10.2a.1,ham-1,1197374.0,1188095,1188692,1176071.0,T23F4.4.1
206,W09B6.1a.1,ham-1,1140342.0,1134732,1135552,1132367.0,W09B6.4c.1
207,W09B6.1a.1,ham-1,1136785.0,1134732,1135552,1132367.0,W09B6.4c.1
208,W09B6.1a.2,ham-1,1143908.0,1134736,1135382,1132367.0,W09B6.4c.1
209,W09B6.1a.1,ham-1,1136949.0,1134732,1135552,1132367.0,W09B6.4c.1
210,W09B6.1a.1,ham-1,1143908.0,1141690,1142740,1132367.0,W09B6.4c.1
211,W09B6.1a.4,ham-1,1143900.0,1141744,1142587,1132367.0,W09B6.4c.1
212,F53A10.2a.1,ham-1,1197374.0,1188071,1188479,1176071.0,T23F4.4.1
213,W09B6.1a.2,ham-1,1143908.0,1134732,1135552,1132367.0,W09B6.4c.1
214,F53A10.2b.1,ham-1,1211355.0,1188144,1188701,1176071.0,T23F4.4.1
215,F53A10.2b.1,ham-1,1201465.0,1188095,1188692,1176071.0,T23F4.4.1
216,F53A10.2b.3,ham-1,1211075.0,1188144,1188701,1176071.0,T23F4.4.1
217,F53A10.2b.1,ham-1,1211077.0,1188144,1188701,1176071.0,T23F4.4.1
218,F53A10.2b.1,ham-1,1211355.0,1188095,1188692,1176071.0,T23F4.4.1
219,F53A10.2b.2,ham-1,1224204.0,1188144,1188701,1176071.0,T23F4.4.1
220,W09B6.1a.4,ham-1,1143900.0,1141690,1142740,1132367.0,W09B6.4c.1
221,F53A10.2b.1,ham-1,1201465.0,1188071,1188479,1176071.0,T23F4.4.1
222,F53A10.2b.3,ham-1,1211075.0,1188095,1188692,1176071.0,T23F4.4.1
223,W09B6.1a.1,ham-1,1143908.0,1134739,1135552,1132367.0,W09B6.4c.1
224,F53A10.2b.1,ham-1,1225768.0,1188144,1188701,1176071.0,T23F4.4.1
225,F53A10.2b.3,ham-1,1211355.0,1188144,1188701,1176071.0,T23F4.4.1
226,W09B6.1a.3,ham-1,1143908.0,1141690,1142740,1132367.0,W09B6.4c.1
227,F53A10.2b.3,ham-1,1211075.0,1188071,1188479,1176071.0,T23F4.4.1
228,F53A10.2b.2,ham-1,1224204.0,1188095,1188692,1176071.0,T23F4.4.1
229,F53A10.2b.3,ham-1,1211355.0,1188095,1188692,1176071.0,T23F4.4.1
230,F53A10.2b.1,ham-1,1211077.0,1188095,1188692,1176071.0,T23F4.4.1
231,F53A10.2b.1,ham-1,1211355.0,1188071,1188479,1176071.0,T23F4.4.1
232,W09B6.1a.1,ham-1,1143908.0,1134736,1135382,1132367.0,W09B6.4c.1
233,F53A10.2b.2,ham-1,1224204.0,1188071,1188479,1176071.0,T23F4.4.1
234,W09B6.1a.3,ham-1,1143908.0,1134739,1135552,1132367.0,W09B6.4c.1
235,W09B6.1a.1,ham-1,1143908.0,1134732,1135552,1132367.0,W09B6.4c.1
236,F53A10.2b.2,ham-1,1225768.0,1188144,1188701,1176071.0,T23F4.4.1
237,W09B6.1a.4,ham-1,1143900.0,1134739,1135552,1132367.0,W09B6.4c.1
238,F53A10.2b.1,ham-1,1225768.0,1188095,1188692,1176071.0,T23F4.4.1
239,W09B6.1a.3,ham-1,1143908.0,1134736,1135382,1132367.0,W09B6.4c.1
240,F53A10.2b.3,ham-1,1225768.0,1188144,1188701,1176071.0,T23F4.4.1
241,W09B6.1a.4,ham-1,1143900.0,1134736,1135382,1132367.0,W09B6.4c.1
242,F53A10.2b.1,ham-1,1226111.0,1188144,1188701,1176071.0,T23F4.4.1
243,F53A10.2b.2,ham-1,1225768.0,1188095,1188692,1176071.0,T23F4.4.1
244,F53A10.2b.4,ham-1,1226109.0,1188144,1188701,1176071.0,T23F4.4.1
245,F53A10.2b.1,ham-1,1211077.0,1188071,1188479,1176071.0,T23F4.4.1
246,F53A10.2b.3,ham-1,1225768.0,1188095,1188692,1176071.0,T23F4.4.1
247,F53A10.2b.1,ham-1,1226111.0,1188095,1188692,1176071.0,T23F4.4.1
248,W09B6.1a.4,ham-1,1143900.0,1134732,1135552,1132367.0,W09B6.4c.1
249,F53A10.2b.2,ham-1,1225768.0,1188071,1188479,1176071.0,T23F4.4.1
250,F53A10.2b.4,ham-1,1226109.0,1188095,1188692,1176071.0,T23F4.4.1
251,W09B6.1a.3,ham-1,1143908.0,1134732,1135552,1132367.0,W09B6.4c.1
252,F53A10.2b.1,ham-1,1226111.0,1188071,1188479,1176071.0,T23F4.4.1
253,F53A10.2b.3,ham-1,1226111.0,1188144,1188701,1176071.0,T23F4.4.1
254,F53A10.2b.1,ham-1,1225768.0,1188071,1188479,1176071.0,T23F4.4.1
255,F53A10.2b.2,ham-1,1226111.0,1188144,1188701,1176071.0,T23F4.4.1
256,F53A10.2b.3,ham-1,1226111.0,1188095,1188692,1176071.0,T23F4.4.1
257,F53A10.2b.4,ham-1,1226109.0,1188071,1188479,1176071.0,T23F4.4.1
258,F53A10.2b.3,ham-1,1227098.0,1188144,1188701,1176071.0,T23F4.4.1
259,F53A10.2b.2,ham-1,1226111.0,1188095,1188692,1176071.0,T23F4.4.1
260,F53A10.2b.1,ham-1,1227098.0,1188144,1188701,1176071.0,T23F4.4.1
261,F53A10.2b.4,ham-1,1227098.0,1188144,1188701,1176071.0,T23F4.4.1
262,F53A10.2b.3,ham-1,1225768.0,1188071,1188479,1176071.0,T23F4.4.1
263,F53A10.2b.3,ham-1,1227098.0,1188095,1188692,1176071.0,T23F4.4.1
264,F53A10.2b.2,ham-1,1227098.0,1188144,1188701,1176071.0,T23F4.4.1
265,F53A10.2b.2,ham-1,1226111.0,1188071,1188479,1176071.0,T23F4.4.1
266,F53A10.2b.1,ham-1,1227098.0,1188095,1188692,1176071.0,T23F4.4.1
267,F53A10.2b.4,ham-1,1227098.0,1188095,1188692,1176071.0,T23F4.4.1
268,F53A10.2b.1,ham-1,1228270.0,1188144,1188701,1176071.0,T23F4.4.1
269,F53A10.2b.3,ham-1,1226111.0,1188071,1188479,1176071.0,T23F4.4.1
270,F53A10.2b.2,ham-1,1227098.0,1188095,1188692,1176071.0,T23F4.4.1
271,F53A10.2b.3,ham-1,1211355.0,1188071,1188479,1176071.0,T23F4.4.1
272,F53A10.2b.1,ham-1,1227098.0,1188071,1188479,1176071.0,T23F4.4.1
273,F53A10.2b.2,ham-1,1227098.0,1188071,1188479,1176071.0,T23F4.4.1
274,F53A10.2b.4,ham-1,1227098.0,1188071,1188479,1176071.0,T23F4.4.1
275,F53A10.2b.1,ham-1,1228270.0,1188095,1188692,1176071.0,T23F4.4.1
276,F53A10.2b.5,ham-1,1228263.0,1188144,1188701,1176071.0,T23F4.4.1
277,F53A10.2b.3,ham-1,1228270.0,1188144,1188701,1176071.0,T23F4.4.1
278,F53A10.2b.3,ham-1,1227098.0,1188071,1188479,1176071.0,T23F4.4.1
279,F53A10.2b.5,ham-1,1228263.0,1188095,1188692,1176071.0,T23F4.4.1
280,F53A10.2b.1,ham-1,1228270.0,1188071,1188479,1176071.0,T23F4.4.1
281,Y57G7A.1.2,ham-1,1298469.0,1297299,1297679,1296808.0,Y57G7A.2.1
282,Y57G7A.1.1,ham-1,1298496.0,1297299,1297679,1296808.0,Y57G7A.2.1
283,F53A10.2b.3,ham-1,1228270.0,1188095,1188692,1176071.0,T23F4.4.1
284,F47F6.5.1,ham-1,1255937.0,1246843,1247309,1239522.0,F47F6.1c.1
285,Y57G7A.1.2,ham-1,1298494.0,1297299,1297679,1296808.0,Y57G7A.2.1
286,Y57G7A.1.1,ham-1,1298496.0,1297294,1297677,1296808.0,Y57G7A.2.1
287,F53A10.2b.4,ham-1,1228270.0,1188144,1188701,1176071.0,T23F4.4.1
288,F56D12.4a.1,ham-1,1326995.0,1323277,1323649,1323073.0,F56D12.5.1
289,F53A10.2b.5,ham-1,1228263.0,1188071,1188479,1176071.0,T23F4.4.1
290,F53A10.2b.4,ham-1,1228270.0,1188095,1188692,1176071.0,T23F4.4.1
291,F53A10.2b.2,ham-1,1228270.0,1188144,1188701,1176071.0,T23F4.4.1
292,F47F6.5.1,ham-1,1255937.0,1246616,1247341,1239522.0,F47F6.1c.1
293,F53A10.2b.3,ham-1,1228270.0,1188071,1188479,1176071.0,T23F4.4.1
294,Y57G7A.1.2,ham-1,1298469.0,1297294,1297677,1296808.0,Y57G7A.2.1
295,F53A10.2b.4,ham-1,1228270.0,1188071,1188479,1176071.0,T23F4.4.1
296,F53A10.2b.2,ham-1,1228270.0,1188095,1188692,1176071.0,T23F4.4.1
297,F56D12.4d.1,ham-1,1326989.0,1323277,1323649,1323073.0,F56D12.5.1
298,Y51H7C.7.1,ham-1,1402569.0,1402213,1402586,1402134.0,Y51H7C.8.1
299,F56D12.4a.1,ham-1,1326995.0,1323225,1323660,1323073.0,F56D12.5.1
300,F47F6.5.1,ham-1,1255937.0,1245569,1245898,1239522.0,F47F6.1c.1
301,F53A10.2b.2,ham-1,1228270.0,1188071,1188479,1176071.0,T23F4.4.1
302,F56D12.4d.1,ham-1,1326989.0,1323225,1323660,1323073.0,F56D12.5.1
303,Y51H7C.7.1,ham-1,1402569.0,1402141,1402700,1402134.0,Y51H7C.8.1
304,F47F6.5.1,ham-1,1255937.0,1245561,1245898,1239522.0,F47F6.1c.1
305,Y57G7A.1.2,ham-1,1298494.0,1297294,1297677,1296808.0,Y57G7A.2.1
306,ZC204.2.1,ham-1,1663699.0,1663292,1663904,1661917.0,ZC204.14.1
307,F47F6.5.1,ham-1,1255937.0,1242544,1242893,1239522.0,F47F6.1c.1
308,Y51H7C.7.1,ham-1,1402569.0,1402140,1402623,1402134.0,Y51H7C.8.1
309,F47F6.5.1,ham-1,1255937.0,1242540,1242889,1239522.0,F47F6.1c.1
310,T08E11.5.1,ham-1,1820479.0,1819926,1820313,1818957.0,T08E11.7.1
311,T08E11.5.1,ham-1,1821404.0,1819926,1820313,1818957.0,T08E11.7.1
312,T08E11.5.1,ham-1,1820479.0,1819921,1820319,1818957.0,T08E11.7.1
313,T08E11.5.1,ham-1,1821404.0,1819921,1820319,1818957.0,T08E11.7.1
314,Y59C2A.1.1,ham-1,2208112.0,2197551,2197858,2192881.0,Y59C2A.2a.1
