,five_prime_transcript,peak,five_prime_start,peak_start (used to compare),peak_end,nearest_three_prime_end,three_prime_transcript
22,Y48G1C.12.1,ham-1,47461.0,35376,35594,28279.0,Y74C9A.5.1
23,Y48G1C.12.1,ham-1,47461.0,35352,35619,28279.0,Y74C9A.5.1
24,F56C11.5a.1,ham-1,180081.0,180064,180426,176040.0,F56C11.6a.2
25,Y48G1BL.2a.1,ham-1,183364.0,182739,183161,182138.0,F56C11.3.1
26,C53D5.2.1,ham-1,280114.0,264479,264566,254708.0,Y48G1BR.1.1
27,C53D5.1b.1,ham-1,295333.0,288883,289801,286351.0,C53D5.4b.1
28,C53D5.1c.2,ham-1,295742.0,288883,289801,286351.0,C53D5.4b.1
29,F56C11.5a.1,ham-1,180081.0,180015,180730,176040.0,F56C11.6a.2
30,C53D5.1c.1,ham-1,302595.0,298274,298702,286351.0,C53D5.4b.1
31,C53D5.1c.2,ham-1,302595.0,298274,298702,286351.0,C53D5.4b.1
32,C53D5.2.1,ham-1,280114.0,264454,264638,254708.0,Y48G1BR.1.1
33,C53D5.1a.1,ham-1,291215.0,288883,289801,286351.0,C53D5.4b.1
34,Y50C1A.1a.1,ham-1,398891.0,397691,398348,388794.0,R119.5b.1
35,Y50C1A.1b.1,ham-1,402291.0,400094,400096,388794.0,R119.5b.1
36,C07F11.1.1,ham-1,444003.0,435453,435941,423713.0,C07F11.2.1
37,C53D5.1c.1,ham-1,302595.0,298265,298694,286351.0,C53D5.4b.1
38,W04C9.2.1,ham-1,488607.0,488229,488616,484125.0,W04C9.6.1
39,R119.6.1,ham-1,382826.0,381376,383001,379243.0,R119.4.1
40,Y65B4BL.1.1,ham-1,530969.0,529317,530924,520276.0,Y65B4BL.6a.1
41,C53D5.1c.2,ham-1,302595.0,298265,298694,286351.0,C53D5.4b.1
42,Y65B4BM.3.1,ham-1,531725.0,529317,530924,520276.0,Y65B4BL.6a.1
43,C07F11.1.1,ham-1,444003.0,434480,434826,423713.0,C07F11.2.1
44,C53D5.1c.1,ham-1,302595.0,288883,289801,286351.0,C53D5.4b.1
45,Y50C1A.1b.1,ham-1,402291.0,397691,398348,388794.0,R119.5b.1
46,C07F11.1.1,ham-1,444003.0,434472,434832,423713.0,C07F11.2.1
47,R119.6.1,ham-1,382826.0,381335,382976,379243.0,R119.4.1
48,C53D5.1c.2,ham-1,302595.0,288883,289801,286351.0,C53D5.4b.1
49,Y65B4BM.3.1,ham-1,531725.0,529306,530990,520276.0,Y65B4BL.6a.1
50,C07F11.1.1,ham-1,444003.0,433565,433958,423713.0,C07F11.2.1
51,Y65B4BL.1.1,ham-1,530969.0,529306,530990,520276.0,Y65B4BL.6a.1
52,Y50C1A.1b.1,ham-1,402291.0,397446,398415,388794.0,R119.5b.1
53,Y65B4BR.3.1,ham-1,550696.0,547996,548366,542200.0,Y65B4BR.4b.1
54,W04C9.2.1,ham-1,488607.0,488181,488630,484125.0,W04C9.6.1
55,Y65B4BL.1.1,ham-1,530969.0,527198,528385,520276.0,Y65B4BL.6a.1
56,Y50C1A.1a.1,ham-1,398891.0,397446,398415,388794.0,R119.5b.1
57,C07F11.1.1,ham-1,444003.0,433551,433959,423713.0,C07F11.2.1
58,Y65B4BR.8.1,ham-1,534455.0,534131,534492,533084.0,Y65B4BM.3.1
59,Y65B4BR.3.1,ham-1,550696.0,547989,548364,542200.0,Y65B4BR.4b.1
60,Y65B4BM.3.1,ham-1,531725.0,527198,528385,520276.0,Y65B4BL.6a.1
61,C07F11.1.1,ham-1,444003.0,424611,424676,423713.0,C07F11.2.1
62,Y65B4BR.3.1,ham-1,550696.0,545575,545648,542200.0,Y65B4BR.4b.1
63,Y50C1A.1b.1,ham-1,402291.0,397354,398344,388794.0,R119.5b.1
64,Y65B4BR.8.1,ham-1,534455.0,534085,534594,533084.0,Y65B4BM.3.1
65,Y50C1A.1a.1,ham-1,398891.0,397354,398344,388794.0,R119.5b.1
66,W04C9.2.1,ham-1,488607.0,488164,488630,484125.0,W04C9.6.1
67,Y65B4BR.3.1,ham-1,550696.0,542298,542532,542200.0,Y65B4BR.4b.1
68,C07F11.1.1,ham-1,444003.0,424600,424718,423713.0,C07F11.2.1
69,Y50C1A.1a.1,ham-1,398891.0,394976,395586,388794.0,R119.5b.1
70,Y65B4BR.3.1,ham-1,550696.0,542291,542405,542200.0,Y65B4BR.4b.1
71,Y50C1A.1b.1,ham-1,402291.0,394976,395586,388794.0,R119.5b.1
72,Y65B4BR.8.1,ham-1,534455.0,534085,534592,533084.0,Y65B4BM.3.1
73,Y95B8A.6a.2,ham-1,883006.0,882487,883290,873480.0,Y95B8A.10a.1
74,Y95B8A.6c.1,ham-1,882918.0,882487,883290,873480.0,Y95B8A.10a.1
75,Y95B8A.6a.2,ham-1,884915.0,882487,883290,873480.0,Y95B8A.10a.1
76,Y95B8A.6a.1,ham-1,882944.0,882487,883290,873480.0,Y95B8A.10a.1
77,Y95B8A.8.1,ham-1,853451.0,853151,853555,841835.0,ZC123.4b.1
78,Y95B8A.6a.1,ham-1,886507.0,882487,883290,873480.0,Y95B8A.10a.1
79,Y95B8A.6a.2,ham-1,884915.0,882432,883324,873480.0,Y95B8A.10a.1
80,Y95B8A.6a.2,ham-1,883006.0,882432,883324,873480.0,Y95B8A.10a.1
81,Y95B8A.6a.1,ham-1,886507.0,882432,883324,873480.0,Y95B8A.10a.1
82,Y95B8A.6a.3,ham-1,884898.0,882487,883290,873480.0,Y95B8A.10a.1
83,Y95B8A.8.1,ham-1,853451.0,853140,853555,841835.0,ZC123.4b.1
84,Y95B8A.6a.1,ham-1,882944.0,882432,883324,873480.0,Y95B8A.10a.1
85,Y95B8A.6a.2,ham-1,886507.0,882487,883290,873480.0,Y95B8A.10a.1
86,ZC123.3a.1,ham-1,803368.0,780175,780208,776369.0,T06A4.1a.1
87,Y95B8A.6d.1,ham-1,883014.0,882487,883290,873480.0,Y95B8A.10a.1
88,Y95B8A.6a.1,ham-1,884904.0,882487,883290,873480.0,Y95B8A.10a.1
89,Y95B8A.6c.1,ham-1,882918.0,882432,883324,873480.0,Y95B8A.10a.1
90,Y95B8A.6a.3,ham-1,884898.0,882432,883324,873480.0,Y95B8A.10a.1
91,Y95B8A.6a.2,ham-1,886507.0,882432,883324,873480.0,Y95B8A.10a.1
92,Y95B8A.6d.1,ham-1,883014.0,882432,883324,873480.0,Y95B8A.10a.1
93,Y95B8A.8.1,ham-1,853451.0,851639,851655,841835.0,ZC123.4b.1
94,Y95B8A.6a.3,ham-1,886507.0,882487,883290,873480.0,Y95B8A.10a.1
95,Y34D9A.3e.1,ham-1,1034448.0,1034179,1034598,1030828.0,Y34D9A.4.1
96,F54A5.1.1,ham-1,989671.0,989025,989182,969679.0,F54A5.3a.1
97,Y34D9A.3f.1,ham-1,1034545.0,1034179,1034598,1030828.0,Y34D9A.4.1
98,Y95B8A.6a.3,ham-1,886507.0,882432,883324,873480.0,Y95B8A.10a.1
99,Y95B8A.6a.1,ham-1,884904.0,882432,883324,873480.0,Y95B8A.10a.1
100,Y34D9A.3f.1,ham-1,1034691.0,1034179,1034598,1030828.0,Y34D9A.4.1
101,Y34D9A.3a.1,ham-1,1034443.0,1034179,1034598,1030828.0,Y34D9A.4.1
102,Y95B8A.8.1,ham-1,853451.0,849162,849199,841835.0,ZC123.4b.1
103,Y34D9A.3f.1,ham-1,1034545.0,1034174,1034608,1030828.0,Y34D9A.4.1
104,Y34D9A.2.1,ham-1,1062293.0,1061907,1062485,1054361.0,Y34D9A.10.1
105,Y34D9A.3e.1,ham-1,1034448.0,1034174,1034608,1030828.0,Y34D9A.4.1
106,R06A10.1b.1,ham-1,1077425.0,1069720,1070277,1065297.0,Y34D9A.2.1
107,R06A10.2a.1,ham-1,1068484.0,1068059,1068728,1065297.0,Y34D9A.2.1
108,Y34D9A.3a.1,ham-1,1034443.0,1034174,1034608,1030828.0,Y34D9A.4.1
109,R06A10.1a.1,ham-1,1084531.0,1069720,1070277,1065297.0,Y34D9A.2.1
110,Y95B8A.8.1,ham-1,853451.0,849155,849216,841835.0,ZC123.4b.1
111,Y34D9A.3f.1,ham-1,1034691.0,1034174,1034608,1030828.0,Y34D9A.4.1
112,R06A10.1b.1,ham-1,1077425.0,1069663,1070384,1065297.0,Y34D9A.2.1
113,R06A10.2a.1,ham-1,1068484.0,1068037,1068748,1065297.0,Y34D9A.2.1
114,R06A10.1a.1,ham-1,1084531.0,1069663,1070384,1065297.0,Y34D9A.2.1
115,R06A10.1b.1,ham-1,1077425.0,1069224,1070384,1065297.0,Y34D9A.2.1
116,R06A10.1a.1,ham-1,1084531.0,1069224,1070384,1065297.0,Y34D9A.2.1
117,R06A10.1b.1,ham-1,1077425.0,1068059,1068728,1065297.0,Y34D9A.2.1
118,R06A10.2a.1,ham-1,1068484.0,1066927,1067407,1065297.0,Y34D9A.2.1
119,R06A10.1b.1,ham-1,1077425.0,1068037,1068748,1065297.0,Y34D9A.2.1
120,R06A10.2a.1,ham-1,1068484.0,1066921,1067348,1065297.0,Y34D9A.2.1
121,R06A10.1a.1,ham-1,1084531.0,1068059,1068728,1065297.0,Y34D9A.2.1
122,R06A10.2a.1,ham-1,1068484.0,1066912,1067419,1065297.0,Y34D9A.2.1
123,R06A10.1a.1,ham-1,1084531.0,1068037,1068748,1065297.0,Y34D9A.2.1
124,R06A10.1b.1,ham-1,1077425.0,1066927,1067407,1065297.0,Y34D9A.2.1
125,R06A10.1a.1,ham-1,1084531.0,1066927,1067407,1065297.0,Y34D9A.2.1
126,R06A10.1a.1,ham-1,1084531.0,1066921,1067348,1065297.0,Y34D9A.2.1
127,R06A10.1b.1,ham-1,1077425.0,1066921,1067348,1065297.0,Y34D9A.2.1
128,R06A10.1a.1,ham-1,1084531.0,1066912,1067419,1065297.0,Y34D9A.2.1
129,R06A10.1b.1,ham-1,1077425.0,1066912,1067419,1065297.0,Y34D9A.2.1
130,Y48G8AL.8.1,ham-1,1156579.0,1155939,1156439,1155401.0,Y48G8AL.14.1
131,Y48G8AL.8.1,ham-1,1156579.0,1155925,1156540,1155401.0,Y48G8AL.14.1
132,Y48G8AR.8.1,ham-1,1271516.0,1269100,1269281,1259488.0,Y48G8AR.1a.1
133,Y48G8AR.8.1,ham-1,1271516.0,1269092,1269319,1259488.0,Y48G8AR.1a.1
134,K12C11.4a.1,ham-1,1305562.0,1300029,1300222,1287959.0,Y48G8AR.3.1
135,K12C11.4a.1,ham-1,1305562.0,1300023,1300222,1287959.0,Y48G8AR.3.1
136,Y48G8AR.2.1,ham-1,1282101.0,1273701,1274263,1273033.0,Y48G8AR.8.1
137,Y92H12BR.7.2,ham-1,1393046.0,1392896,1393129,1376409.0,Y92H12BL.5.1
138,Y92H12BR.3b.1,ham-1,1416587.0,1415803,1416402,1414067.0,Y92H12BR.2.1
139,Y48G8AR.2.1,ham-1,1282101.0,1273652,1274285,1273033.0,Y48G8AR.8.1
140,Y92H12BL.5.1,ham-1,1365303.0,1361238,1361662,1359643.0,Y92H12BL.1a.1
141,Y92H12BR.7.2,ham-1,1393046.0,1392877,1393148,1376409.0,Y92H12BL.5.1
142,F47G6.4a.1,ham-1,1446654.0,1444029,1444671,1442524.0,F37F2.2.2
143,K12C11.4a.1,ham-1,1305562.0,1296434,1296872,1287959.0,Y48G8AR.3.1
144,Y92H12BR.3b.1,ham-1,1416587.0,1415753,1416404,1414067.0,Y92H12BR.2.1
145,Y92H12BR.3a.1,ham-1,1416582.0,1415803,1416402,1414067.0,Y92H12BR.2.1
146,Y92H12BR.8.1,ham-1,1436279.0,1435110,1435874,1425195.0,Y92H12BR.3b.1
147,Y48G8AR.2.1,ham-1,1282101.0,1273508,1274279,1273033.0,Y48G8AR.8.1
148,Y92H12BL.5.1,ham-1,1365303.0,1361229,1361628,1359643.0,Y92H12BL.1a.1
149,Y92H12BR.3a.1,ham-1,1416582.0,1415753,1416404,1414067.0,Y92H12BR.2.1
150,F47G6.4a.1,ham-1,1446497.0,1444029,1444671,1442524.0,F37F2.2.2
151,K12C11.4a.1,ham-1,1305562.0,1296406,1296888,1287959.0,Y48G8AR.3.1
152,Y92H12BL.5.1,ham-1,1365303.0,1361216,1361700,1359643.0,Y92H12BL.1a.1
153,F47G6.1a.1,ham-1,1483083.0,1481475,1481979,1479923.0,F47G6.2.1
154,F47G6.4a.1,ham-1,1446654.0,1444001,1444683,1442524.0,F37F2.2.2
155,Y92H12BR.8.1,ham-1,1436279.0,1435054,1435881,1425195.0,Y92H12BR.3b.1
156,F47G6.4a.1,ham-1,1446497.0,1444001,1444683,1442524.0,F37F2.2.2
157,F47G6.1c.1,ham-1,1486056.0,1481475,1481979,1479923.0,F47G6.2.1
158,Y92H12BR.8.1,ham-1,1436279.0,1435053,1435890,1425195.0,Y92H12BR.3b.1
159,F47G6.1a.1,ham-1,1483083.0,1481467,1481977,1479923.0,F47G6.2.1
160,F47G6.1c.1,ham-1,1487769.0,1481475,1481979,1479923.0,F47G6.2.1
161,F47G6.1c.1,ham-1,1485854.0,1481475,1481979,1479923.0,F47G6.2.1
162,F47G6.1c.1,ham-1,1487179.0,1481475,1481979,1479923.0,F47G6.2.1
163,F47G6.1c.1,ham-1,1486056.0,1481467,1481977,1479923.0,F47G6.2.1
164,F47G6.1c.1,ham-1,1488424.0,1481475,1481979,1479923.0,F47G6.2.1
165,F47G6.1c.2,ham-1,1489066.0,1481475,1481979,1479923.0,F47G6.2.1
166,F47G6.1c.1,ham-1,1487179.0,1481467,1481977,1479923.0,F47G6.2.1
167,F47G6.1c.1,ham-1,1485854.0,1481467,1481977,1479923.0,F47G6.2.1
168,K12C11.4a.1,ham-1,1305562.0,1295490,1295782,1287959.0,Y48G8AR.3.1
169,F47G6.1c.1,ham-1,1487769.0,1481467,1481977,1479923.0,F47G6.2.1
170,Y92H12A.1a.1,ham-1,1567602.0,1558860,1559507,1556196.0,Y92H12A.2b.1
171,F47G6.1c.1,ham-1,1488424.0,1481467,1481977,1479923.0,F47G6.2.1
172,F47G6.1c.1,ham-1,1489068.0,1481475,1481979,1479923.0,F47G6.2.1
173,F47G6.1c.2,ham-1,1489066.0,1481467,1481977,1479923.0,F47G6.2.1
174,K12C11.4a.1,ham-1,1305562.0,1295438,1295860,1287959.0,Y48G8AR.3.1
175,Y73E7A.1a.1,ham-1,1629003.0,1628607,1628949,1621525.0,Y73E7A.7b.1
176,Y73E7A.2.1,ham-1,1601838.0,1601508,1601763,1594979.0,Y73E7A.4.1
177,Y73E7A.1a.1,ham-1,1629003.0,1628586,1628977,1621525.0,Y73E7A.7b.1
178,F47G6.1c.1,ham-1,1489068.0,1481467,1481977,1479923.0,F47G6.2.1
179,Y71G12B.15a.1,ham-1,1698349.0,1697751,1698421,1685203.0,Y71G12B.16.1
180,K12C11.4a.1,ham-1,1305562.0,1295428,1295865,1287959.0,Y48G8AR.3.1
181,Y73E7A.1a.1,ham-1,1629003.0,1628563,1628967,1621525.0,Y73E7A.7b.1
182,Y71G12B.11a.1,ham-1,1721592.0,1719044,1719563,1715503.0,Y71G12B.12c.1
183,Y71G12B.15a.1,ham-1,1698349.0,1697733,1698334,1685203.0,Y71G12B.16.1
184,Y73E7A.2.1,ham-1,1601838.0,1601504,1601786,1594979.0,Y73E7A.4.1
185,Y71G12B.16.1,ham-1,1680446.0,1676482,1676803,1672870.0,Y71G12B.35.1
186,Y71G12B.11b.1,ham-1,1721590.0,1719044,1719563,1715503.0,Y71G12B.12c.1
187,Y71G12B.11a.1,ham-1,1721592.0,1718970,1719711,1715503.0,Y71G12B.12c.1
188,Y71G12B.18a.1,ham-1,1652876.0,1651282,1651677,1644870.0,Y71G12B.20a.1
189,Y71G12B.16.1,ham-1,1680446.0,1676481,1676844,1672870.0,Y71G12B.35.1
190,Y71G12B.11b.1,ham-1,1721590.0,1718970,1719711,1715503.0,Y71G12B.12c.1
191,Y71G12B.10.1,ham-1,1751481.0,1751092,1751308,1740762.0,Y71G12B.24b.1
192,Y71G12B.11a.1,ham-1,1721592.0,1717448,1717743,1715503.0,Y71G12B.12c.1
193,Y71G12B.6a.1,ham-1,1793254.0,1792653,1792871,1790157.0,Y71G12B.8.1
194,Y71G12B.11c.1,ham-1,1729827.0,1719044,1719563,1715503.0,Y71G12B.12c.1
195,Y71G12B.16.1,ham-1,1680446.0,1676474,1676842,1672870.0,Y71G12B.35.1
196,Y71G12B.11a.1,ham-1,1721592.0,1717378,1717879,1715503.0,Y71G12B.12c.1
197,Y71G12B.11b.1,ham-1,1721590.0,1717448,1717743,1715503.0,Y71G12B.12c.1
198,Y73E7A.2.1,ham-1,1601838.0,1598476,1598781,1594979.0,Y73E7A.4.1
199,Y71G12B.15a.1,ham-1,1698349.0,1697733,1698480,1685203.0,Y71G12B.16.1
200,Y71G12B.18a.1,ham-1,1652876.0,1651126,1651745,1644870.0,Y71G12B.20a.1
201,Y71G12B.6a.1,ham-1,1793254.0,1792597,1792930,1790157.0,Y71G12B.8.1
202,Y71G12B.11b.1,ham-1,1721590.0,1717378,1717879,1715503.0,Y71G12B.12c.1
203,Y71G12B.10.1,ham-1,1751481.0,1751015,1751345,1740762.0,Y71G12B.24b.1
204,Y71G12B.4.1,ham-1,1808092.0,1807887,1808265,1806996.0,Y71G12B.5a.1
205,Y71G12B.11b.1,ham-1,1721590.0,1717364,1717879,1715503.0,Y71G12B.12c.1
206,Y71G12B.18a.1,ham-1,1652876.0,1651106,1651745,1644870.0,Y71G12B.20a.1
207,Y71G12B.10.1,ham-1,1751481.0,1751012,1751338,1740762.0,Y71G12B.24b.1
208,Y73E7A.2.1,ham-1,1601838.0,1598467,1598783,1594979.0,Y73E7A.4.1
209,Y71G12B.11c.1,ham-1,1729827.0,1718970,1719711,1715503.0,Y71G12B.12c.1
210,Y71G12B.11a.1,ham-1,1721592.0,1717364,1717879,1715503.0,Y71G12B.12c.1
211,Y71G12B.1a.1,ham-1,1823447.0,1823071,1823453,1818589.0,Y71G12B.30a.1
212,Y71G12B.6a.1,ham-1,1793254.0,1792592,1792925,1790157.0,Y71G12B.8.1
213,Y71G12B.1b.1,ham-1,1823447.0,1823071,1823453,1818589.0,Y71G12B.30a.1
214,Y71G12B.10.1,ham-1,1751481.0,1740827,1740845,1740762.0,Y71G12B.24b.1
215,Y71G12B.4.1,ham-1,1808092.0,1807860,1808263,1806996.0,Y71G12B.5a.1
216,Y71G12B.11c.1,ham-1,1729827.0,1717448,1717743,1715503.0,Y71G12B.12c.1
217,Y71G12B.1a.1,ham-1,1823447.0,1823039,1823489,1818589.0,Y71G12B.30a.1
218,Y71G12B.15a.1,ham-1,1698349.0,1695028,1695841,1685203.0,Y71G12B.16.1
219,M01D7.6.1,ham-1,1842445.0,1841951,1842284,1841936.0,M01D7.7c.1
220,M01D7.7b.1,ham-1,1836651.0,1836111,1837365,1835438.0,C53H9.1.1
221,M01D7.6.2,ham-1,1842445.0,1841951,1842284,1841936.0,M01D7.7c.1
222,Y71G12B.1b.1,ham-1,1823447.0,1823039,1823489,1818589.0,Y71G12B.30a.1
223,M01D7.7b.1,ham-1,1836651.0,1836052,1837496,1835438.0,C53H9.1.1
224,Y71G12A.3a.1,ham-1,1874008.0,1873616,1874283,1862970.0,M01D7.2a.1
225,Y71G12B.11c.1,ham-1,1729827.0,1717378,1717879,1715503.0,Y71G12B.12c.1
226,Y71G12B.15a.1,ham-1,1698349.0,1695019,1695841,1685203.0,Y71G12B.16.1
227,Y71G12A.2c.1,ham-1,1895354.0,1894985,1895306,1885204.0,Y71G12A.4.1
228,Y71G12A.2b.1,ham-1,1895176.0,1894985,1895306,1885204.0,Y71G12A.4.1
229,Y71G12A.3a.1,ham-1,1874008.0,1873578,1874299,1862970.0,M01D7.2a.1
230,Y71G12A.2c.1,ham-1,1899028.0,1894985,1895306,1885204.0,Y71G12A.4.1
231,Y71G12A.2c.1,ham-1,1895498.0,1894985,1895306,1885204.0,Y71G12A.4.1
232,Y71G12B.15a.1,ham-1,1698349.0,1691099,1691824,1685203.0,Y71G12B.16.1
233,Y71G12A.2a.1,ham-1,1895161.0,1894985,1895306,1885204.0,Y71G12A.4.1
234,Y71G12A.2c.2,ham-1,1899021.0,1894985,1895306,1885204.0,Y71G12A.4.1
235,Y71G12A.3a.1,ham-1,1874008.0,1873578,1874288,1862970.0,M01D7.2a.1
236,Y71G12A.2c.1,ham-1,1896475.0,1894985,1895306,1885204.0,Y71G12A.4.1
237,Y71G12B.11c.1,ham-1,1729827.0,1717364,1717879,1715503.0,Y71G12B.12c.1
238,Y71G12B.15a.1,ham-1,1698349.0,1691081,1691824,1685203.0,Y71G12B.16.1
239,Y20F4.2.1,ham-1,2026316.0,2024572,2025026,1988722.0,Y20F4.3a.1
240,Y20F4.2.1,ham-1,2026316.0,2024571,2024980,1988722.0,Y20F4.3a.1
241,Y20F4.2.1,ham-1,2026316.0,2021249,2021525,1988722.0,Y20F4.3a.1
242,Y20F4.2.1,ham-1,2026316.0,2021228,2021531,1988722.0,Y20F4.3a.1
243,Y20F4.2.1,ham-1,2026316.0,2011138,2011578,1988722.0,Y20F4.3a.1
244,Y37E3.9.1,ham-1,2071352.0,2070703,2071191,2069720.0,Y37E3.8b.1
245,Y20F4.2.1,ham-1,2026316.0,2011128,2011642,1988722.0,Y20F4.3a.1
246,Y37E3.11b.1,ham-1,2078955.0,2076950,2077337,2076906.0,Y37E3.10a.2
247,Y37E3.11i.1,ham-1,2078959.0,2076950,2077337,2076906.0,Y37E3.10a.2
248,Y37E3.9.1,ham-1,2071352.0,2070694,2071131,2069720.0,Y37E3.8b.1
249,Y37E3.11a.1,ham-1,2078957.0,2076950,2077337,2076906.0,Y37E3.10a.2
250,Y37E3.11a.1,ham-1,2078957.0,2076913,2077353,2076906.0,Y37E3.10a.2
251,Y37E3.11i.1,ham-1,2078959.0,2076913,2077353,2076906.0,Y37E3.10a.2
252,Y37E3.11b.1,ham-1,2078955.0,2076913,2077353,2076906.0,Y37E3.10a.2
253,Y37E3.15a.1,ham-1,2097346.0,2096885,2097307,2085672.0,Y37E3.13a.1
254,Y20F4.2.1,ham-1,2026316.0,2011121,2011646,1988722.0,Y20F4.3a.1
255,Y39G10AR.9a.1,ham-1,2307404.0,2306782,2307089,2304715.0,Y39G10AR.13a.1
256,Y39G10AL.1a.1,ham-1,2279845.0,2277112,2277251,2256151.0,F12B6.1a.1
257,Y37E3.15a.1,ham-1,2097346.0,2096870,2097302,2085672.0,Y37E3.13a.1
258,Y39G10AR.2a.1,ham-1,2402232.0,2401457,2401839,2384590.0,Y39G10AR.18b.1
259,Y39G10AL.1a.1,ham-1,2279845.0,2277108,2277290,2256151.0,F12B6.1a.1
260,F23C8.4.1,ham-1,2434002.0,2433556,2433925,2432709.0,F23C8.9.1
261,Y39G10AR.11.1,ham-1,2293127.0,2292686,2293255,2281619.0,Y39G10AL.3.1
262,Y74C10AR.1a.1,ham-1,2485861.0,2485473,2485841,2472417.0,Y74C10AR.3a.1
263,Y37E3.15a.1,ham-1,2097346.0,2096859,2097318,2085672.0,Y37E3.13a.1
264,Y39G10AR.2b.1,ham-1,2402230.0,2401457,2401839,2384590.0,Y39G10AR.18b.1
265,Y74C10AR.1a.1,ham-1,2485861.0,2485466,2485845,2472417.0,Y74C10AR.3a.1
266,Y39G10AR.11.1,ham-1,2293127.0,2291023,2291626,2281619.0,Y39G10AL.3.1
267,Y37E3.15a.1,ham-1,2097346.0,2095073,2095086,2085672.0,Y37E3.13a.1
268,Y39G10AR.2b.1,ham-1,2402230.0,2401439,2401855,2384590.0,Y39G10AR.18b.1
269,Y39G10AR.2a.1,ham-1,2402232.0,2401439,2401855,2384590.0,Y39G10AR.18b.1
270,K07A3.3b.1,ham-1,2599979.0,2591475,2591953,2587695.0,K07A3.2a.1
271,F23C8.4.1,ham-1,2434002.0,2433548,2433936,2432709.0,F23C8.9.1
272,Y23H5A.5d.1,ham-1,2606752.0,2605188,2605633,2602650.0,K07A3.3b.1
273,Y23H5A.5d.3,ham-1,2606754.0,2605188,2605633,2602650.0,K07A3.3b.1
274,Y39G10AR.2b.1,ham-1,2402230.0,2401429,2401838,2384590.0,Y39G10AR.18b.1
275,Y23H5A.5c.1,ham-1,2606754.0,2605188,2605633,2602650.0,K07A3.3b.1
276,Y39G10AR.2a.1,ham-1,2402232.0,2401429,2401838,2384590.0,Y39G10AR.18b.1
277,K07A3.3b.1,ham-1,2599979.0,2591449,2591953,2587695.0,K07A3.2a.1
278,Y23H5A.5d.2,ham-1,2606753.0,2605188,2605633,2602650.0,K07A3.3b.1
279,Y23H5A.5d.1,ham-1,2606752.0,2605150,2605581,2602650.0,K07A3.3b.1
280,Y23H5A.5d.3,ham-1,2606754.0,2605150,2605581,2602650.0,K07A3.3b.1
281,F40E3.2.1,ham-1,2642724.0,2639596,2640052,2639419.0,F40E3.3.1
282,F32B5.6k.1,ham-1,2668160.0,2663280,2663339,2645308.0,F40E3.5.1
283,F40E3.2.1,ham-1,2642724.0,2639583,2640063,2639419.0,F40E3.3.1
284,Y23H5A.5d.2,ham-1,2606753.0,2605150,2605581,2602650.0,K07A3.3b.1
285,Y23H5A.5d.1,ham-1,2606752.0,2603625,2604356,2602650.0,K07A3.3b.1
286,F32B5.6k.1,ham-1,2668160.0,2662555,2662975,2645308.0,F40E3.5.1
287,F40E3.2.1,ham-1,2642724.0,2639571,2640067,2639419.0,F40E3.3.1
288,F32B5.6j.1,ham-1,2668160.0,2663280,2663339,2645308.0,F40E3.5.1
289,Y23H5A.5c.1,ham-1,2606754.0,2605150,2605581,2602650.0,K07A3.3b.1
290,Y39G10AR.11.1,ham-1,2293127.0,2290971,2291698,2281619.0,Y39G10AL.3.1
