,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
134,K11H12.2.1,ham-1,654576.0,654650,655462,655830.0,K11H12.8b.1
135,Y55F3C.9b.1,ham-1,728195.0,740719,741020,752929.0,Y55F3C.3a.1
136,F56A11.5b.1,ham-1,570849.0,607698,607949,580246.0,F56A11.6.1
137,Y55F3BL.2a.1,ham-1,824954.0,828269,829445,830358.0,Y55F3BR.5a.1
138,Y55F3C.9a.1,ham-1,727488.0,740719,741020,752929.0,Y55F3C.3a.1
139,K11H12.2.1,ham-1,654576.0,654736,655289,655830.0,K11H12.8b.1
140,F56B3.2.1,ham-1,768584.0,770090,770221,776544.0,F56B3.8a.1
141,F56B3.11a.1,ham-1,796565.0,796519,797139,799321.0,F56B3.5.1
142,F56B3.11b.1,ham-1,796571.0,796519,797139,799321.0,F56B3.5.1
143,F56B3.2.1,ham-1,768584.0,796519,797139,776544.0,F56B3.8a.1
144,K11H12.2.1,ham-1,654576.0,657935,658996,655830.0,K11H12.8b.1
145,Y55F3BL.2a.1,ham-1,824954.0,828290,828794,830358.0,Y55F3BR.5a.1
146,Y55F3BR.6a.3,ham-1,838491.0,842634,843113,848851.0,Y55F3BR.4b.1
147,F56B3.11a.1,ham-1,796565.0,796520,797115,799321.0,F56B3.5.1
148,Y55F3C.9b.1,ham-1,728195.0,740774,741001,752929.0,Y55F3C.3a.1
149,Y55F3BR.6a.2,ham-1,838489.0,842634,843113,848851.0,Y55F3BR.4b.1
150,Y55F3BL.2a.1,ham-1,824954.0,828308,829419,830358.0,Y55F3BR.5a.1
151,Y55F3BR.6a.1,ham-1,838489.0,842634,843113,848851.0,Y55F3BR.4b.1
152,Y55F3C.9a.1,ham-1,727488.0,740774,741001,752929.0,Y55F3C.3a.1
153,Y55F3BR.6a.2,ham-1,841900.0,842634,843113,848851.0,Y55F3BR.4b.1
154,Y55F3BL.2a.1,ham-1,824954.0,833525,833903,830358.0,Y55F3BR.5a.1
155,Y55F3BR.6a.1,ham-1,838489.0,842679,843110,848851.0,Y55F3BR.4b.1
156,Y55F3BR.6a.2,ham-1,838489.0,842679,843110,848851.0,Y55F3BR.4b.1
157,F56B3.11a.1,ham-1,796565.0,796607,797066,799321.0,F56B3.5.1
158,Y55F3BR.6a.3,ham-1,838491.0,842679,843110,848851.0,Y55F3BR.4b.1
159,Y55F3BR.6a.1,ham-1,841900.0,842634,843113,848851.0,Y55F3BR.4b.1
160,Y55F3C.9b.1,ham-1,728195.0,760188,760580,752929.0,Y55F3C.3a.1
161,F56B3.11b.1,ham-1,796571.0,796520,797115,799321.0,F56B3.5.1
162,Y55F3BR.6a.2,ham-1,838489.0,854325,854927,848851.0,Y55F3BR.4b.1
163,Y55F3BR.6a.1,ham-1,841900.0,842679,843110,848851.0,Y55F3BR.4b.1
164,Y55F3C.9a.1,ham-1,727488.0,760188,760580,752929.0,Y55F3C.3a.1
165,Y55F3BR.6a.2,ham-1,841900.0,842679,843110,848851.0,Y55F3BR.4b.1
166,Y55F3BR.6a.3,ham-1,838491.0,854325,854927,848851.0,Y55F3BR.4b.1
167,Y55F3BR.6a.1,ham-1,838489.0,854325,854927,848851.0,Y55F3BR.4b.1
168,Y55F3BR.6a.2,ham-1,842126.0,842634,843113,848851.0,Y55F3BR.4b.1
169,Y55F3BR.8b.1,ham-1,854378.0,854325,854927,856836.0,Y55F3BR.11.1
170,Y55F3BR.6a.1,ham-1,841900.0,854325,854927,848851.0,Y55F3BR.4b.1
171,Y55F3BR.6a.2,ham-1,841900.0,854325,854927,848851.0,Y55F3BR.4b.1
172,Y55F3BR.6a.2,ham-1,842126.0,842679,843110,848851.0,Y55F3BR.4b.1
173,F56B3.11b.1,ham-1,796571.0,796607,797066,799321.0,F56B3.5.1
174,Y55F3BR.8a.1,ham-1,854780.0,854325,854927,856836.0,Y55F3BR.11.1
175,Y55F3BR.6a.2,ham-1,842126.0,854325,854927,848851.0,Y55F3BR.4b.1
176,Y55F3AM.7b.1,ham-1,990452.0,992014,992351,996078.0,Y55F3AM.6b.1
177,F58H7.2.1,ham-1,945653.0,945786,945825,983710.0,Y55F3AL.1a.1
178,Y55F3BR.8b.1,ham-1,854378.0,854325,854843,856836.0,Y55F3BR.11.1
179,Y55F3BR.6a.1,ham-1,842126.0,842634,843113,848851.0,Y55F3BR.4b.1
180,Y55F3AM.9a.1,ham-1,1009734.0,1009514,1009941,1012432.0,Y55F3AM.4a.1
181,Y55F3BR.8a.1,ham-1,854780.0,854325,854843,856836.0,Y55F3BR.11.1
182,F56B3.11b.1,ham-1,796571.0,813452,813644,799321.0,F56B3.5.1
183,Y55F3AM.7b.1,ham-1,990452.0,992056,992353,996078.0,Y55F3AM.6b.1
184,F58H7.2.1,ham-1,945653.0,957789,958305,983710.0,Y55F3AL.1a.1
185,F56B3.11a.1,ham-1,796565.0,813452,813644,799321.0,F56B3.5.1
186,Y55F3BR.6a.1,ham-1,842126.0,842679,843110,848851.0,Y55F3BR.4b.1
187,Y55F3BR.8a.1,ham-1,854780.0,854358,854917,856836.0,Y55F3BR.11.1
188,Y55F3AM.9a.1,ham-1,1009734.0,1009521,1009944,1012432.0,Y55F3AM.4a.1
189,Y55F3BR.8b.1,ham-1,854378.0,854358,854917,856836.0,Y55F3BR.11.1
190,F58H7.2.1,ham-1,945653.0,957797,958302,983710.0,Y55F3AL.1a.1
191,Y55F3BR.6a.1,ham-1,842126.0,854325,854927,848851.0,Y55F3BR.4b.1
192,Y55F3BR.8a.1,ham-1,854780.0,866873,867319,856836.0,Y55F3BR.11.1
193,Y55F3AM.9a.1,ham-1,1009734.0,1012362,1013045,1012432.0,Y55F3AM.4a.1
194,F58H7.2.1,ham-1,945653.0,957851,958283,983710.0,Y55F3AL.1a.1
195,Y55F3BR.8b.1,ham-1,854378.0,866873,867319,856836.0,Y55F3BR.11.1
196,Y55F3AM.7b.1,ham-1,990452.0,1009514,1009941,996078.0,Y55F3AM.6b.1
197,F58H7.2.1,ham-1,945653.0,992014,992351,983710.0,Y55F3AL.1a.1
198,Y55F3AM.14.1,ham-1,1063185.0,1070362,1070810,1077463.0,Y55F3AM.15.1
199,Y55F3AM.14.2,ham-1,1063191.0,1070362,1070810,1077463.0,Y55F3AM.15.1
200,Y55F3AM.14.1,ham-1,1067525.0,1070362,1070810,1077463.0,Y55F3AM.15.1
201,Y55F3AM.14.1,ham-1,1063185.0,1070362,1070836,1077463.0,Y55F3AM.15.1
202,W09G12.4.1,ham-1,1208080.0,1213260,1213524,1218271.0,W09G12.9.1
203,W09G12.10.1,ham-1,1221287.0,1221086,1221438,1227351.0,W09G12.8.1
204,F38A1.8.1,ham-1,1239852.0,1239714,1240089,1245171.0,F38A1.10.1
205,C50A2.3a.1,ham-1,1149895.0,1150056,1150215,1159361.0,C50A2.4.1
206,Y55F3AM.14.1,ham-1,1063185.0,1070450,1070760,1077463.0,Y55F3AM.15.1
207,F38A1.8.1,ham-1,1239852.0,1239718,1240084,1245171.0,F38A1.10.1
208,F38A1.8.1,ham-1,1239852.0,1239736,1240064,1245171.0,F38A1.10.1
209,W09G12.10.1,ham-1,1221287.0,1239714,1240089,1227351.0,W09G12.8.1
210,Y55F3AR.3a.1,ham-1,1093920.0,1093964,1094594,1096499.0,Y55F3AR.2.1
211,Y55F3AM.14.1,ham-1,1067525.0,1070362,1070836,1077463.0,Y55F3AM.15.1
212,C50A2.3a.1,ham-1,1149895.0,1186379,1186556,1159361.0,C50A2.4.1
213,F53H1.1a.1,ham-1,1309650.0,1309806,1310720,1327658.0,F53H1.4a.1
214,F38A1.8.1,ham-1,1239852.0,1274554,1275180,1245171.0,F38A1.10.1
215,Y55F3AR.3a.1,ham-1,1093920.0,1094048,1094566,1096499.0,Y55F3AR.2.1
216,Y77E11A.7d.1,ham-1,1419847.0,1420059,1420539,1421649.0,Y77E11A.4.1
217,Y55F3AM.14.1,ham-1,1063185.0,1093964,1094594,1077463.0,Y55F3AM.15.1
218,Y55F3AM.14.2,ham-1,1063191.0,1070362,1070836,1077463.0,Y55F3AM.15.1
219,Y55F3AM.14.1,ham-1,1067525.0,1070450,1070760,1077463.0,Y55F3AM.15.1
220,Y77E11A.7d.1,ham-1,1419847.0,1420073,1420487,1421649.0,Y77E11A.4.1
221,Y55F3AM.14.2,ham-1,1063191.0,1070450,1070760,1077463.0,Y55F3AM.15.1
222,Y77E11A.7a.1,ham-1,1419847.0,1420059,1420539,1421649.0,Y77E11A.4.1
223,Y55F3AR.3a.1,ham-1,1093920.0,1094133,1094545,1096499.0,Y55F3AR.2.1
224,Y77E11A.7g.1,ham-1,1419849.0,1420059,1420539,1421649.0,Y77E11A.4.1
225,F53H1.1a.1,ham-1,1309650.0,1309806,1310937,1327658.0,F53H1.4a.1
226,Y55F3AM.14.1,ham-1,1067525.0,1093964,1094594,1077463.0,Y55F3AM.15.1
227,Y77E11A.7g.1,ham-1,1419849.0,1420073,1420487,1421649.0,Y77E11A.4.1
228,Y77E11A.7d.1,ham-1,1419847.0,1420093,1420530,1421649.0,Y77E11A.4.1
229,Y77E11A.7a.1,ham-1,1419847.0,1420073,1420487,1421649.0,Y77E11A.4.1
230,Y77E11A.7g.1,ham-1,1419849.0,1420093,1420530,1421649.0,Y77E11A.4.1
231,W09G12.4.1,ham-1,1208080.0,1213281,1213455,1218271.0,W09G12.9.1
232,Y55F3AR.3a.1,ham-1,1093920.0,1150056,1150215,1096499.0,Y55F3AR.2.1
233,Y77E11A.7d.1,ham-1,1419847.0,1446008,1446398,1421649.0,Y77E11A.4.1
234,Y55F3AM.14.2,ham-1,1063191.0,1093964,1094594,1077463.0,Y55F3AM.15.1
235,Y77E11A.7a.1,ham-1,1419847.0,1420093,1420530,1421649.0,Y77E11A.4.1
236,Y77E11A.12a.1,ham-1,1466382.0,1477974,1478126,1489763.0,Y77E11A.16.1
237,Y77E11A.7g.1,ham-1,1419849.0,1446008,1446398,1421649.0,Y77E11A.4.1
238,W09G12.4.1,ham-1,1208080.0,1221086,1221438,1218271.0,W09G12.9.1
239,Y77E11A.7a.1,ham-1,1419847.0,1446008,1446398,1421649.0,Y77E11A.4.1
240,Y77E11A.13a.1,ham-1,1496022.0,1495899,1496954,1509676.0,Y77E11A.1a.3
241,Y77E11A.12a.1,ham-1,1466382.0,1495899,1496954,1489763.0,Y77E11A.16.1
242,F53H1.1a.1,ham-1,1309650.0,1328457,1329156,1327658.0,F53H1.4a.1
243,Y77E11A.13a.1,ham-1,1496022.0,1495906,1496959,1509676.0,Y77E11A.1a.3
244,Y77E11A.12b.1,ham-1,1475109.0,1477974,1478126,1489763.0,Y77E11A.16.1
245,Y41D4B.19b.1,ham-1,1595824.0,1595791,1596222,1601370.0,Y41D4B.13a.1
246,Y41D4B.19a.1,ham-1,1595824.0,1595791,1596222,1601370.0,Y41D4B.13a.1
247,Y41D4B.21b.1,ham-1,1645294.0,1649512,1650227,1659957.0,Y41D4B.5.1
248,Y77E11A.13a.1,ham-1,1496022.0,1495931,1496545,1509676.0,Y77E11A.1a.3
249,Y41D4B.21b.1,ham-1,1644204.0,1649512,1650227,1659957.0,Y41D4B.5.1
250,Y41D4B.21b.1,ham-1,1645294.0,1649512,1650257,1659957.0,Y41D4B.5.1
251,Y77E11A.12b.1,ham-1,1475109.0,1495899,1496954,1489763.0,Y77E11A.16.1
252,Y41D4B.19b.1,ham-1,1595824.0,1595806,1596208,1601370.0,Y41D4B.13a.1
253,Y41D4B.19a.1,ham-1,1595824.0,1595806,1596208,1601370.0,Y41D4B.13a.1
254,K08D12.1.1,ham-1,1709745.0,1709707,1710215,1710922.0,K08D12.3a.1
255,Y77E11A.13a.1,ham-1,1496022.0,1497369,1497898,1509676.0,Y77E11A.1a.3
256,Y41D4B.21b.1,ham-1,1645294.0,1649793,1650233,1659957.0,Y41D4B.5.1
257,Y41D4B.21a.1,ham-1,1645298.0,1649512,1650227,1659957.0,Y41D4B.5.1
258,Y41D4B.19b.1,ham-1,1595824.0,1595811,1596176,1601370.0,Y41D4B.13a.1
259,Y41D4B.19a.1,ham-1,1595824.0,1595811,1596176,1601370.0,Y41D4B.13a.1
260,Y41D4B.21b.1,ham-1,1644204.0,1649512,1650257,1659957.0,Y41D4B.5.1
261,Y41D4A.5.1,ham-1,1737884.0,1738278,1738595,1740447.0,Y41D4A.6a.1
262,Y41D4B.19b.1,ham-1,1595824.0,1623736,1624132,1601370.0,Y41D4B.13a.1
263,Y41D4B.21b.1,ham-1,1645294.0,1655317,1655717,1659957.0,Y41D4B.5.1
264,Y41D4A.5.2,ham-1,1737884.0,1738278,1738595,1740447.0,Y41D4A.6a.1
265,Y41D4B.21a.1,ham-1,1645298.0,1649512,1650257,1659957.0,Y41D4B.5.1
266,K08D12.1.1,ham-1,1709745.0,1709710,1710143,1710922.0,K08D12.3a.1
267,Y77E11A.13a.1,ham-1,1496022.0,1497369,1497919,1509676.0,Y77E11A.1a.3
268,Y41D4B.21b.1,ham-1,1644204.0,1649793,1650233,1659957.0,Y41D4B.5.1
269,Y41D4B.19a.1,ham-1,1595824.0,1623736,1624132,1601370.0,Y41D4B.13a.1
270,Y77E11A.13a.1,ham-1,1496022.0,1497422,1497894,1509676.0,Y77E11A.1a.3
271,Y41D4B.21b.1,ham-1,1644204.0,1655317,1655717,1659957.0,Y41D4B.5.1
272,Y41D4B.21a.1,ham-1,1645298.0,1649793,1650233,1659957.0,Y41D4B.5.1
273,Y41D4A.5.1,ham-1,1737884.0,1739015,1740008,1740447.0,Y41D4A.6a.1
274,K08D12.1.1,ham-1,1709745.0,1709756,1710185,1710922.0,K08D12.3a.1
275,Y41D4B.21b.1,ham-1,1645294.0,1655334,1655694,1659957.0,Y41D4B.5.1
276,Y77E11A.13a.1,ham-1,1496022.0,1560092,1560180,1509676.0,Y77E11A.1a.3
277,Y41D4A.5.2,ham-1,1737884.0,1739015,1740008,1740447.0,Y41D4A.6a.1
278,Y41D4B.21b.1,ham-1,1645294.0,1655385,1655687,1659957.0,Y41D4B.5.1
279,Y41D4A.5.1,ham-1,1737884.0,1739086,1739911,1740447.0,Y41D4A.6a.1
280,Y41D4A.7a.1,ham-1,1761570.0,1766011,1766296,1769668.0,Y41D4A.2.1
281,Y41D4B.21b.1,ham-1,1645294.0,1657101,1657401,1659957.0,Y41D4B.5.1
282,Y41D4A.7a.1,ham-1,1761570.0,1766044,1766265,1769668.0,Y41D4A.2.1
283,Y41D4B.21b.1,ham-1,1644204.0,1655334,1655694,1659957.0,Y41D4B.5.1
284,Y41D4A.5.1,ham-1,1737884.0,1745425,1746046,1740447.0,Y41D4A.6a.1
285,Y41D4A.5.2,ham-1,1737884.0,1739086,1739911,1740447.0,Y41D4A.6a.1
286,Y41D4A.5.3,ham-1,1737891.0,1738278,1738595,1740447.0,Y41D4A.6a.1
287,Y41D4B.21a.1,ham-1,1645298.0,1655317,1655717,1659957.0,Y41D4B.5.1
288,Y41D4B.21b.1,ham-1,1644204.0,1655385,1655687,1659957.0,Y41D4B.5.1
289,Y38C1BA.2a.2,ham-1,1808512.0,1816364,1816370,1817392.0,Y38C1BA.3.1
290,Y41D4B.21b.1,ham-1,1645294.0,1657101,1657407,1659957.0,Y41D4B.5.1
291,Y41D4A.5.2,ham-1,1737884.0,1745425,1746046,1740447.0,Y41D4A.6a.1
292,Y38C1BA.2a.2,ham-1,1808512.0,1823923,1824486,1817392.0,Y38C1BA.3.1
293,Y41D4A.7a.1,ham-1,1761570.0,1816364,1816370,1769668.0,Y41D4A.2.1
294,K08D12.1.1,ham-1,1709745.0,1738278,1738595,1710922.0,K08D12.3a.1
295,Y41D4A.5.3,ham-1,1737891.0,1739015,1740008,1740447.0,Y41D4A.6a.1
296,Y41D4B.21b.1,ham-1,1645294.0,1658432,1659507,1659957.0,Y41D4B.5.1
297,Y41D4B.21b.1,ham-1,1644204.0,1657101,1657401,1659957.0,Y41D4B.5.1
298,Y41D4B.21a.1,ham-1,1645298.0,1655334,1655694,1659957.0,Y41D4B.5.1
299,Y41D4A.5.3,ham-1,1737891.0,1739086,1739911,1740447.0,Y41D4A.6a.1
300,Y38C1BA.2a.4,ham-1,1809038.0,1816364,1816370,1817392.0,Y38C1BA.3.1
301,Y41D4B.21b.1,ham-1,1644204.0,1657101,1657407,1659957.0,Y41D4B.5.1
302,Y41D4A.5.3,ham-1,1737891.0,1745425,1746046,1740447.0,Y41D4A.6a.1
